Timestamp, Aggregate_Active_Power, Estimates...
26-Oct-2017 08:45:13,2.1534,-0.0,2.1488
26-Oct-2017 08:36:17,1.6476,0.0,2.1405
25-Oct-2017 10:31:53,0.29,0.9399,-0.0
26-Oct-2017 09:53:36,0.4255,1.4509,-2.1312
23-Oct-2017 10:41:58,1.253,0.4693,0.4811
26-Oct-2017 08:44:17,1.9872,-0.0,2.1647
28-Oct-2017 11:07:21,0.0,0.0,0.0
24-Oct-2017 10:50:49,0.8208,0.6742,-1.4243
23-Oct-2017 18:16:59,0.0,0.0,0.0
23-Oct-2017 10:59:55,0.9286,0.3304,-0.6253
26-Oct-2017 10:10:28,0.56,1.574,-2.1368
23-Oct-2017 10:17:38,0.25,0.6681,-0.0
23-Oct-2017 09:40:50,0.0,0.0,0.0
26-Oct-2017 11:26:32,0.3322,1.1605,-0.0
28-Oct-2017 15:49:46,0.0,0.0,0.0
23-Oct-2017 10:40:13,1.989,-1.3369,2.1646
24-Oct-2017 12:47:07,0.8647,0.4738,-1.0121
26-Oct-2017 08:44:11,1.8272,0.0,2.1622
24-Oct-2017 12:44:01,0.34,1.1944,-2.1186
24-Oct-2017 10:37:52,1.0725,0.2668,-0.1139
24-Oct-2017 12:09:24,0.4174,1.4344,-2.1304
26-Oct-2017 13:59:08,0.0,0.0,0.0
23-Oct-2017 10:41:26,1.7646,0.642,2.1585
23-Oct-2017 02:39:05,0.0,0.0,0.0
26-Oct-2017 08:44:19,2.0651,-0.0,2.1573
23-Oct-2017 17:43:04,0.0,0.0,0.0
24-Oct-2017 10:41:10,1.5663,1.084,2.1023
24-Oct-2017 10:33:40,1.6192,1.0588,2.1312
23-Oct-2017 05:05:17,0.0,0.0,0.0
24-Oct-2017 10:48:52,1.0607,0.2652,-0.1497
24-Oct-2017 10:41:09,1.549,1.0825,2.0878
26-Oct-2017 08:36:47,1.3583,0.0,0.8183
25-Oct-2017 17:34:39,0.0,0.0,0.0
23-Oct-2017 11:46:01,0.9171,0.3436,-0.6723
26-Oct-2017 08:44:14,1.8853,-0.0,2.1642
24-Oct-2017 10:48:51,1.0588,0.265,-0.1554
27-Oct-2017 09:39:15,0.0,0.0,0.0
24-Oct-2017 10:41:19,1.7899,0.4928,2.1603
23-Oct-2017 13:44:50,0.24,0.5903,-0.0
26-Oct-2017 18:10:58,0.0,0.0,0.0
26-Oct-2017 08:45:34,2.0865,-0.0,2.1545
24-Oct-2017 10:49:36,0.9737,0.2724,-0.423
27-Oct-2017 10:29:56,0.0,0.0,0.0
24-Oct-2017 10:33:10,1.8637,-0.1086,2.1636
24-Oct-2017 02:00:27,0.0,0.0,0.0
24-Oct-2017 10:40:57,1.3509,1.0286,0.7947
23-Oct-2017 12:19:28,0.5541,1.573,-2.1368
24-Oct-2017 13:45:53,0.25,0.6681,-0.0
28-Oct-2017 06:33:04,0.0,0.0,0.0
25-Oct-2017 12:33:51,0.24,0.5903,-0.0
26-Oct-2017 08:45:07,2.1679,-0.0,2.1466
24-Oct-2017 10:33:53,1.58,1.082,2.1117
26-Oct-2017 01:14:26,0.0,0.0,0.0
24-Oct-2017 13:16:30,0.5367,1.5674,-2.1367
25-Oct-2017 19:09:03,0.0,0.0,0.0
24-Oct-2017 10:32:36,1.6741,0.9734,2.1468
23-Oct-2017 14:57:16,0.23,0.5088,-0.0
24-Oct-2017 10:38:55,1.0933,0.2692,-0.0493
23-Oct-2017 14:19:59,0.6278,1.4981,-0.0
23-Oct-2017 12:43:48,0.23,0.5088,-0.0
24-Oct-2017 10:55:54,0.8323,0.594,-1.2655
29-Oct-2017 01:01:45,0.0,0.0,0.0
25-Oct-2017 05:39:46,0.0,0.0,0.0
24-Oct-2017 13:15:18,0.8396,0.5677,-1.2128
26-Oct-2017 11:15:38,0.3261,1.1325,-0.0
23-Oct-2017 17:47:59,0.0,0.0,0.0
23-Oct-2017 10:50:26,1.5901,1.0786,2.1177
23-Oct-2017 11:00:23,0.84,0.5663,-1.2099
23-Oct-2017 11:51:13,0.4568,1.5021,-2.1338
26-Oct-2017 08:44:10,1.8078,0.0,2.1613
24-Oct-2017 15:31:53,0.31,1.0525,-0.0
26-Oct-2017 08:46:06,0.8718,0.0,-0.9499
26-Oct-2017 11:06:21,0.4707,1.5189,-0.0
25-Oct-2017 17:03:25,0.0,0.0,0.0
27-Oct-2017 10:17:37,0.0,0.0,0.0
23-Oct-2017 12:48:31,0.24,0.5903,-0.0
26-Oct-2017 09:51:08,0.568,1.5747,-2.1367
24-Oct-2017 10:55:55,0.8268,0.6325,-1.3441
23-Oct-2017 10:40:08,2.1464,-2.091,2.1495
27-Oct-2017 05:24:16,0.0,0.0,0.0
24-Oct-2017 10:32:29,1.72,0.8406,2.1541
26-Oct-2017 08:43:53,1.6977,0.0,2.151
26-Oct-2017 08:32:43,1.8547,-0.0,2.1633
23-Oct-2017 13:57:01,0.26,0.742,-0.0
23-Oct-2017 08:09:58,0.0,0.0,0.0
26-Oct-2017 08:37:07,1.0278,0.0,-0.2461
25-Oct-2017 15:25:20,0.0,0.0,0.0
28-Oct-2017 03:33:46,0.0,0.0,0.0
26-Oct-2017 10:45:18,0.4766,1.5251,-0.0
24-Oct-2017 13:53:54,0.25,0.6681,-0.0
24-Oct-2017 10:49:55,1.0376,0.2619,-0.2179
23-Oct-2017 10:41:27,1.7315,0.7966,2.1555
24-Oct-2017 10:52:27,0.4022,1.3996,-2.1287
26-Oct-2017 05:14:14,0.0,0.0,0.0
23-Oct-2017 14:28:17,0.5678,1.5747,-0.0
25-Oct-2017 13:19:18,0.31,1.0525,-0.0
23-Oct-2017 10:41:11,1.9558,-1.0428,2.1653
24-Oct-2017 10:31:09,1.7096,0.8764,2.1528
23-Oct-2017 11:00:48,0.8782,0.4212,-0.8919
23-Oct-2017 10:29:26,0.33,1.1505,-0.0
24-Oct-2017 10:34:58,1.44,1.2177,1.6256
26-Oct-2017 08:32:40,1.5445,0.0,2.0835
24-Oct-2017 10:32:08,0.6089,1.5295,-2.1236
24-Oct-2017 11:14:49,0.8358,0.5814,-1.2406
23-Oct-2017 10:48:56,2.0793,-1.8754,2.1551
24-Oct-2017 12:36:55,0.8858,0.391,-0.8207
24-Oct-2017 12:06:45,0.8373,0.5761,-1.2297
26-Oct-2017 08:36:04,1.6073,0.0,2.1262
24-Oct-2017 13:23:39,0.893,0.3688,-0.7646
23-Oct-2017 10:41:31,1.5532,1.0833,2.0916
27-Oct-2017 11:18:49,0.0,0.0,0.0
26-Oct-2017 08:35:29,1.7856,0.0,2.16
26-Oct-2017 12:17:05,0.32,1.1033,-0.0
24-Oct-2017 12:48:04,0.8724,0.444,-0.9446
24-Oct-2017 13:14:33,0.8441,0.5513,-1.1791
26-Oct-2017 11:20:01,0.4634,1.5105,-0.0
24-Oct-2017 11:13:31,0.8125,0.7303,-1.5241
25-Oct-2017 12:44:00,0.24,0.5903,-0.0
25-Oct-2017 10:43:25,0.3086,1.0452,-0.0
24-Oct-2017 10:31:46,1.7319,0.795,2.1555
23-Oct-2017 14:14:33,0.33,1.1505,-0.0
23-Oct-2017 10:47:30,0.8711,0.4491,-0.9562
24-Oct-2017 10:34:29,1.4976,1.1502,1.9765
26-Oct-2017 08:35:21,1.9818,-0.0,2.1649
24-Oct-2017 10:51:27,1.0115,0.2578,-0.2919
24-Oct-2017 10:31:25,1.1759,0.2745,0.2228
24-Oct-2017 13:23:40,0.8456,0.5458,-1.1676
24-Oct-2017 10:32:20,1.72,0.8406,2.1541
28-Oct-2017 19:32:10,0.0,0.0,0.0
26-Oct-2017 08:35:52,1.8513,0.0,2.1631
23-Oct-2017 10:48:40,1.8097,0.3559,2.1614
24-Oct-2017 13:20:35,0.4142,1.4275,-2.1301
24-Oct-2017 10:47:35,1.0106,0.2576,-0.2944
23-Oct-2017 10:49:14,2.1426,-2.0846,2.1498
23-Oct-2017 10:50:41,1.1491,0.2738,0.1321
24-Oct-2017 10:48:19,0.9714,0.2756,-0.434
24-Oct-2017 12:33:22,0.8837,0.3994,-0.8407
24-Oct-2017 08:51:13,0.0,0.0,0.0
23-Oct-2017 10:41:28,1.6985,0.9108,2.1512
27-Oct-2017 18:12:11,0.0,0.0,0.0
26-Oct-2017 10:07:27,0.507,1.5482,-2.1363
24-Oct-2017 10:32:39,1.7077,0.8826,2.1525
24-Oct-2017 14:00:51,0.24,0.5903,-0.0
28-Oct-2017 23:07:44,0.0,0.0,0.0
24-Oct-2017 12:08:22,0.8135,0.7237,-1.5128
24-Oct-2017 10:23:18,2.1237,-2.0446,2.1514
26-Oct-2017 23:39:26,0.0,0.0,0.0
23-Oct-2017 13:55:24,0.24,0.5903,-0.0
26-Oct-2017 08:44:50,2.1258,-0.0,2.1513
24-Oct-2017 12:55:37,0.8485,0.5351,-1.1451
24-Oct-2017 10:33:22,1.8918,-0.3947,2.1643
25-Oct-2017 12:40:55,0.24,0.5903,-0.0
24-Oct-2017 12:57:23,0.8454,0.5465,-1.1691
23-Oct-2017 13:54:25,0.24,0.5903,-0.0
24-Oct-2017 10:34:11,1.5448,1.0815,2.0838
24-Oct-2017 10:50:51,0.8135,0.7237,-1.5128
23-Oct-2017 10:41:19,1.815,0.3161,2.1617
23-Oct-2017 11:02:05,1.232,0.3306,0.4144
27-Oct-2017 23:58:12,0.0,0.0,0.0
26-Oct-2017 08:36:53,1.2482,0.0,0.4658
26-Oct-2017 20:47:53,0.0,0.0,0.0
25-Oct-2017 13:13:55,0.24,0.5903,-0.0
26-Oct-2017 11:26:44,0.3562,1.2585,-0.0
27-Oct-2017 08:31:59,0.0,0.0,0.0
24-Oct-2017 10:32:42,1.6169,1.061,2.1303
24-Oct-2017 10:33:57,1.58,1.082,2.1117
26-Oct-2017 08:45:48,1.5219,0.0,2.047
26-Oct-2017 08:36:20,1.5872,0.0,2.116
24-Oct-2017 13:06:22,0.8677,0.4623,-0.9861
23-Oct-2017 10:48:30,1.696,0.918,2.1508
25-Oct-2017 09:20:18,0.16,-0.1477,-0.0
27-Oct-2017 05:14:49,0.0,0.0,0.0
23-Oct-2017 10:23:11,0.33,1.1505,-0.0
23-Oct-2017 10:50:20,2.1575,-2.1066,2.1482
23-Oct-2017 11:01:35,0.97,0.2775,-0.4407
23-Oct-2017 10:40:22,2.0145,-1.5195,2.1632
26-Oct-2017 12:58:56,0.0,0.0,0.0
24-Oct-2017 13:06:58,0.8758,0.4307,-0.9139
26-Oct-2017 07:51:17,0.0,0.0,0.0
25-Oct-2017 08:03:49,0.0,0.0,0.0
24-Oct-2017 10:37:47,1.1457,0.2737,0.1208
24-Oct-2017 21:42:06,0.0,0.0,0.0
23-Oct-2017 15:27:26,0.2382,0.5759,-0.0
24-Oct-2017 19:12:17,0.0,0.0,0.0
24-Oct-2017 15:54:25,0.23,0.5088,-0.0
24-Oct-2017 12:09:10,0.4176,1.4349,-2.1304
28-Oct-2017 23:34:16,0.0,0.0,0.0
26-Oct-2017 10:25:33,0.42,1.4399,-2.1307
23-Oct-2017 10:41:05,1.919,-0.6869,2.165
26-Oct-2017 10:54:52,0.579,1.5732,-0.0
26-Oct-2017 08:35:47,1.7428,0.0,2.1566
26-Oct-2017 03:02:12,0.0,0.0,0.0
23-Oct-2017 10:40:39,1.9407,-0.9202,2.1654
27-Oct-2017 16:13:48,0.0,0.0,0.0
24-Oct-2017 12:33:31,0.872,0.4455,-0.9481
23-Oct-2017 22:25:05,0.0,0.0,0.0
24-Oct-2017 11:49:47,0.844,0.5517,-1.1798
24-Oct-2017 10:36:18,1.3311,0.9301,0.7314
26-Oct-2017 12:03:47,0.33,1.1505,-0.0
24-Oct-2017 10:37:37,1.2129,0.2731,0.3506
24-Oct-2017 10:34:53,1.44,1.2177,1.6256
24-Oct-2017 10:38:48,0.9758,0.2694,-0.4129
24-Oct-2017 10:32:26,1.72,0.8406,2.1541
23-Oct-2017 11:01:47,0.9405,0.316,-0.5747
26-Oct-2017 13:21:12,0.0,0.0,0.0
23-Oct-2017 10:40:38,1.9549,-1.0361,2.1653
24-Oct-2017 10:33:56,1.58,1.082,2.1117
24-Oct-2017 13:23:19,0.859,0.4956,-1.0603
24-Oct-2017 10:36:39,1.3415,0.9829,0.7647
27-Oct-2017 18:10:43,0.0,0.0,0.0
25-Oct-2017 13:46:59,0.3039,1.0198,-0.0
28-Oct-2017 07:26:12,0.0,0.0,0.0
28-Oct-2017 21:28:35,0.0,0.0,0.0
24-Oct-2017 12:56:51,0.9057,0.3559,-0.717
23-Oct-2017 13:36:04,0.24,0.5903,-0.0
24-Oct-2017 09:18:10,1.1709,0.0,0.2057
24-Oct-2017 14:31:32,0.2344,0.5451,-0.0
23-Oct-2017 10:42:09,1.1491,0.2738,0.1321
25-Oct-2017 12:50:15,0.24,0.5903,-0.0
23-Oct-2017 10:41:14,1.9062,-0.5485,2.1647
26-Oct-2017 08:56:42,0.6414,0.0,-2.1165
24-Oct-2017 03:01:11,0.0,0.0,0.0
24-Oct-2017 14:10:24,0.25,0.6681,-0.0
24-Oct-2017 10:41:02,1.3627,1.0832,0.8324
23-Oct-2017 10:41:39,1.5537,1.0834,2.0921
24-Oct-2017 12:08:55,0.871,0.4494,-0.957
23-Oct-2017 10:48:58,2.0927,-1.9403,2.154
23-Oct-2017 13:37:43,0.2335,0.5377,-0.0
26-Oct-2017 08:45:41,2.0579,-0.0,2.1584
25-Oct-2017 22:40:05,0.0,0.0,0.0
28-Oct-2017 13:51:06,0.0,0.0,0.0
23-Oct-2017 20:44:02,0.0,0.0,0.0
28-Oct-2017 14:45:36,0.0,0.0,0.0
25-Oct-2017 08:39:35,0.0,0.0,0.0
24-Oct-2017 10:32:27,1.72,0.8406,2.1541
24-Oct-2017 12:16:47,0.9061,0.3555,-0.7154
26-Oct-2017 20:29:05,0.0,0.0,0.0
27-Oct-2017 16:16:56,0.0,0.0,0.0
23-Oct-2017 14:24:02,0.7084,1.2683,-0.0
24-Oct-2017 10:55:39,0.8339,0.5883,-1.2542
23-Oct-2017 14:27:48,0.4243,1.4486,-0.0
27-Oct-2017 23:47:13,0.0,0.0,0.0
23-Oct-2017 09:36:06,0.0,0.0,0.0
29-Oct-2017 01:07:00,0.0,0.0,0.0
26-Oct-2017 08:44:31,2.0171,-0.0,2.163
26-Oct-2017 06:26:43,0.0,0.0,0.0
23-Oct-2017 10:47:58,1.3707,1.1185,0.8578
26-Oct-2017 08:35:10,2.144,-0.0,2.1497
23-Oct-2017 04:36:13,0.0,0.0,0.0
26-Oct-2017 08:44:37,2.0579,-0.0,2.1584
24-Oct-2017 10:34:19,1.5205,1.1086,2.0438
24-Oct-2017 10:47:27,1.1893,0.2744,0.2687
26-Oct-2017 08:35:30,1.7364,0.0,2.156
28-Oct-2017 11:15:28,0.0,0.0,0.0
27-Oct-2017 13:03:54,0.0,0.0,0.0
23-Oct-2017 14:31:03,0.3134,1.0702,-0.0
26-Oct-2017 08:35:48,1.78,0.0,2.1597
24-Oct-2017 10:35:55,1.3165,0.8523,0.6845
23-Oct-2017 10:41:34,1.3973,1.2159,0.9933
27-Oct-2017 07:37:39,0.0,0.0,0.0
27-Oct-2017 15:35:04,0.0,0.0,0.0
24-Oct-2017 10:33:32,2.1165,-2.0252,2.1521
24-Oct-2017 12:33:19,0.8957,0.3662,-0.7546
26-Oct-2017 12:09:59,0.5636,1.5745,-0.0
26-Oct-2017 11:24:53,0.6015,1.5399,-0.0
25-Oct-2017 11:55:16,0.25,0.6681,-0.0
26-Oct-2017 08:43:01,1.0108,0.0,-0.2938
23-Oct-2017 10:40:35,2.0269,-1.5995,2.1622
27-Oct-2017 00:18:24,0.0,0.0,0.0
24-Oct-2017 10:34:06,1.56,1.084,2.0974
24-Oct-2017 10:31:08,2.1546,-2.1031,2.1486
23-Oct-2017 10:48:27,1.6984,0.9111,2.1511
25-Oct-2017 04:36:07,0.0,0.0,0.0
23-Oct-2017 14:14:02,0.31,1.0525,-0.0
24-Oct-2017 11:36:30,0.41,1.4181,-2.1296
24-Oct-2017 09:18:05,1.1714,0.0,0.2074
24-Oct-2017 10:49:58,0.9741,0.2718,-0.4211
24-Oct-2017 04:11:25,0.0,0.0,0.0
23-Oct-2017 06:18:53,0.0,0.0,0.0
28-Oct-2017 17:38:48,0.0,0.0,0.0
24-Oct-2017 13:14:02,0.8899,0.3746,-0.7813
24-Oct-2017 10:31:04,1.7721,0.6007,2.1591
24-Oct-2017 15:41:43,0.31,1.0525,-0.0
26-Oct-2017 08:45:40,2.1056,-0.0,2.153
27-Oct-2017 03:26:11,0.0,0.0,0.0
24-Oct-2017 19:29:38,0.0,0.0,0.0
24-Oct-2017 10:39:18,0.9766,0.2683,-0.4091
25-Oct-2017 13:52:09,0.3479,1.2267,-0.0
24-Oct-2017 06:30:50,0.0,0.0,0.0
24-Oct-2017 10:41:17,1.6037,1.0713,2.1246
25-Oct-2017 12:53:53,0.24,0.5903,-0.0
23-Oct-2017 10:42:03,1.2469,0.4294,0.4616
27-Oct-2017 19:32:11,0.0,0.0,0.0
24-Oct-2017 16:06:34,0.16,-0.1477,-0.0
27-Oct-2017 15:30:12,0.0,0.0,0.0
24-Oct-2017 11:06:23,0.82,0.6797,-1.4345
25-Oct-2017 20:44:53,0.0,0.0,0.0
23-Oct-2017 12:43:27,0.23,0.5088,-0.0
23-Oct-2017 10:29:47,0.33,1.1505,-0.0
25-Oct-2017 13:10:40,0.24,0.5903,-0.0
26-Oct-2017 08:44:07,1.8125,0.0,2.1615
24-Oct-2017 13:24:50,0.7757,0.9564,-1.8347
28-Oct-2017 12:12:28,0.0,0.0,0.0
24-Oct-2017 09:17:06,0.99,0.0,-0.3502
24-Oct-2017 09:17:47,1.1657,0.0,0.1881
26-Oct-2017 00:35:58,0.0,0.0,0.0
24-Oct-2017 10:34:12,1.5394,1.0799,2.0782
24-Oct-2017 14:01:53,0.2388,0.5807,-0.0
23-Oct-2017 10:42:21,0.8659,0.4692,-1.0018
23-Oct-2017 11:57:39,0.6374,1.4793,-2.1175
23-Oct-2017 12:51:15,0.24,0.5903,-0.0
23-Oct-2017 10:40:18,1.9758,-1.2335,2.165
24-Oct-2017 10:33:00,1.5556,1.0836,2.0937
25-Oct-2017 05:33:38,0.0,0.0,0.0
23-Oct-2017 11:02:56,2.1329,-2.0659,2.1506
26-Oct-2017 00:26:20,0.0,0.0,0.0
24-Oct-2017 09:19:00,0.8257,0.0,-1.3593
26-Oct-2017 23:56:36,0.0,0.0,0.0
28-Oct-2017 22:09:52,0.0,0.0,0.0
23-Oct-2017 10:48:15,1.56,1.084,2.0974
23-Oct-2017 10:48:28,1.6948,0.9214,2.1506
24-Oct-2017 09:18:46,0.9406,0.0,-0.5742
23-Oct-2017 11:02:40,1.1569,0.2742,0.1583
25-Oct-2017 00:58:58,0.0,0.0,0.0
25-Oct-2017 10:37:27,0.29,0.9399,-0.0
23-Oct-2017 17:59:14,0.0,0.0,0.0
24-Oct-2017 10:33:50,1.5828,1.0812,2.1134
23-Oct-2017 15:32:12,0.24,0.5903,-0.0
24-Oct-2017 12:19:08,0.8073,0.7646,-1.5805
26-Oct-2017 11:22:33,0.5135,1.5535,-0.0
