timestamp,active_power,reactive_power,apparent_power,current,voltage,power_factor
1519181776,217635.9,168085.4,274998.2,1272.559,430.258,0.791408452855328
1519181893,272280,186707.7,330384,1565.589,419.255,0.82413191922127
1519182101,277868,188474.4,336242,1592.313,419.555,0.826392895593055
1519182135,279652,190316.2,338558,1604.341,419.311,0.826009132851683
1519182377,284224,191936.2,343142,1634.731,416.859,0.828298488672328
1519182605,289208,190483.8,346497,1653.15,415.922,0.834662349168968
1519182615,283312,189760.2,341243,1621.009,418.13,0.83023534548694
1519182805,283968,190582.2,342275,1630.732,416.82,0.829648674311592
1519182900,258296.3,181382,315636.3,1482.072,424.571,0.818335216830257
1519183306,280692.4,188712.1,338451,1607.71,418.164,0.829344277310453
1519183329,285589,191718,344184,1640.749,416.612,0.829756758013156
1519183415,200022.3,169255.3,268850.1,1249.064,433.391,0.743991912221718
1519183556,288139,195260.3,348221,1661.11,416.516,0.827460147435106
1519183572,287840,193517.4,347078,1655.444,416.58,0.82932366787869
1519183613,263255.3,180748.1,319358.8,1504.464,422.644,0.824324552822719
1519183827,287303,194830.1,347444,1654.386,417.16,0.826904479570808
1519184025,289659,192785.5,348138,1661.906,415.975,0.832023507919273
1519184475,287875,196264.6,348675,1655.427,418.423,0.825625582562558
1519184591,222975.3,171825.4,282273.9,1306.192,432.911,0.789925317218489
1519184600,198095.9,171813.3,267689.9,1235.918,436.06,0.74002007546792
1519185523,166119.7,147435.7,223069,1015.254,437.541,0.744700966965378
1519185839,79499.38,118184.8,157420.8,713.371,443.701,0.505011917103712
1519185842,86634.34,121216.6,165321.5,754.01,441.891,0.524035530768835
1519185867,67708.23,115388.5,146298.8,658.497,445.558,0.462807828909055
1519185874,62847.52,114064.3,142018.4,637.311,446.457,0.442530826991432
1519186146,108987.9,138965.2,194885.2,906.504,433.759,0.559241543226474
1519186175,118065.6,150677.1,210814.7,989.133,430.723,0.56004443712891
1519186179,117602.5,145007.8,205352.2,963.893,431.359,0.572686827801212
1519186186,114269.7,142919.9,201791.9,944.766,431.958,0.566274959500357
1519186217,119088.1,150356.9,211908.8,995.705,429.992,0.561978077361582
1519186260,117223.7,140979.7,188556.4,861.185,437.237,0.621690380172723
1519186427,126405.5,151525.1,212366.7,995.762,430.306,0.595222791520516
1519186463,124585.2,148668.6,209709.9,981.697,430.699,0.594083541120376
1519186465,127295.7,152251.9,213589.3,1003.531,429.788,0.595983506664426
1519186466,126797.4,150958.3,212406.1,996.548,430.132,0.596957432013487
1519186523,65529.8,130798,146686.7,655.493,445.577,0.44673307123277
1519186527,64541.7,130371.8,146023.6,651.65,446.44,0.441994992590239
1519186558,94597.6,137843.7,177432,810.214,438.11,0.533148473781505
1519186567,82985.7,140112.8,171708.1,779.306,439.657,0.483295196906844
1519186623,148895.3,148139.2,215015,992.118,433.237,0.692487965955863
1519187005,168828,158935.3,237179.5,1084.215,438.732,0.711815312874848
1519187016,163923.7,156784.4,232932.2,1063.302,439.251,0.703739972403987
1519187671,198601.8,171525.5,269576.3,1249.203,434.348,0.736718324274055
1519187755,296748,197931.7,356981,1707.746,414.956,0.831271132077057
1519187961,239306.7,174476.9,296243.6,1376.538,429.363,0.807803780402345
1519187995,274686.8,187891.2,332933,1569.925,421.276,0.825051286595201
1519188078,287223,193659.5,346656,1645.179,418.492,0.828553378565494
1519188276,290906,196937.1,351600,1677.061,416.258,0.827377701934016
1519188332,287115,193224.2,346258,1646.349,417.666,0.829193838120708
1519188417,195404.4,168678.3,265257.6,1226.945,434.885,0.736659006188701
1519189371,194074.8,168552.7,264435.7,1221.133,435.859,0.733920571239057
1519189604,234776.7,172711.1,291920.8,1365.777,427.038,0.804247933001006
1519189737,128139.7,155344.2,218441.3,1030.399,427.373,0.586609308770823
1519189874,35562.3,134457.7,139249.6,623.35,444.76,0.255385293745907
1519189891,134226.6,145310.4,201537,921.216,435.612,0.666014677205674
1519190105,162362.6,156933.8,231775.8,1057.576,438.528,0.70051575703762
1519190132,162946.2,158969.9,233672.6,1065.593,439.346,0.697326943766621
1519190147,166622.2,163616.7,239414.7,1094.473,438.737,0.695956430411332
1519190241,166896.2,162370.7,238969.6,1089.899,439.607,0.698399294303543
1519190360,173073.1,161018.2,243130.1,1110.483,439.385,0.71185385931236
1519190482,184842.5,165700,255361.1,1175.344,437.111,0.723847524153052
1519190522,190044,166394.4,259829.5,1198.244,436.254,0.731418103025253
1519191071,298171,199216.8,359060,1705.358,418.113,0.830421099537682
1519191413,153938.9,150777.3,215649.6,977.308,439.238,0.713838096615992
1519191428,128780.9,147213,196463.8,884.791,442.944,0.655494294623233
1519191448,114454.9,145966,188787.2,847.686,444.536,0.606264089938301
1519191658,160339.1,160819.5,233321,1080.734,432.145,0.687203895063025
1519191723,100514.3,143682.1,175965.3,787.97,444.71,0.571216597817865
1519191749,91855.6,145134.5,173640.5,775.379,446.715,0.528998707098862
1519191926,131191.6,153602.3,216638.1,1008.343,433.329,0.605579535640314
1519191931,128942.7,151904.2,214641.1,997.423,433.758,0.600736298872863
1519192443.00001,184924.973549018,167900.912259286,253691.532749617,1177.75950615809,430.434676034058,0.728936324932578
1519192892,282692,192472.4,342264,1616.235,420.739,0.825947222027441
1519193365,285088,191963.1,343871,1631.834,418.716,0.82905508170215
1519193573,287593,191595.5,345712,1640.746,418.598,0.831886078585644
1519193856,291009,191962,348859,1664.381,416.349,0.834173691950043
1519194232,119932.3,144158.9,191790.4,865.095,443.609,0.625330047802184
1519194558,189637.5,162646.5,254634.6,1175.015,435.443,0.744743644422243
1519194606,190689.2,163902.6,258418.5,1194.453,435.255,0.737908470175316
1519195121,228651.5,169856.1,284887.3,1328.33,427.507,0.802603345252667
1519195449,185289.9,166738.9,256662.5,1182.839,436.927,0.721920420786052
1519195652,181162.7,165887.3,252035.9,1161.484,436.564,0.71879720309686
1519195684,181844.5,163616.7,251806.3,1162.117,435.925,0.722160247777756
1519195733,263792,183004.9,321269,1521.71,419.666,0.821093849702274
1519196134,206784.1,165872.5,267494.7,1239.679,433.056,0.773039989203524
1519196183,187802.7,164324.4,257332,1187.879,436.019,0.729807019725491
1519196456,191179.8,167215.8,261567,1209.356,435.802,0.730901833946943
1519196547,282392,190582.6,340879,1613.233,419.957,0.828422988802478
1519196940,193257.5,169187.6,264582.9,1217.004,437.985,0.730423243527832
1519197026,280399,189316.6,338567,1597.187,421.27,0.828193533333136
1519197089,286509,189133,343527,1627.16,419.475,0.834021779947428
1519197115,266180.2,184321.3,323874,1523.314,422.83,0.821863440720774
1519197616,264530.6,184641.5,322665,1520.426,422.411,0.819830474330962
1519197660,278935,188507.2,336783,1602.904,417.426,0.828233610366319
1519197758,266142.5,178934.9,320856,1507.629,423.362,0.829476462961578
1519198272,181808.4,161582.3,249869.4,1146.649,437.912,0.727613705399701
1519198305,185259.9,165187.1,255582.9,1173.563,438.092,0.724852484262445
1519198336,214949.2,166881,272878.6,1259.019,433.904,0.787709992648746
1519198369,284136,192421.6,343408,1629.699,418.726,0.827400642966966
1519198507,208392.1,165561.5,266803,1232.443,432.982,0.781071052424448
1519198664,184835.6,167147.3,256701.2,1178.31,438.282,0.720041822944341
1519198849,263841.5,185094.9,322331.1,1508.637,425.045,0.818541865801966
1519198969,115868.9,148677.4,190510.1,859.26,443.013,0.608203449580888
1519198978,112267.5,149385.6,190078.6,856.89,443.338,0.59063724164635
1519199085,242379.1,173026.3,297946,1385.509,427.453,0.813500097333074
1519199490,176523.9,158841.6,244125.1,1123.719,435.892,0.72308787584726
1519199781,110415.1,142505.1,184305.4,832.569,442.576,0.59908770985549
1519199795,109546.2,140143,181898.8,821.546,442.474,0.602237068084012
1519199815,107033.9,139966.4,180169,811.499,443.643,0.594075007354206
1519199854,167846.9,145288.4,223009.6,1023.679,434.082,0.752644280784325
1519199872,164632.6,145023.6,220009.8,1006.927,435.143,0.748296666784843
1519200031,75754.9,120122.1,152678.7,689.595,443.99,0.496172026615369
1519200139,66318.57,110685.5,139770.4,631.199,444.5,0.474482222273099
1519200142,66075.62,111197.8,140291.3,634.173,444.111,0.470988721324843
1519200170,103000.94,123551.9,177503.5,826.05,436.259,0.580275543862515
1519200188,109454.2,126871.3,184684.6,865.955,434.198,0.59265472053436
1519200191,106302.37,124969,181386.3,847.734,435.006,0.586055121031743
1519200210,95907.93,122590,172167,796.162,438.168,0.55706337451428
1519200256,84541.04,118986.3,162389.3,742.957,441.458,0.520607207494582
1519200365.00001,78310.0721910676,120947.367104666,156294.042514697,709.103859298244,442.52437111375,0.501043231917837
1519200394,88270.2,128075,165364.7,750.724,441.32,0.533791069073387
1519200401,95080.9,152202.5,194841.5,892.056,436.689,0.487991008075795
1519200419,108194.3,141393,194187.5,899.301,434.657,0.557164081107177
1519200474,118604.4,142249.7,196047.8,907.805,434.111,0.604976949499051
1519200505,131630.2,143861.5,201288.2,927.549,434.701,0.653938979036029
1519200538,117939.7,137120.4,182310.3,826.441,439.689,0.646917371097519
1519200618,130275.9,139879.3,192649.3,876.211,438.141,0.676233445955942
1519200690,166659.4,156270,231796,1076.122,430.634,0.718991699597922
1519200819,62105.2,139633.7,153148.7,686.749,444.932,0.40552221468416
1519200888,136667.3,150848.7,205471,943.474,433.715,0.665141552822539
1519201037,197908.6,163230,256578.8,1188.817,430.292,0.771336525075338
1519201074,147863,152758.6,217326,997.771,436.545,0.680374184404995
1519201389,220366.8,167776.1,276968.6,1291.347,427.381,0.795638205919371
1519201437,263871.7,185177,322669,1532.91,418.306,0.817778280528963
1519201634,227488.2,170363.9,284306.7,1326.797,427.577,0.800150682344102
1519202018,232958.6,175420.1,291797.5,1359.55,426.795,0.798357079824193
1519202090,208256.9,168205.6,268236.6,1236.467,433.465,0.776392557913424
1519202221,270690,188673.2,330320,1564.101,419.537,0.819478081860015
1519202449,276058,190979,335960,1592.24,419.098,0.821699011787117
1519203049,236264,178530.1,296356,1384.257,427.961,0.797230358082846
1519203354,227570.9,176082.6,288722.3,1347.128,429.433,0.788199941604788
1519203738,198844.8,172524.8,270811.4,1257.138,433.734,0.734255648026634
1519203878,136337.6,154630,211218.5,958.545,441.535,0.645481338045673
1519203904,118421.7,154499.1,198509.4,899.196,442.098,0.596554621594746
1519203938,119237.1,155905.1,200053.9,904.59,442.597,0.596024871297186
1519204039,115294.8,154235.7,196224.5,886.883,442.731,0.587565772877495
1519204043,115071.1,153837.1,195708.4,884.708,442.61,0.587972207631354
1519204053,113457.9,153616.6,194470.9,879.439,442.431,0.583418393188904
1519204093,114983.7,151266.8,193799.3,877.77,441.597,0.59331328854129
1519205101,142143.6,156128.5,215266.5,987.566,436.445,0.660314540348823
1519205139,165995.6,159721.9,231474,1071.223,430.08,0.717124169453157
1519205159,166179.3,158127,230078,1064.056,430.274,0.722273750641087
1519205888,168175.4,157909.2,231558.2,1074.314,429.006,0.72627702236414
1519206096,170589.8,158808.7,234283.7,1079.448,433.938,0.728133455293731
1519206377,231305.4,171717.8,288078.8,1344.16,427.079,0.802924061055517
1519206690,265148.2,186044.8,324000.5,1522.945,423.253,0.818357379078119
1519206839,224233,172629.2,283285.8,1321.279,429.019,0.791543381277847
1519206948,272770.4,187874.6,331289,1575.968,418.268,0.823360872229383
1519207189,258960.6,184913.6,318317.1,1492.576,424.619,0.813530281596559
1519207456,266530,187437,325934.2,1530.919,423.668,0.817741740510815
1519207600,228083.7,177981.8,289596.2,1340.93,432.109,0.787592171444239
1519208023,191365.7,168745.5,257020,1202.971,425.469,0.744555676601043
1519208115,140565.3,155442.1,209613.5,960.658,435.372,0.670592781476384
1519208151,168501.9,160473.7,233611.9,1081.17,430.015,0.721289882921204
1519210012,122818.7,168796.6,211788.7,960.077,441.86,0.579911487251208
1519210107,118793.3,156953.4,200432.1,905.164,443.105,0.59268600189291
1519210453,241089.6,175618.8,298338.9,1387.428,427.956,0.808106485610827
1519210632,189552.7,170959.7,262093.2,1207.059,437.022,0.723226317966281
1519210905,247956.4,181258.2,307159.8,1426.874,429.431,0.80725537651737
1519211762,257960.2,185850.5,318152,1488.41,424.982,0.810808041439312
1519211794,261206.5,184135.7,319787,1498.428,424.157,0.816814004321627
1519212574,275168,190888.4,334981,1564.36,425.952,0.821443604264122
1519213678,262951.6,182793.3,320245.6,1500.062,425.693,0.821093560692169
1519213784,277925.4,190246.5,336883,1588.744,421.719,0.824990872201922
1519213952,259034.6,185906.2,318842.5,1491.781,426.204,0.812421807005026
1519214064,280228.6,194521.5,341243,1610.937,421.232,0.821199555741803
1519214146,242358.9,180306.2,302243.2,1409.152,429.158,0.801867171866894
1519214834,270512.9,185763.1,328242,1557.609,419.103,0.824126406736493
1519214994,252215.3,181712.7,310857.1,1458.131,425.295,0.811354477668356
1519215020,266357.4,187687.5,325886.6,1535.078,422.977,0.817331550300012
1519215024,274828.8,188739.6,333463.7,1573.648,421.906,0.824164069432445
1519215058,269339,190629.4,330109,1558.884,421.446,0.815909290567661
1519215293,263498.8,186223.2,322768.3,1523.487,421.58,0.816371372281603
1519215468,173191,163018.6,244104.3,1130.151,434.236,0.709495899908359
1519215643,244011.9,177542.4,301823.6,1419.467,423.145,0.808458649356777
1519215896,248929.1,178248.9,306254.6,1441.274,422.886,0.812817505435021
1519216055,255370.6,178751.2,311740.6,1447.414,428.939,0.819176584634789
1519216648,272717.3,190765.3,332963,1568.513,422.318,0.819061877746176
1519216714,248974.3,182155.9,308499.1,1441.586,427.237,0.807050328509872
1519216720,242166,179760.2,301654.9,1407.511,428.291,0.802791534299625
1519216873,283260.9,191730.9,342167,1618.962,419.954,0.827844005997072
1519217751,143965.5,156532.6,212772.2,967.561,438.762,0.676617998027938
1519217834,184680,167172.8,250606.3,1157.43,430.801,0.736932790596246
1519218305,181199.3,166258.3,252655.8,1161.932,436.851,0.717178469680886
1519218350,187258.4,168153.2,258424,1194.132,434.796,0.724616908646256
1519218752,275448.2,188196.6,333772,1568.496,422.786,0.825258559735388
1519218827,244621.6,178277.7,302711.3,1412.328,427.377,0.808101977032242
1519218924,258333.7,183849.3,317079.1,1476.123,427.86,0.814729510711996
1519219111,239323.8,177655.1,298081.1,1373.416,432.757,0.802881497686368
1519219125,226741.9,175494.3,287543.5,1329.739,432.568,0.788548167494657
1519219168,255195.4,180958.9,312851.8,1454.858,427.95,0.815706989699276
1519219376,244625.1,183528.6,306003.5,1413.09,432.945,0.799419287687886
1519219694,179435.3,164907.5,244995.3,1120.013,435.079,0.732403029772408
1519219986,249255.8,180945.1,308370.8,1435.374,427.082,0.808298969941382
1519220255,192240.2,168379.5,263122.1,1207.411,438.092,0.730612137862992
1519220481,192952.4,172598.1,266212.1,1222.74,438.062,0.724807024173582
1519220650,280063,189684.3,338451,1604.092,418.874,0.82748462849866
1519220696,207598.3,171757.9,273986.8,1266.887,434.468,0.75769453126939
1519220771,251963.2,181367.4,310454.6,1461.416,423.241,0.811594352282105
1519220815,289722.9,195435.6,349575,1670.111,415.608,0.828786097403991
1519220968,202305.7,173383.8,273537.3,1265.098,435.3,0.739590907711672
1519220974,203329.9,174437.5,275331.7,1272.553,435.767,0.738490700489628
1519221030,265194.7,187430.1,324760.4,1519.691,425.702,0.816585704414701
1519221197,161194.7,156164.9,224650.7,1023.169,437.162,0.717534821836745
1519221885,257722.9,183998.9,316812.7,1486.41,423.872,0.813486643685686
1519221923,265366.2,184542.4,323343,1519.938,422.868,0.82069566992327
1519222140,270336.7,188629.3,329771,1553.371,422.164,0.819770992597894
1519222347.00001,202984.261383812,169873.142327894,271020.422992396,1256.97299100059,433.928696881166,0.748962971655855
1519222542,137746.5,157308,213845.7,972.178,440.679,0.644139676411543
1519223143,10592.565,42052.93,43366.559,194.59728,453.604,0.244256524941257
1519223395,81628.896,54544.658,98370.012,464.74017,442.006,0.829814842352566
1519223476,90220.509,59759.191,108419.779,518.32195,439.835,0.832140683481747
1519223547,50083.086,46102.521,68200.633,314.75151,448.078,0.734349283825562
1519223742,10862.2021,41640.912,43034.369,193.46274,454.395,0.252407607045429
1519224007,11585.564,43990.15,45512.82,203.5606,455.252,0.254556056952744
1519224082,10908.195,42132.64,43521.786,195.18492,455.08,0.250637577235456
1519224119,10800.494,42161.319,43522.685,195.03439,455.713,0.248157805521419
1519224263,18380.23,209097.6,210762.3,974.481,435.554,0.0872083384931745
1519224268,68281.3,250621,259759.5,1297.322,414.645,0.262863533383765
1519224321,13779.2,78059.7,79568,350.882,454.298,0.173175145787251
1519224533,83253.3,90291.7,133386.1,616.448,441.38,0.624152741552531
1519224619,90473.72,95076.3,142880.8,663.358,441.034,0.633211180228554
1519224635,88332.28,95311,140954.2,648.553,444.278,0.62667362873898
1519224641,82854.99,93719,135787,621.791,445.577,0.610183522723088
1519224694,14789.48,77677.3,79582.8,351.732,453.342,0.185837643309861
1519224756,69861.6,86398.9,120938.5,551.396,445.262,0.577662200209197
1519224783,96109.69,97943.5,148606.4,692.814,439.989,0.646739911605422
1519224789,95051.3,97296.4,147979,689.865,439.989,0.642329654883463
1519224883,93888.5,124152.5,168520.9,775.74,438.108,0.557132676125038
1519224886,101496.6,127609.4,177278.6,820.546,436.806,0.572525956319601
1519224899,154866.6,140707.7,210633.5,964.56,435.853,0.735242019906615
1519224932,81171,167335.8,192779.5,877.095,439.586,0.421056180766108
1519224981,75224.2,137250.6,160754.6,721.207,444.276,0.467944307659003
1519225138,203854.2,163873.1,262193,1212.755,430.324,0.777496729508416
1519225213,165191.5,151056,225421.6,1019.987,441.476,0.732811318879823
1519225250,153482.3,153361.4,222686.2,1008.199,442.863,0.689231303960461
1519225263.99999,158299.694247704,154268.599654524,225873.978379403,1025.52588579528,441.669869088227,0.700831921337158
1519225399,168747.4,155175.2,229884.9,1050.334,435.962,0.73405169282541
1519225469,174435.6,158285.6,237392,1095.947,431.897,0.734799824762418
1519225559,224241.8,169768.5,281365.1,1306.446,428.647,0.796978018951178
1519225990,108952.6,139620.9,180622.7,819.368,441.011,0.603205466422548
1519226063,46009.4,148598.4,155573.7,704.283,441.347,0.295740218301679
1519226236,24352.9,125980.1,128450.9,570.684,448.957,0.189589173762115
1519226270,39290.8,148514.1,153624.6,689.572,444.926,0.255758517841544
1519226371,110662.9,141864.8,184018.5,831.46,442.191,0.601368340683138
1519226376,114240.4,142393.4,186862.9,844.352,442.184,0.611359451234033
1519226513,144184.9,146780.9,206983.4,943.205,437.283,0.696601273338828
1519226709,161122.4,155284.7,225179.9,1021.502,440.701,0.715527451606471
1519227257,190929.2,166943.6,261479.8,1213.252,433.838,0.730187188455858
1519227667,194971.8,166604.6,264840.3,1224.595,435.858,0.736186297931244
1519227714,197256.3,172501.4,270080.9,1251.795,435.275,0.730360051377198
1519227989,117569.7,147497.7,193197.8,873.839,442.592,0.60854574948576
1519228005,119365.9,146116.4,193038.7,873.351,441.864,0.618352174978385
1519228558,37144.8,124968.2,130392.6,579.652,448.356,0.284868926610866
1519228615,125962.1,148155.2,209896.9,983.604,431.261,0.600114151280938
1519228780,94238.3,137203.2,169478,758.651,445.649,0.556050342817357
1519228990,152902.4,147643.1,214578.7,984.064,434.954,0.712570259769493
1519229033,92538.7,136976.3,168080.8,752.434,445.76,0.550560801709654
1519229065,96545,136999,171070.5,766.457,445.326,0.564357969375199
1519229664,181150.7,166594.6,253710.1,1163.548,438.464,0.714006655627821
1519229784,240861.4,176876.7,298830.5,1387.607,429.564,0.806013442402968
1519229883,287669,197289.5,349080,1652.35,419.787,0.824077575340896
1519230317,288526,189736.2,345487,1641.423,418.103,0.835128383991293
1519230427,263061.9,183013.8,320463.1,1500.687,425.026,0.82088046954548
1519230530,276263.2,189721.6,335209,1573.543,423.357,0.824152096154936
1519230568,282947,195143.2,343825,1619.169,421.978,0.822938995128336
1519230586,282798,190249.8,341078,1615.482,419.421,0.829129993725775
1519230592,279335.1,191101.6,338564,1599.113,420.762,0.825058482295814
1519230849,279932.2,192529.6,339850,1600.645,421.802,0.823693394144476
1519231095,277040,188912.3,335421,1584.625,420.548,0.825947093354322
1519231583,86270.17,102273,134338.67,601.60185,452.298,0.642184190151652
1519232469,0.822051,0,110.566,4.91716648525283,462.325,0.00743493479008013
1519232484,0,0,107.278,4.17898463774727,462.427,0
1519232852,0,0,105.633,0.456294,461.386,0
1519232914,0,0,108.511,0.466723,462.026,0
1519232930,0,0,108.922,0.467766,462.364,0
1519233614,0,0,110.977,0.479239,461.183,0
1519233921,0,0,108.922,0.470895,459.548,0
1519234116,1228.97,0,1361.322,5.945895,460.394,0.902776859552699
1519234351,1432.42,0,1559.427,6.82354,459.797,0.918555341160567
1519234390,1427.08,0,1551.625,6.775048,460.939,0.919732538467735
1519234520,1428.73,0,1558.201,6.777133,462.428,0.916909949358266
1519234701,1430.78,0,1557.792,6.808425,460.433,0.918466650233151
1519234878,1415.16,0,1545.451,6.759922,460.355,0.915693865415338
1519235146,1406.53,0,1536.005,6.71508,460.132,0.915706654600734
1519235407,1390.91,0,1519.561,6.67179,458.868,0.915336732121975
1519235638,1395.02,0,1522.442,6.652495,460.432,0.916304200751162
1519235689,1391.73,0,1520.795,6.639978,461.214,0.915133203357454
1519236693,1385.98,0,1510.929,6.612346,460.443,0.917303195583644
1519237064,1381.46,0,1509.289,6.639982,458.807,0.915305153618691
1519237271,1385.982051,0,1516.691,6.659278,459.186,0.913819658058234
1519237303,1381.871026,0,1510.114,6.629557,459.327,0.915077289529135
1519237314,1377.35,0,1505.588,6.60974,459.365,0.914825304133667
1519238078,1378.16513,0,1505.583,6.591483,460.629,0.915369747134499
1519238462,1365.02,0,1493.259,6.523693,461.564,0.914121394881933
1519238496,1360.08,0,1490.371,6.513788,461.333,0.912578143294522
1519238508,1365.43,0,1498.601,6.549243,461.394,0.911136453265412
1519238533,1361.73,0,1493.666,6.532558,461.143,0.911669677156741
1519238675,1360.91,0,1493.263,6.524215,461.619,0.911366584452973
1519238747,1363.78,0,1494.078,6.510657,462.349,0.912790363019869
1519238780,1365.43,0,1494.491,6.504923,463.151,0.913642169808985
1519239205,1360.49,0,1488.321,6.490842,462.487,0.914110598452888
1519239237,1359.26,0,1487.913,6.486148,462.759,0.913534595100654
1519239475,1351.04,0,1481.744,6.457986,462.68,0.911790430735674
1519239542,1351.86,0,1481.74,6.457464,462.616,0.912346295571423
1519239954,1350.63,0,1483.392,6.483016,461.511,0.910501067822936
1519240256,1350.63,0,1482.163,6.464243,461.683,0.911256049435858
1519240286,1349.402051,0,1478.873,6.452776,461.729,0.912452963168575
1519240315,1349.4,0,1479.281,6.45173,461.878,0.912199913336276
1519241325,1344.87615,0,1470.653,6.431396,460.635,0.914475508498606
1519241555,1333.78,0,1464.073,6.423569,459.478,0.911006486698409
1519241760,1331.31,0,1461.199,6.3975,460.285,0.911107932595081
1519241860,1328.43308,0,1455.031,6.362559,460.788,0.912992974032856
1519242059,1320.63,0,1450.51,6.338049,461.079,0.910459079909825
1519242210,1326.791026,0,1459.967,6.350044,462.818,0.90878151766444
1519242492,1323.5,0,1452.978,6.333354,462.333,0.910887845514523
1519242518,1320.21,0,1450.092,6.35213,460.108,0.910431889838714
1519242804,1323.49923,0,1453.385,6.35891,460.532,0.910632234404511
1519243608,1318.16,0,1450.512,6.335962,461.4,0.908754977552754
1519243870,1313.23,0,1443.119,6.278603,462.524,0.909994255497987
1519243897,1309.94,0,1444.757,6.289024,462.533,0.906685345701734
1519244012,1320.21821,0,1446.811,6.310933,461.891,0.91250219275358
1519244117,1310.76,0,1439.821,6.279642,461.926,0.910363163198759
1519244137,1309.12,0,1441.063,6.284852,462.047,0.908440505376933
1519244353,1313.64,0,1443.11,6.296329,461.533,0.910284039331721
1519244382,1307.8841,0,1439.826,6.278598,461.714,0.908362607703986
1519244484,1307.06,0,1440.23,6.292155,461.414,0.907535601952466
1519244657,1303.361026,0,1436.534,6.251478,462.417,0.907295633796346
1519244851,1305.41513,0,1439.002,6.275469,461.562,0.907167001852673
1519245138,1297.61,0,1427.491,6.242612,460.905,0.909014487657015
1519245246,1291.44,0,1423.384,6.211851,461.247,0.90730259719092
1519245268,1294.32,0,1426.666,6.214458,461.865,0.907234068800967
1519245329,1291.44436,0,1415.577,6.169605,461.764,0.912309510538812
1519245381,1295.55,0,1424.616,6.211329,461.693,0.909402954901531
1519245758,1288.98,0,1422.155,6.206635,461.129,0.906356902025447
1519245860,1288.57,0,1419.281,6.202459,460.957,0.907903367972938
1519245884,1288.15,0,1417.619,6.197766,460.703,0.908671511880131
1519245908,1288.97308,0,1419.683,6.206118,460.86,0.907930206954651
1519245915,1294.32,0,1425.437,6.234796,460.649,0.908016278516693
1519245972.00001,1293.1103611084,0,1416.41747594811,6.20005263883802,460.598839714326,0.912944370615613
