timestamp,active_power_1,active_power_2,active_power_3,active_power_4,active_power_7,active_power_8
31-Mar-2018 08:47:44,1027.48,1069.57,3013.56,5448.06,155552,81415.8
28-Mar-2018 16:15:38,884.692,905.983,3300.78,5327.06,93540.4,85043.9
04-Jan-2018 06:59:30,0,712.554,3390.22,5750.33,81339.5,71389.4
22-Feb-2018 23:25:31,0,9.94682,3418.66,5624.64,85727.6,103736
22-Feb-2018 05:05:12,494.628,481.064,3242.66,5730.6,85418.1,12099.4
21-Feb-2018 21:33:21,0.0822051,0.328821,0,0.16441,2.67167,0
18-Jan-2018 09:48:44,1174.71,1163.28,3141.8,5370.46,83785.9,80178.8
03-Jan-2018 14:03:22,1284.54,1219.35,3123.3,5353.69,83783.7,87313
28-Mar-2018 18:22:13,0,0.16441,0,0,1.84962,2.05513
22-Feb-2018 09:19:53,0,879.348,3093.95,5489.82,85731.9,60162.4
11-Jan-2018 05:50:52,1225.84,1238.17,3195.89,5700.19,85177.9,82246.2
03-Jan-2018 07:55:42,1115.77,1055.02,3220.88,5514.81,82472.7,81399.3
13-Dec-2017 22:55:45,1005.29,1073.35,3227.62,5956.17,132370,72238.8
01-Nov-2017 06:28:11,0,8.79595,2805.5,6295.43,73268.8,138349
19-Jan-2018 19:53:38,0.16441,0,0.739846,0.657641,0,0
31-Mar-2018 11:06:26,980.05,1063.98,2996.13,5164.62,126828,83553.5
17-Jan-2018 22:43:52,581.684,347.481,3298.23,5807.71,85704.8,17699.4
23-Dec-2017 18:26:24,1093.41,1098.34,3475.88,5596.94,18294.8,68528.3
29-Dec-2017 09:47:21,535.32,379.952,3319.77,5996.04,88229.7,19219.6
22-Feb-2018 20:53:40,0,0.822051,0,0,1.6441,0
18-Jan-2018 13:35:39,1173.48,1196.5,3150.51,5531.01,86738.3,82061.7
01-Nov-2017 14:15:21,0,11.1799,3146.07,5926.58,75016.7,6192.31
23-Dec-2017 11:04:04,1237.76,1249.68,3311.55,5319,85271.4,82718.7
01-Nov-2017 05:46:14,1192.55,1239,3452.94,5831.63,3144.96,84802.2
26-Dec-2017 21:32:10,0.822051,0.493231,0,0.16441,1.02756,0
31-Mar-2018 08:47:42,1008.9,1076.81,2975.09,5074.85,150282,80945.8
22-Feb-2018 09:19:55,0,10.5223,3093.54,5609.43,84525.6,121016
29-Dec-2017 17:03:22,0,0,0.822051,0,0,0
28-Mar-2018 14:14:24,0,10.1112,3505.64,5932.09,80878.1,53601.7
29-Mar-2018 06:42:19,1123.74,1195.34,3145.42,5519.75,83536.6,81442.3
18-Jan-2018 19:22:41,0.575436,0,0.575436,0.739846,1.23308,0
17-Jan-2018 21:39:19,0,0,0,0.575436,1.6441,0.616539
31-Mar-2018 11:06:29,967.801,1028.22,3173.12,5154.84,147909,82122.1
01-Nov-2017 22:56:35,0,12.0842,3708.44,6825.9,3732.94,0
13-Dec-2017 01:26:46,437.085,353.482,3462.81,5524.84,65546.3,547.692
28-Mar-2018 10:24:06,991.147,1040.14,3107.44,5529.36,86628.6,80579.7
13-Dec-2017 05:39:02,299.473,253.603,3164.24,5796.45,83082.5,4235
01-Nov-2017 07:37:39,0,993.367,3075.29,6081.86,80101.3,86857.7
26-Dec-2017 21:55:40,0,0.739846,0.246615,0,0.205513,0.616539
17-Jan-2018 00:29:41,1369.62,1232.91,3245.95,5274.12,82560.5,82592.3
01-Nov-2017 10:36:04,0.411026,0.328821,19.4004,0,0.411026,0
29-Mar-2018 18:18:12,0.246615,0,0,0,0,0
19-Jan-2018 02:39:05,1221.4,1188.44,3206.41,5342.26,85148.5,86261.1
27-Mar-2018 09:17:53,0,0.657641,4881.83,0,89416,0
01-Nov-2017 11:30:22,0,11.8375,3413.4,6592.36,50071.4,0
17-Jan-2018 10:45:24,1386.72,1331.48,3278.18,5668.04,87148.5,84474.4
23-Dec-2017 20:28:35,1304.76,1217.7,3128.89,5459.74,88642.8,84004.2
29-Dec-2017 01:39:31,1354.33,1242.37,3305.3,5544.24,84605.5,82545.9
21-Feb-2018 18:35:32,0.16441,0.411026,0.986462,0,0,0.205513
12-Dec-2017 12:03:45,0,22.853,3292.48,5598.91,86103.5,28711
12-Dec-2017 18:11:03,0,0.739846,0.575436,0.16441,0,0.822051
13-Jan-2018 09:49:35,1264.23,1196.99,3263.95,5771.79,87014.1,83904.5
19-Jan-2018 13:27:25,1066.12,1117.91,3187.18,5269.43,79010.2,85992.9
01-Nov-2017 11:41:26,0,10.8511,3329.8,6653.03,60928.4,0
13-Jan-2018 11:02:30,1163.61,1167.97,3231.07,5578.28,79784.2,82305.2
27-Mar-2018 04:33:04,1102.12,1166.16,3356.76,5316.04,83681.5,82385.4
01-Nov-2017 06:27:23,0,10.029,3130.54,6542.38,71237.5,137034
18-Jan-2018 08:07:30,444.976,269.222,4693.26,0,81389.5,2036.43
12-Jan-2018 09:32:44,1384.58,1350.71,3278.42,5499.44,84739.3,83220
12-Dec-2017 01:10:12,1165.09,1215.24,3256.56,5394.3,85067.3,82845.9
13-Jan-2018 06:48:58,526.935,332.766,3365.72,5545.39,9019.14,5074.73
03-Jan-2018 11:27:53,1416.64,1193.95,3419.08,5676.35,156134,86983.9
19-Jan-2018 13:36:08,407.902,9.45359,3154.13,5673.55,85752.9,3637.99
01-Nov-2017 14:07:38,924.808,951.689,3108.5,5509.96,112966,63819.8
18-Jan-2018 22:02:31,0.16441,0.246615,0,0,0,0
12-Dec-2017 04:55:05,1153.5,1219.18,3168.6,5240.41,79790.4,79868.9
01-Nov-2017 06:28:12,0,9.12477,3174.76,6412.25,72493,165695
01-Nov-2017 19:25:09,0.657641,0.739846,0.246615,0.0822051,0,1.84962
13-Dec-2017 05:15:28,452.21,419.822,3571.32,6105.87,49489.8,12004.6
01-Nov-2017 06:11:42,604.537,697.428,3661.17,6567.86,2291.06,44840.2
01-Nov-2017 18:26:31,0,0,0,0.0822051,0.411026,0
29-Dec-2017 12:48:35,1299.58,1191.32,3232.47,5248.96,84513,83317.8
23-Dec-2017 20:28:28,1296.87,1207.1,3301.44,5571.95,85735.6,84981.2
12-Jan-2018 18:34:11,0,0.904256,0.822051,0.16441,0,0
03-Jan-2018 11:27:48,1404.06,1245,3305.88,5553.29,119504,84186.9
04-Jan-2018 22:23:54,1177.1,1154.41,3568.11,6138.09,65652.7,56141.2
29-Mar-2018 10:45:02,1237.84,1328.35,3411.27,5715.56,22628.2,86328.1
23-Dec-2017 11:21:37,1289.72,1281.74,3187.18,5486.53,85381.1,84207.9
01-Nov-2017 22:43:58,0,11.5087,3509.5,6926.85,3223.88,1022.22
23-Dec-2017 16:02:51,1149.56,1089.3,3142.46,5450.28,84899.6,85719.4
19-Jan-2018 20:22:19,0,0.739846,0,0,0.411026,1.84962
29-Mar-2018 17:16:03,0.328821,0,0,0,0,0
29-Dec-2017 12:12:16,1265.63,1151.94,3152.98,5333.14,87972.2,82490.8
29-Dec-2017 03:51:45,0,10.3578,3360.22,6223.67,87688.2,2926.71
31-Mar-2018 08:47:43,1023.62,1059.21,3048.33,5228.25,157988,83096.6
12-Dec-2017 13:11:31,0,0,17.0987,0,2.46615,0
21-Feb-2018 02:38:13,0,9.78241,3385.615,5434.42,81870.1,131645
16-Jan-2018 14:51:59,908.202,902.037,3166.3,5634.83,76127.3,61306.7
22-Feb-2018 09:19:59,0,9.45359,3289.52,5854.16,87160.3,114170
12-Dec-2017 09:54:27,1233.08,1310.43,3127.99,5668.54,80108.1,82509.5
01-Nov-2017 13:47:01,0,866.607,3167.61,5747.45,74715.4,138835
29-Dec-2017 05:18:18,1412.45,1291.61,3190.55,5658.43,85039.6,84501.7
18-Jan-2018 04:19:13,0,9.28918,3348.63,6594.41,48725.7,4599.99
03-Jan-2018 00:07:53,1298.59,1224.86,3344.6,5477.57,85581.1,90937.8
28-Mar-2018 16:15:49,900.064,906.805,3396.72,5423.15,104077,90457.5
01-Nov-2017 12:21:59,0,953.662,3285.99,5643.79,79801.7,133725
26-Dec-2017 12:43:16,1168.63,1201.26,3355.53,5619.71,50287.8,64637.1
19-Jan-2018 18:35:45,0.822051,0,0.0822051,0,0.822051,2.26064
01-Nov-2017 22:10:46,753.985,0,3340.82,6678.51,62863.1,50111.4
23-Dec-2017 20:01:41,457.472,317.394,3422.69,6025.88,85023.3,6458.04
21-Feb-2018 01:23:22,0,10.7689,3425.24,5570.22,90026.3,7559.17
27-Mar-2018 14:47:59,0,9.78241,3436.34,5707.01,81793.9,3260.67
01-Nov-2017 23:47:29,0,8.54933,3223.84,5724.35,75952.4,156139
17-Jan-2018 05:23:15,1205.7,1107.8,0,6484.83,4019.01,75244
28-Mar-2018 08:33:13,874.169,918.807,3231.4,5385.59,70502.2,85705.2
12-Jan-2018 09:41:10,1418.86,1362.47,3513.78,5520.32,15898.7,83774.6
22-Feb-2018 11:44:55,1035.87,1107.47,3378.88,5428.17,86855.1,80948.4
31-Mar-2018 13:44:10,880.581,949.798,3098.72,5496.32,133899,70314.2
31-Mar-2018 04:41:08,0.246615,0,0,0.16441,0,0
29-Mar-2018 20:30:33,0.411026,0.739846,0,0,0.822051,1.6441
22-Feb-2018 08:33:07,452.621,358.25,7.23405,0,2463.07,2180.7
04-Jan-2018 20:23:43,0.328821,0,1.06867,0.904256,0,0.822051
11-Jan-2018 02:27:31,1269.17,1209.57,3128.32,5430.22,82956.5,83046.3
13-Dec-2017 16:12:00,0,13.0706,3309.83,6364.32,89276.6,0
23-Dec-2017 18:18:15,1201.35,1174.96,0,6468.8,5180.98,73777.3
22-Feb-2018 21:46:53,0,0.739846,5281.52,0,3215.45,0
30-Dec-2017 18:19:41,0,19.8936,3293.47,5589.46,89806.6,128969
18-Jan-2018 06:27:21,0,10.1112,3351.75,5731.34,80073.6,7584.25
13-Jan-2018 09:52:23,1273.44,1198.47,3407.16,5521.97,56318.7,83043.6
13-Dec-2017 06:36:30,1206.11,1284.46,3190.13,5614.45,81307.7,83754.7
27-Mar-2018 14:11:33,1033.73,1064.64,3201.73,5416.99,87617.7,84334.9
13-Dec-2017 05:48:42,1184.82,1242.04,3571.81,5538.98,1704.52,71528.5
31-Mar-2018 14:41:02,973.309,1004.14,3270.2,5624.72,85342.7,87599.4
21-Feb-2018 06:22:04,0,8.38492,3253.76,5688.43,84534,111822
04-Jan-2018 05:37:50,1226.99,1161.39,3234.28,5739.64,84374.5,84750.4
12-Dec-2017 18:06:17,0.739846,0.493231,0.328821,0,0,0
22-Feb-2018 10:05:13,0,11.0977,3499.97,6564.24,62856.1,5106.99
01-Nov-2017 06:49:43,1043.35,1054.28,3086.23,6026.54,79983.3,78141.1
31-Mar-2018 16:07:40,0,1042.77,3269.54,5621.84,83901.2,86151.6
23-Dec-2017 20:29:52,1255.44,1231.1,3058.36,5199.15,124330.692089147,83661.4
31-Mar-2018 07:15:41,1120.29,1241.3,3364.16,5672.56,81268.4,82091.1
12-Jan-2018 09:41:35,1400.12,1409.82,3507.86,5740.3,144588,79861.3
01-Nov-2017 06:28:13,0,7.80949,3080.56,6674.73,71507.2,45115.4
19-Jan-2018 17:18:36,0,0,0,0.328821,2.46615,0.616539
01-Nov-2017 09:40:04,1010.14,1012.52,3268.31,6236.25,4131.84,56155.1
28-Mar-2018 04:16:08,1066.78,1104.1,3336.46,5253.4,85237.1,84390.6
11-Jan-2018 17:55:05,0,0.904256,1.6441,0,1.23308,2.05513
23-Dec-2017 15:04:23,1221.24,1152.6,3169.67,5624.89,84433.3,80420.5
01-Nov-2017 12:23:14,0,8.63154,3152.73,6095.76,84697.4,131660
26-Dec-2017 03:22:46,1169.61,1088.23,3282.86,5358.38,82994.3,84083.5
18-Jan-2018 20:28:27,1.15087,0,0.16441,0.411026,0.822051,1.02756
12-Dec-2017 15:50:58,1094.88205358487,1192.63525283288,3234.10181713663,5370.50185081467,84755.6772682722,81634.0036671148
12-Dec-2017 07:54:17,0,10.4401,3362.35,6156.92,82023.3,834.793
27-Mar-2018 09:09:59,0,0.411026,4799.71,0,86185.1,0
04-Jan-2018 10:26:50,1118.32,1089.3,3341.15,5697.23,61342.1,76063.8
03-Jan-2018 11:27:46,1419.27,1267.44,3462.56,5485.63,134970,85069.8
22-Feb-2018 17:17:54,0,0,0,0,0,0.205513
27-Mar-2018 23:25:24,1094.23,1131.96,3467.25,5942.86,74821.5,80916.6
13-Dec-2017 08:53:13,1226.34,1282.56,3400.58,5567.34,28537.3,85380.1
29-Mar-2018 16:00:13,1022.47,1027.65,3346,5487.44,89880.8,85089.3
29-Mar-2018 21:12:34,0,0,0,0.246615,1.43859,0
23-Dec-2017 17:41:45,1148.16,1082.48,3191.61,5606.31,84170.7,83310.8
31-Mar-2018 18:09:54,906.887,963.115,3165.31,5628.34,140894,61513.5
11-Jan-2018 07:00:52,1153.91,1109.93,3053.84,5205.31,79623.5,77336.3
31-Mar-2018 10:38:08,985.722,1023.13,3123.38,5527.56,122613,78780.9
11-Jan-2018 21:32:10,0,0,0.657641,0.16441,0.822051,2.05513
22-Feb-2018 23:41:24,0,9.94682,3469.39,5680.21,86748.6,63231.4
12-Dec-2017 13:08:20,0,0.411026,17.8385,0,0.822051,1.6441
12-Jan-2018 21:56:24,0.493231,0.16441,0,0,0,0
30-Dec-2017 18:20:44,0,8.79595,3364.66,6028.35,88833.1,131691
18-Jan-2018 05:00:58,1213.1,1106.56,3210.6,5756.33,99380.7,84386.7
12-Dec-2017 10:58:26,1234.39,1265.71,3268.15,5832.04,83359.7,81749.1
12-Jan-2018 07:29:58,1139.45,1105.25,3154.13,5627.11,85877.9,79426.4
03-Jan-2018 15:02:45,1288.81,1235.46,3565.73,5646.01,3100.98,84078
31-Mar-2018 05:58:39,0.493231,0.411026,0,0,2.67167,0
23-Dec-2017 11:30:14,439.058,281.306,4767.16,0,85596.9,2068.08
01-Nov-2017 20:07:17,0.16441,0,0,0.16441,0,0
01-Nov-2017 07:17:22,967.965,1013.67,3183.06,5807.46,85521.9,78497.1
17-Jan-2018 11:18:24,455.992,274.401,3239.29,5803.68,74803,28925.7
04-Jan-2018 23:15:12,250.942694473621,59.9742415663786,0,0,143185.575509123,92297.7945026305
12-Dec-2017 18:48:35,0.822051,0.411026,0.493231,0.904256,0.411026,0
12-Jan-2018 12:00:02,1156.3,1166.41,3310.89,5355.83,6350.14,84292.7
28-Mar-2018 23:21:28,1014.74,1056.01,3348.13,5642.64,124726,86122.4
12-Jan-2018 21:18:21,0.246615,1.06867,2.71277,0,2.26064,0.822051
13-Dec-2017 03:59:43,585.794,693.154,0,6384.13,2603.44,25455.6
28-Mar-2018 01:04:50,1089.88,1122.68,3424.83,5496.48,83618.9,84010.4
29-Mar-2018 07:31:24,1063.82,1172.25,3088.61,5675.77,82303,71121.8
26-Dec-2017 18:15:14,0.16441,0,1.39749,0,1.02756,1.02756
22-Feb-2018 22:12:31,0,10.6045,3218.5,5691.39,86344,68651.4
03-Jan-2018 19:17:29,1.06867,0.16441,0.328821,0,0.822051,0
26-Dec-2017 13:14:55,0,10.6867,3535.31,6145.98,2356.82,0
12-Dec-2017 10:26:46,0,11.0155,0,6064.03,3351.09,2159.73
01-Nov-2017 05:27:01,0,8.96036,3001.31,5854.24,87169.5,123015
17-Jan-2018 09:16:38,1306.32,1222.97,3133.99,5610.99,77143.6,72862.1
12-Jan-2018 22:49:46,1370.93,1267.93,3427.95,5835.41,119964,76360.1
29-Dec-2017 12:35:19,1328.43,1217.29,3531.78,5710.71,3998.46,85674.8
29-Mar-2018 03:54:14,887.322,960.567,3053.84,5594.72,86253.1,101828
13-Jan-2018 13:49:30,1172.25,1119.8,3124.29,5250.52,87271.2,82388.2
12-Dec-2017 20:57:44,0,0,0,0,0,0
29-Mar-2018 15:22:19,1004.05,1032.5,3225.24,5694.1,84316.4,81868.5
19-Jan-2018 01:29:56,0,1.15087,4752.77,0,83971.3,1579.37
13-Dec-2017 09:31:43,1225.27,1332.22,3622.12,5409.76,2003.03,82906.3
23-Dec-2017 18:23:45,951.36,968.212,3435.93,5765.29,146248,61509.8
12-Jan-2018 01:08:17,1251,1195.1,3300.78,5693.86,85327.3,87572.5
13-Dec-2017 07:09:19,1130.81,1196.25,3231.48,5581.98,82513,69914.9
28-Mar-2018 19:03:05,0.16441,0,0,0,1.43859,0
04-Jan-2018 16:27:01,1162.54,1134.92,3061.48,5520.32,167195,78805.1
26-Dec-2017 10:18:16,1423.22,1349.23,3312.7,5466.23,87597.8,82816.7
28-Mar-2018 17:25:26,0,0,0,0,0,0
04-Jan-2018 12:19:55,1191.07,1144.62,3200.82,5509.8,86446.3,83874.5
31-Mar-2018 21:00:55,1229.79,1332.55,3309.99,5305.35,78132.1,86257.9
27-Mar-2018 18:49:24,0,0,0.822051,0.16441,0.822051,3.69923
01-Nov-2017 08:38:59,792.375,857.728,3538.19,5962.34,1232.46,60012.6
16-Jan-2018 17:23:37,0.0822051,0,0,0.16441,0,0
29-Dec-2017 12:14:56,1256.09,1174.63,3174.93,5334.87,86712.9,82481.8
12-Dec-2017 04:08:48,1181.37,1265.14,0,5630.72,1826.6,78169.1
12-Dec-2017 16:26:28,1116.92,1171.67,3350.02,5319.66,84180.5,84667
29-Dec-2017 23:53:27,935.33,990.161,3342.3,6200.16,78934.4,53534
31-Mar-2018 16:51:40,963.937,1009.81,3063.37,5632.53,84237,81014
29-Dec-2017 08:51:23,1397.08,1291.03,3598.61,5597.35,2310.79,88974.7
12-Jan-2018 13:54:04,1080.67,1082.31,3120.75,5231.37,85439.5,81629.5
21-Feb-2018 18:18:03,1.06867,1.15087,0.16441,0,0,0.411026
31-Mar-2018 05:59:21,0.822051,0,0,0.411026,0.616539,0
17-Jan-2018 20:18:27,0,0.0822051,0.493231,0,1.43859,0
13-Jan-2018 22:49:55,1322.19,1282.4,3356.19,5623.9,83200.4,85453.5
04-Jan-2018 09:33:47,0,9.28918,3413.07,6086.88,85288.9,1537.24
18-Jan-2018 04:17:05,715.102,754.314,3299.14,6383.23,127717,71685.3
29-Mar-2018 23:49:13,1184.74,1208.42,3339.83,5558.22,87585.3,84377.8
29-Dec-2017 09:06:39,1367.24,1292.02,3515.17,5612.8,2777.09,84895.3
28-Mar-2018 14:13:02,0,1041.29,3313.85,5556.08,80830.7,87771.7
22-Feb-2018 23:23:19,0,10.1934,3432.64,5683.42,86901.3,65999.6
01-Nov-2017 19:40:57,0,0,0,0,0,0
31-Mar-2018 18:27:48,1042.03,1038.5,3289.44,5934.96,144862,73736.6
28-Mar-2018 23:21:24,1018.11,1017.54,3312.21,5597.59,140421,88586.1
11-Jan-2018 00:43:56,424.343,272.099,3682.21,6273.07,10234.1,12144.8
17-Jan-2018 04:26:50,1327.12,1200.61,3090.58,5318.92,86187.6,84832.6
21-Feb-2018 06:32:08,0,9.20697,3079.24,5468.37,86455.6,142553
04-Jan-2018 05:08:22,858.057,859.208,0,6737.61,4326.05,54986.4
11-Jan-2018 15:17:28,1049.51,1026,0,6532.76,4241.37,64168.3
28-Mar-2018 18:05:42,0.246615,0,0,0,0.411026,1.02756
18-Jan-2018 15:17:33,1184.08,1171.34,3250.8,5429.16,86479.6,85730.1
22-Feb-2018 15:52:04,0,8.54933,3132.59,5781.24,68528.9,119891
22-Feb-2018 16:10:16,0,1242.53,3252.94,5444.28,87608.1,95666.4
31-Mar-2018 23:50:28,452.786,382.418,3262.15,5684.57,79620.6,9380.63
22-Feb-2018 21:57:13,1129.91,1166,3546.25,6073.89,54549.3,48684.3
13-Dec-2017 18:14:32,0.411026,0.246615,0.986462,0.246615,0.822051,0
22-Feb-2018 20:31:17,0,0,0,0,0.616539,0
18-Jan-2018 03:04:17,1267.27,1153.83,3344.93,5482.42,84715.9,83316.3
11-Jan-2018 17:24:43,0,0,2.46615,0,0,1.84962
13-Dec-2017 05:44:39,988.106,1075,3463.55,5991.52,2907.39,58229
28-Mar-2018 07:28:45,1014.08,1063.16,3011.5,5349.25,161020,83535.4
03-Jan-2018 18:24:45,0,0,0.246615,0,0,0
03-Jan-2018 08:22:50,0,9.94682,3280.56,5820.37,85549.4,605.852
26-Dec-2017 22:40:10,1410.64,1353.34,3242.42,5737.92,85817.8,71444.7
30-Dec-2017 14:38:35,1149.47,1115.19,3203.04,5391.18,85541.8,84667.4
04-Jan-2018 20:46:48,0.411026,0.411026,0,0,0,0.616539
01-Nov-2017 07:55:41,0,848.439,3055.48,5982.15,77663.9,136126
28-Mar-2018 14:27:06,1024.69,1050.66,3189.15,5831.63,127788,79112.6
11-Jan-2018 15:17:01,1042.03,1059.54,0,6314.09,3988.59,60452
13-Jan-2018 17:12:23,1270.81,1165.42,3385.21,5414.85,52766.7,86269.8
30-Dec-2017 07:49:26,1323.67,1209.98,3205.34,5349.33,82455.5,85997.9
29-Mar-2018 07:37:27,1187.62,1267.19,3392.03,5656.7,6389.19,85182.4
04-Jan-2018 20:37:10,0.657641,0,0.16441,0,0,1.02756
27-Mar-2018 14:52:52,520.441,486.654,3334.82,5806.48,84746.3,25239.2
23-Dec-2017 22:29:36,1317.5,1300.73,3061.4,5606.47,83518.4,85089.9
26-Dec-2017 09:22:37,484.188,295.938,3360.13,5532.57,88954.8,4852.16
26-Dec-2017 02:38:56,1186.55,1119.39,3351.01,5634.59,85752.7,84995.2
13-Dec-2017 09:05:13,1241.54,1249.02,3264.12,5541.53,46273.1,82111.6
22-Feb-2018 15:52:08,0,9.20697,3074.72,5555.01,66830.5,129209
18-Jan-2018 23:14:12,1313.23,1304.68,3386.77,5719.34,87459.9,82600.1
31-Mar-2018 18:27:47,1001.34,1061.93,3183.64,5769.07,128577,72819.4
26-Dec-2017 17:00:07,0,0.657641,0.739846,0,0.411026,0.822051
29-Dec-2017 01:47:06,1387.05,1303.28,3261.82,5632.2,85638.4,83020.2
12-Jan-2018 20:18:53,0.575436,0,1.47969,0.0822051,0,0
17-Jan-2018 17:28:16,0,0,0.657641,0,1.6441,0
30-Dec-2017 04:01:47,1164.85,1092.83,3167.03,5144.07,82964.1,81385.8
29-Mar-2018 10:44:13,1255.6,1319.97,3327.75,5616.01,86683.5,82852.1
01-Nov-2017 12:23:16,0,9.70021,3096.09,5878.24,80758.7,111467
13-Jan-2018 17:44:53,1204.96,1183.1,3195.72,5793.65,30339.7,83706.6
11-Jan-2018 16:53:33,0,0.0822051,2.38395,0,0,0.616539
12-Jan-2018 13:42:27,1056.83,1089.05,3102.59,5466.81,83233.5,80762.4
04-Jan-2018 10:08:55,0,0,4883.23,0,2249.54,0
11-Jan-2018 19:01:07,0.575436,0,0.822051,0,1.43859,0
29-Mar-2018 03:56:42,0,9.45359,2923.79,5785.76,85771.6,110467
22-Feb-2018 10:15:16,1219.6,1224.45,3322.73,6046.68,5432.94,75866.3
23-Dec-2017 13:29:30,1224.86,1105.41,2969.5,5426.03,144208,86272.6
12-Dec-2017 21:33:57,0,0.328821,0.411026,0.0822051,0,0
04-Jan-2018 18:16:01,0.822051,0.904256,0,0,1.23308,0
29-Dec-2017 23:16:23,0,11.6731,3609.71,5959.21,49158.5,2820.25
28-Mar-2018 16:21:27,0,10.4401,3339.09,5461.46,76939.1,88223
12-Jan-2018 12:58:20,1084.45,1080.01,3199.09,5523.86,83875.8,80683.7
11-Jan-2018 10:36:15,1222.47,1233.32,3121.58,5129.35,86028.9,80617.5
29-Dec-2017 08:03:57,1383.35,1319.06,3295.52,5266.39,84942.4,83214.8
17-Jan-2018 01:52:46,566.969,327.752,3191.7,6055.72,89156.8,5247.15
12-Dec-2017 23:23:57,0,1.47969,5052.49,0,78744.3,1041.54
28-Mar-2018 08:15:46,859.537,889.377,3301.85,5637.46,13514.1,82116.4
23-Dec-2017 00:33:07,1383.84,1241.79,3206.9,5335.11,84755.5,81322.2
30-Dec-2017 06:59:09,1197.07,1066.04,3470.78,5487.19,3406.17,75611.7
04-Jan-2018 14:26:56,1225.35,1155.48,3315.17,5400.14,84064.2,79466.9
28-Mar-2018 16:15:45,870.552,913.463,3276.7,5574.17,98104.4,87541.7
29-Dec-2017 00:27:31,1379.48,1325.89,3280.48,5427.35,88144.5,85254.3
16-Jan-2018 16:35:44,1230.12,1108.37,3135.3,5371.04,84637.6,82749.3
13-Jan-2018 23:52:21,1313.8,1243.43,3224.41,5530.19,135400,85170.5
21-Feb-2018 21:55:48,0,0,0.0822051,0.16441,0.822051,0
19-Jan-2018 02:40:18,1216.55,1198.8,3298.15,5236.71,83309.6,85035.5
18-Jan-2018 04:46:27,0,8.13831,3439.05,5633.19,89167.3,13443.8
22-Feb-2018 16:38:57,1155.39,1245.57,3342.87,5426.11,87140.3,81732.9
30-Dec-2017 12:30:36,1267.85,1176.77,3145,5496.48,87155.5,82465.7
31-Mar-2018 11:06:28,975.939,1024.03,3014.38,5462.94,133958,82901.2
04-Jan-2018 09:19:37,1147.17,1050.91,2970.56,5475.85,128355,83308.7
12-Jan-2018 12:06:03,0,9.28918,3423.35,5704.3,75720.6,138387
11-Jan-2018 20:50:46,0.246615,0,3.37041,0,0,0
12-Dec-2017 16:37:30,1091.03,1198.63,3288.04,5334.37,85374.6,84198.4
28-Mar-2018 11:49:11,0,1020.41,3471.28,5465,87220.7,91863.6
13-Dec-2017 01:10:25,0,11.4265,3415.54,5430.55,83031.7,0
23-Dec-2017 04:39:48,996.573,1028.47,3483.28,6354.21,2836.69,58055.9
19-Jan-2018 19:41:48,0.822051,0.411026,0,0,0.205513,1.02756
16-Jan-2018 18:01:28,0.739846,0,0.575436,0,0,2.67167
01-Nov-2017 06:27:10,106.209,901.79,3211.84,6309,71318.7,135384
13-Jan-2018 17:40:43,1171.26,1148.98,3189.39,5516.62,159982,82072
13-Dec-2017 04:13:30,600.015,827.559,3760.47,5941.13,43955.9,38168.9
29-Dec-2017 08:30:43,1419.35,1293.33,3517.72,5515.64,28861.2,84523.1
