Timestamp, Aggregate_Active_Power, Estimates...
23-Oct-2017 08:05:17,0.0,0.0,0.0
24-Oct-2017 10:49:23,1.0222,0.5362,0.4588
23-Oct-2017 10:44:35,0.4571,0.3752,0.142
26-Oct-2017 08:45:44,1.9148,-0.0023,1.8479
28-Oct-2017 09:04:00,0.0,0.0,0.0
23-Oct-2017 14:39:57,0.35,0.3184,0.0314
23-Oct-2017 14:38:28,0.619,0.3933,0.2
27-Oct-2017 11:21:02,0.0,0.0,0.0
23-Oct-2017 13:17:35,0.24,0.2901,-0.0316
24-Oct-2017 10:41:22,2.0162,0.8722,1.1727
24-Oct-2017 12:25:36,0.882,0.4928,0.3722
24-Oct-2017 10:31:48,1.9186,0.8399,1.1002
28-Oct-2017 10:59:11,0.0,0.0,0.0
24-Oct-2017 14:03:23,0.2381,0.2896,-0.0327
24-Oct-2017 11:51:45,0.8145,0.4727,0.3324
24-Oct-2017 14:47:55,0.24,0.2901,-0.0316
26-Oct-2017 08:44:16,1.9483,-0.0027,1.8636
25-Oct-2017 10:02:53,0.3271,0.3124,0.018
23-Oct-2017 10:48:45,1.8694,0.8234,1.0634
26-Oct-2017 08:44:00,1.8177,-0.001,1.7976
23-Oct-2017 14:16:53,0.6748,0.4099,0.2376
26-Oct-2017 08:43:48,1.5816,0.0033,1.6438
24-Oct-2017 10:47:45,1.1102,0.5644,0.5156
23-Oct-2017 10:40:12,2.0028,0.8678,1.1628
24-Oct-2017 09:17:03,0.9578,0.0089,1.0092
25-Oct-2017 12:02:39,0.25,0.2926,-0.026
24-Oct-2017 12:57:52,0.8835,0.4933,0.3731
26-Oct-2017 08:36:30,1.47,0.0053,1.5542
24-Oct-2017 19:01:19,0.0,0.0,0.0
24-Oct-2017 09:17:59,1.2462,0.0086,1.3412
27-Oct-2017 11:41:54,0.0,0.0,0.0
24-Oct-2017 10:47:00,1.0876,0.5571,0.5009
24-Oct-2017 13:23:56,0.8556,0.4849,0.3565
25-Oct-2017 12:57:53,0.24,0.2901,-0.0316
25-Oct-2017 10:53:44,0.29,0.3027,-0.0034
27-Oct-2017 02:15:56,0.0,0.0,0.0
23-Oct-2017 12:15:50,0.5686,0.4039,0.1977
24-Oct-2017 09:15:51,0.48,-0.0044,0.39
24-Oct-2017 10:49:10,1.035,0.5402,0.4669
24-Oct-2017 07:52:01,0.0,0.0,0.0
28-Oct-2017 02:21:38,0.0,0.0,0.0
25-Oct-2017 10:51:24,0.37,0.3237,0.0432
24-Oct-2017 09:15:58,0.7372,0.005,0.7269
24-Oct-2017 11:50:47,0.8177,0.4736,0.3343
23-Oct-2017 15:16:20,0.24,0.2901,-0.0316
27-Oct-2017 00:46:59,0.0,0.0,0.0
25-Oct-2017 12:01:28,0.24,0.2901,-0.0316
24-Oct-2017 10:32:16,1.8312,0.8104,1.0347
24-Oct-2017 10:42:22,0.8481,0.4826,0.3521
23-Oct-2017 15:09:07,0.2353,0.2889,-0.0342
29-Oct-2017 01:21:12,0.0,0.0,0.0
27-Oct-2017 06:45:32,0.0,0.0,0.0
25-Oct-2017 13:57:48,0.32,0.3105,0.0139
24-Oct-2017 10:50:36,0.8934,0.4963,0.3791
26-Oct-2017 17:55:27,0.0,0.0,0.0
24-Oct-2017 10:39:37,0.8902,0.4953,0.3771
24-Oct-2017 18:17:17,0.0,0.0,0.0
24-Oct-2017 10:33:44,1.5829,0.7247,0.8489
23-Oct-2017 10:40:45,1.9659,0.8557,1.1355
24-Oct-2017 10:34:01,1.5659,0.7188,0.8363
24-Oct-2017 23:11:17,0.0,0.0,0.0
23-Oct-2017 10:40:09,2.0975,0.8983,1.2323
24-Oct-2017 14:22:46,0.2418,0.2905,-0.0306
25-Oct-2017 09:20:42,0.16,0.2704,-0.0754
23-Oct-2017 23:15:05,0.0,0.0,0.0
26-Oct-2017 11:08:36,0.33,0.3131,0.0197
26-Oct-2017 10:15:05,0.6227,0.4184,0.226
24-Oct-2017 12:57:01,0.8601,0.4862,0.3592
24-Oct-2017 10:46:28,1.1242,0.5689,0.5249
25-Oct-2017 23:33:10,0.0,0.0,0.0
23-Oct-2017 10:41:29,1.6571,0.7505,0.9041
23-Oct-2017 03:38:52,0.0,0.0,0.0
28-Oct-2017 02:32:27,0.0,0.0,0.0
24-Oct-2017 10:37:30,1.402,0.6622,0.7167
24-Oct-2017 12:07:39,0.8386,0.4798,0.3465
25-Oct-2017 11:54:32,0.24,0.2901,-0.0316
26-Oct-2017 08:36:21,1.578,0.0033,1.6411
29-Oct-2017 01:28:40,0.0,0.0,0.0
26-Oct-2017 08:43:31,1.5161,0.0045,1.5926
24-Oct-2017 10:33:47,1.5881,0.7265,0.8527
24-Oct-2017 10:49:47,1.0522,0.5457,0.4779
26-Oct-2017 11:48:33,0.4779,0.353,0.109
25-Oct-2017 08:41:51,0.0,0.0,0.0
26-Oct-2017 08:44:38,2.0586,-0.0034,1.9102
24-Oct-2017 10:32:47,1.4919,0.6932,0.7818
24-Oct-2017 10:32:38,1.6968,0.7642,0.9338
23-Oct-2017 14:29:35,0.5843,0.3832,0.1771
26-Oct-2017 08:35:54,1.7768,-0.0003,1.7743
26-Oct-2017 08:45:23,2.1114,-0.0034,1.9299
23-Oct-2017 06:44:15,0.0,0.0,0.0
27-Oct-2017 02:33:33,0.0,0.0,0.0
26-Oct-2017 08:35:19,2.0346,-0.0033,1.9008
24-Oct-2017 10:39:32,0.8346,0.4786,0.3441
25-Oct-2017 10:42:48,0.37,0.3237,0.0432
26-Oct-2017 08:45:13,2.1534,-0.0033,1.9444
26-Oct-2017 08:36:17,1.6476,0.002,1.6916
25-Oct-2017 10:31:53,0.29,0.3027,-0.0034
26-Oct-2017 09:53:36,0.4255,0.3673,0.1268
23-Oct-2017 10:41:58,1.253,0.6115,0.6118
26-Oct-2017 08:44:17,1.9872,-0.003,1.881
28-Oct-2017 11:07:21,0.0,0.0,0.0
24-Oct-2017 10:50:49,0.8208,0.4746,0.3361
23-Oct-2017 18:16:59,0.0,0.0,0.0
23-Oct-2017 10:59:55,0.9286,0.507,0.4004
26-Oct-2017 10:10:28,0.56,0.4016,0.1933
23-Oct-2017 10:17:38,0.25,0.2926,-0.026
23-Oct-2017 09:40:50,0.0,0.0,0.0
26-Oct-2017 11:26:32,0.3322,0.3137,0.021
28-Oct-2017 15:49:46,0.0,0.0,0.0
23-Oct-2017 10:40:13,1.989,0.8633,1.1526
24-Oct-2017 12:47:07,0.8647,0.4876,0.3619
26-Oct-2017 08:44:11,1.8272,-0.0011,1.8028
24-Oct-2017 12:44:01,0.34,0.3466,0.0869
24-Oct-2017 10:37:52,1.0725,0.5522,0.491
24-Oct-2017 12:09:24,0.4174,0.3653,0.1229
26-Oct-2017 13:59:08,0.0,0.0,0.0
23-Oct-2017 10:41:26,1.7646,0.7876,0.9847
23-Oct-2017 02:39:05,0.0,0.0,0.0
26-Oct-2017 08:44:19,2.0651,-0.0034,1.9127
23-Oct-2017 17:43:04,0.0,0.0,0.0
24-Oct-2017 10:41:10,1.5663,0.719,0.8366
24-Oct-2017 10:33:40,1.6192,0.7373,0.8758
23-Oct-2017 05:05:17,0.0,0.0,0.0
24-Oct-2017 10:48:52,1.0607,0.5484,0.4834
24-Oct-2017 10:41:09,1.549,0.7129,0.8238
26-Oct-2017 08:36:47,1.3583,0.0072,1.4533
25-Oct-2017 17:34:39,0.0,0.0,0.0
23-Oct-2017 11:46:01,0.9171,0.5035,0.3934
26-Oct-2017 08:44:14,1.8853,-0.002,1.8334
24-Oct-2017 10:48:51,1.0588,0.5478,0.4822
27-Oct-2017 09:39:15,0.0,0.0,0.0
24-Oct-2017 10:41:19,1.7899,0.7963,1.0037
23-Oct-2017 13:44:50,0.24,0.2901,-0.0316
26-Oct-2017 18:10:58,0.0,0.0,0.0
26-Oct-2017 08:45:34,2.0865,-0.0034,1.9208
24-Oct-2017 10:49:36,0.9737,0.521,0.4282
27-Oct-2017 10:29:56,0.0,0.0,0.0
24-Oct-2017 10:33:10,1.8637,0.8214,1.0591
24-Oct-2017 02:00:27,0.0,0.0,0.0
24-Oct-2017 10:40:57,1.3509,0.6447,0.6803
23-Oct-2017 12:19:28,0.5541,0.4001,0.1903
24-Oct-2017 13:45:53,0.25,0.2926,-0.026
28-Oct-2017 06:33:04,0.0,0.0,0.0
25-Oct-2017 12:33:51,0.24,0.2901,-0.0316
26-Oct-2017 08:45:07,2.1679,-0.0032,1.9492
24-Oct-2017 10:33:53,1.58,0.7237,0.8467
26-Oct-2017 01:14:26,0.0,0.0,0.0
24-Oct-2017 13:16:30,0.5367,0.3955,0.1814
25-Oct-2017 19:09:03,0.0,0.0,0.0
24-Oct-2017 10:32:36,1.6741,0.7564,0.9168
23-Oct-2017 14:57:16,0.23,0.2876,-0.0372
24-Oct-2017 10:38:55,1.0933,0.5589,0.5046
23-Oct-2017 14:19:59,0.6278,0.3959,0.2059
23-Oct-2017 12:43:48,0.23,0.2876,-0.0372
24-Oct-2017 10:55:54,0.8323,0.478,0.3428
29-Oct-2017 01:01:45,0.0,0.0,0.0
25-Oct-2017 05:39:46,0.0,0.0,0.0
24-Oct-2017 13:15:18,0.8396,0.4801,0.3471
26-Oct-2017 11:15:38,0.3261,0.3121,0.0174
23-Oct-2017 17:47:59,0.0,0.0,0.0
23-Oct-2017 10:50:26,1.5901,0.7272,0.8542
23-Oct-2017 11:00:23,0.84,0.4802,0.3473
23-Oct-2017 11:51:13,0.4568,0.3751,0.1418
26-Oct-2017 08:44:10,1.8078,-0.0008,1.7921
24-Oct-2017 15:31:53,0.31,0.3079,0.0081
26-Oct-2017 08:46:06,0.8718,0.0078,0.9011
26-Oct-2017 11:06:21,0.4707,0.351,0.1045
25-Oct-2017 17:03:25,0.0,0.0,0.0
27-Oct-2017 10:17:37,0.0,0.0,0.0
23-Oct-2017 12:48:31,0.24,0.2901,-0.0316
26-Oct-2017 09:51:08,0.568,0.4037,0.1974
24-Oct-2017 10:55:55,0.8268,0.4763,0.3396
23-Oct-2017 10:40:08,2.1464,0.9136,1.2677
27-Oct-2017 05:24:16,0.0,0.0,0.0
24-Oct-2017 10:32:29,1.72,0.7722,0.9512
26-Oct-2017 08:43:53,1.6977,0.0011,1.7253
26-Oct-2017 08:32:43,1.8547,-0.0015,1.8176
23-Oct-2017 13:57:01,0.26,0.2951,-0.0204
23-Oct-2017 08:09:58,0.0,0.0,0.0
26-Oct-2017 08:37:07,1.0278,0.0093,1.0947
25-Oct-2017 15:25:20,0.0,0.0,0.0
28-Oct-2017 03:33:46,0.0,0.0,0.0
26-Oct-2017 10:45:18,0.4766,0.3527,0.1082
24-Oct-2017 13:53:54,0.25,0.2926,-0.026
24-Oct-2017 10:49:55,1.0376,0.5411,0.4686
23-Oct-2017 10:41:27,1.7315,0.7762,0.9598
24-Oct-2017 10:52:27,0.4022,0.3616,0.1157
26-Oct-2017 05:14:14,0.0,0.0,0.0
23-Oct-2017 14:28:17,0.5678,0.3785,0.1663
25-Oct-2017 13:19:18,0.31,0.3079,0.0081
23-Oct-2017 10:41:11,1.9558,0.8523,1.1279
24-Oct-2017 10:31:09,1.7096,0.7686,0.9434
23-Oct-2017 11:00:48,0.8782,0.4917,0.3699
23-Oct-2017 10:29:26,0.33,0.3131,0.0197
24-Oct-2017 10:34:58,1.44,0.6752,0.7441
26-Oct-2017 08:32:40,1.5445,0.004,1.6153
24-Oct-2017 10:32:08,0.6089,0.4147,0.2187
24-Oct-2017 11:14:49,0.8358,0.479,0.3448
23-Oct-2017 10:48:56,2.0793,0.8925,1.219
24-Oct-2017 12:36:55,0.8858,0.494,0.3745
24-Oct-2017 12:06:45,0.8373,0.4794,0.3457
26-Oct-2017 08:36:04,1.6073,0.0028,1.6629
24-Oct-2017 13:23:39,0.893,0.4961,0.3788
23-Oct-2017 10:41:31,1.5532,0.7144,0.8269
27-Oct-2017 11:18:49,0.0,0.0,0.0
26-Oct-2017 08:35:29,1.7856,-0.0005,1.7794
26-Oct-2017 12:17:05,0.32,0.3105,0.0139
24-Oct-2017 12:48:04,0.8724,0.4899,0.3665
24-Oct-2017 13:14:33,0.8441,0.4815,0.3497
26-Oct-2017 11:20:01,0.4634,0.349,0.0999
24-Oct-2017 11:13:31,0.8125,0.4721,0.3312
25-Oct-2017 12:44:00,0.24,0.2901,-0.0316
25-Oct-2017 10:43:25,0.3086,0.3075,0.0073
24-Oct-2017 10:31:46,1.7319,0.7763,0.9601
23-Oct-2017 14:14:33,0.33,0.3131,0.0197
23-Oct-2017 10:47:30,0.8711,0.4895,0.3657
24-Oct-2017 10:34:29,1.4976,0.6951,0.786
26-Oct-2017 08:35:21,1.9818,-0.0029,1.8786
24-Oct-2017 10:51:27,1.0115,0.5328,0.452
24-Oct-2017 10:31:25,1.1759,0.5859,0.5593
24-Oct-2017 13:23:40,0.8456,0.4819,0.3506
24-Oct-2017 10:32:20,1.72,0.7722,0.9512
28-Oct-2017 19:32:10,0.0,0.0,0.0
26-Oct-2017 08:35:52,1.8513,-0.0015,1.8158
23-Oct-2017 10:48:40,1.8097,0.8031,1.0186
24-Oct-2017 13:20:35,0.4142,0.3645,0.1214
24-Oct-2017 10:47:35,1.0106,0.5325,0.4514
23-Oct-2017 10:49:14,2.1426,0.9124,1.2649
23-Oct-2017 10:50:41,1.1491,0.5771,0.5414
24-Oct-2017 10:48:19,0.9714,0.5202,0.4268
24-Oct-2017 12:33:22,0.8837,0.4933,0.3732
24-Oct-2017 08:51:13,0.0,0.0,0.0
23-Oct-2017 10:41:28,1.6985,0.7648,0.9351
27-Oct-2017 18:12:11,0.0,0.0,0.0
26-Oct-2017 10:07:27,0.507,0.3878,0.1665
24-Oct-2017 10:32:39,1.7077,0.768,0.942
24-Oct-2017 14:00:51,0.24,0.2901,-0.0316
28-Oct-2017 23:07:44,0.0,0.0,0.0
24-Oct-2017 12:08:22,0.8135,0.4724,0.3318
24-Oct-2017 10:23:18,2.1237,0.9065,1.2513
26-Oct-2017 23:39:26,0.0,0.0,0.0
23-Oct-2017 13:55:24,0.24,0.2901,-0.0316
26-Oct-2017 08:44:50,2.1258,-0.0034,1.935
24-Oct-2017 12:55:37,0.8485,0.4828,0.3523
24-Oct-2017 10:33:22,1.8918,0.8309,1.0802
25-Oct-2017 12:40:55,0.24,0.2901,-0.0316
24-Oct-2017 12:57:23,0.8454,0.4818,0.3505
23-Oct-2017 13:54:25,0.24,0.2901,-0.0316
24-Oct-2017 10:34:11,1.5448,0.7115,0.8207
24-Oct-2017 10:50:51,0.8135,0.4724,0.3318
23-Oct-2017 10:41:19,1.815,0.8049,1.0225
23-Oct-2017 11:02:05,1.232,0.6045,0.5974
27-Oct-2017 23:58:12,0.0,0.0,0.0
26-Oct-2017 08:36:53,1.2482,0.0085,1.3433
26-Oct-2017 20:47:53,0.0,0.0,0.0
25-Oct-2017 13:13:55,0.24,0.2901,-0.0316
26-Oct-2017 11:26:44,0.3562,0.32,0.0351
27-Oct-2017 08:31:59,0.0,0.0,0.0
24-Oct-2017 10:32:42,1.6169,0.7365,0.8741
24-Oct-2017 10:33:57,1.58,0.7237,0.8467
26-Oct-2017 08:45:48,1.5219,0.0044,1.5973
26-Oct-2017 08:36:20,1.5872,0.0031,1.648
24-Oct-2017 13:06:22,0.8677,0.4885,0.3637
23-Oct-2017 10:48:30,1.696,0.7639,0.9332
25-Oct-2017 09:20:18,0.16,0.2704,-0.0754
27-Oct-2017 05:14:49,0.0,0.0,0.0
23-Oct-2017 10:23:11,0.33,0.3131,0.0197
23-Oct-2017 10:50:20,2.1575,0.917,1.2756
23-Oct-2017 11:01:35,0.97,0.5198,0.4259
23-Oct-2017 10:40:22,2.0145,0.8716,1.1715
26-Oct-2017 12:58:56,0.0,0.0,0.0
24-Oct-2017 13:06:58,0.8758,0.491,0.3685
26-Oct-2017 07:51:17,0.0,0.0,0.0
25-Oct-2017 08:03:49,0.0,0.0,0.0
24-Oct-2017 10:37:47,1.1457,0.576,0.5391
24-Oct-2017 21:42:06,0.0,0.0,0.0
23-Oct-2017 15:27:26,0.2382,0.2896,-0.0326
24-Oct-2017 19:12:17,0.0,0.0,0.0
24-Oct-2017 15:54:25,0.23,0.2876,-0.0372
24-Oct-2017 12:09:10,0.4176,0.3653,0.123
28-Oct-2017 23:34:16,0.0,0.0,0.0
26-Oct-2017 10:25:33,0.42,0.3659,0.1241
23-Oct-2017 10:41:05,1.919,0.8401,1.1005
26-Oct-2017 10:54:52,0.579,0.3817,0.1736
26-Oct-2017 08:35:47,1.7428,0.0002,1.7539
26-Oct-2017 03:02:12,0.0,0.0,0.0
23-Oct-2017 10:40:39,1.9407,0.8473,1.1167
27-Oct-2017 16:13:48,0.0,0.0,0.0
24-Oct-2017 12:33:31,0.872,0.4898,0.3662
23-Oct-2017 22:25:05,0.0,0.0,0.0
24-Oct-2017 11:49:47,0.844,0.4814,0.3496
24-Oct-2017 10:36:18,1.3311,0.6379,0.6663
26-Oct-2017 12:03:47,0.33,0.3131,0.0197
24-Oct-2017 10:37:37,1.2129,0.5982,0.5844
24-Oct-2017 10:34:53,1.44,0.6752,0.7441
24-Oct-2017 10:38:48,0.9758,0.5216,0.4296
24-Oct-2017 10:32:26,1.72,0.7722,0.9512
23-Oct-2017 11:01:47,0.9405,0.5107,0.4077
26-Oct-2017 13:21:12,0.0,0.0,0.0
23-Oct-2017 10:40:38,1.9549,0.852,1.1273
24-Oct-2017 10:33:56,1.58,0.7237,0.8467
24-Oct-2017 13:23:19,0.859,0.4859,0.3585
24-Oct-2017 10:36:39,1.3415,0.6415,0.6736
27-Oct-2017 18:10:43,0.0,0.0,0.0
25-Oct-2017 13:46:59,0.3039,0.3063,0.0046
28-Oct-2017 07:26:12,0.0,0.0,0.0
28-Oct-2017 21:28:35,0.0,0.0,0.0
24-Oct-2017 12:56:51,0.9057,0.5,0.3865
23-Oct-2017 13:36:04,0.24,0.2901,-0.0316
24-Oct-2017 09:18:10,1.1709,0.0091,1.2601
24-Oct-2017 14:31:32,0.2344,0.2887,-0.0347
23-Oct-2017 10:42:09,1.1491,0.5771,0.5414
25-Oct-2017 12:50:15,0.24,0.2901,-0.0316
23-Oct-2017 10:41:14,1.9062,0.8358,1.0909
26-Oct-2017 08:56:42,0.6414,0.0021,0.6012
24-Oct-2017 03:01:11,0.0,0.0,0.0
24-Oct-2017 14:10:24,0.25,0.2926,-0.026
24-Oct-2017 10:41:02,1.3627,0.6487,0.6887
23-Oct-2017 10:41:39,1.5537,0.7146,0.8273
24-Oct-2017 12:08:55,0.871,0.4895,0.3656
23-Oct-2017 10:48:58,2.0927,0.8968,1.2288
23-Oct-2017 13:37:43,0.2335,0.2884,-0.0352
26-Oct-2017 08:45:41,2.0579,-0.0034,1.91
25-Oct-2017 22:40:05,0.0,0.0,0.0
28-Oct-2017 13:51:06,0.0,0.0,0.0
23-Oct-2017 20:44:02,0.0,0.0,0.0
28-Oct-2017 14:45:36,0.0,0.0,0.0
25-Oct-2017 08:39:35,0.0,0.0,0.0
24-Oct-2017 10:32:27,1.72,0.7722,0.9512
24-Oct-2017 12:16:47,0.9061,0.5001,0.3867
26-Oct-2017 20:29:05,0.0,0.0,0.0
27-Oct-2017 16:16:56,0.0,0.0,0.0
23-Oct-2017 14:24:02,0.7084,0.42,0.2606
24-Oct-2017 10:55:39,0.8339,0.4784,0.3437
23-Oct-2017 14:27:48,0.4243,0.3383,0.0759
27-Oct-2017 23:47:13,0.0,0.0,0.0
23-Oct-2017 09:36:06,0.0,0.0,0.0
29-Oct-2017 01:07:00,0.0,0.0,0.0
26-Oct-2017 08:44:31,2.0171,-0.0032,1.8936
26-Oct-2017 06:26:43,0.0,0.0,0.0
23-Oct-2017 10:47:58,1.3707,0.6514,0.6944
26-Oct-2017 08:35:10,2.144,-0.0033,1.9412
23-Oct-2017 04:36:13,0.0,0.0,0.0
26-Oct-2017 08:44:37,2.0579,-0.0034,1.91
24-Oct-2017 10:34:19,1.5205,0.7031,0.8028
24-Oct-2017 10:47:27,1.1893,0.5903,0.5684
26-Oct-2017 08:35:30,1.7364,0.0004,1.7499
28-Oct-2017 11:15:28,0.0,0.0,0.0
27-Oct-2017 13:03:54,0.0,0.0,0.0
23-Oct-2017 14:31:03,0.3134,0.3088,0.0101
26-Oct-2017 08:35:48,1.78,-0.0004,1.7761
24-Oct-2017 10:35:55,1.3165,0.633,0.656
23-Oct-2017 10:41:34,1.3973,0.6605,0.7134
27-Oct-2017 07:37:39,0.0,0.0,0.0
27-Oct-2017 15:35:04,0.0,0.0,0.0
24-Oct-2017 10:33:32,2.1165,0.9043,1.2461
24-Oct-2017 12:33:19,0.8957,0.497,0.3804
26-Oct-2017 12:09:59,0.5636,0.3773,0.1636
26-Oct-2017 11:24:53,0.6015,0.3882,0.1884
25-Oct-2017 11:55:16,0.25,0.2926,-0.026
26-Oct-2017 08:43:01,1.0108,0.0092,1.0742
23-Oct-2017 10:40:35,2.0269,0.8756,1.1806
27-Oct-2017 00:18:24,0.0,0.0,0.0
24-Oct-2017 10:34:06,1.56,0.7168,0.8319
24-Oct-2017 10:31:08,2.1546,0.9161,1.2735
23-Oct-2017 10:48:27,1.6984,0.7648,0.935
25-Oct-2017 04:36:07,0.0,0.0,0.0
23-Oct-2017 14:14:02,0.31,0.3079,0.0081
24-Oct-2017 11:36:30,0.41,0.3635,0.1194
24-Oct-2017 09:18:05,1.1714,0.0091,1.2606
24-Oct-2017 10:49:58,0.9741,0.5211,0.4285
24-Oct-2017 04:11:25,0.0,0.0,0.0
23-Oct-2017 06:18:53,0.0,0.0,0.0
28-Oct-2017 17:38:48,0.0,0.0,0.0
24-Oct-2017 13:14:02,0.8899,0.4952,0.377
24-Oct-2017 10:31:04,1.7721,0.7902,0.9903
24-Oct-2017 15:41:43,0.31,0.3079,0.0081
26-Oct-2017 08:45:40,2.1056,-0.0034,1.9278
27-Oct-2017 03:26:11,0.0,0.0,0.0
24-Oct-2017 19:29:38,0.0,0.0,0.0
24-Oct-2017 10:39:18,0.9766,0.5219,0.43
25-Oct-2017 13:52:09,0.3479,0.3178,0.0302
24-Oct-2017 06:30:50,0.0,0.0,0.0
24-Oct-2017 10:41:17,1.6037,0.7319,0.8643
25-Oct-2017 12:53:53,0.24,0.2901,-0.0316
23-Oct-2017 10:42:03,1.2469,0.6095,0.6076
27-Oct-2017 19:32:11,0.0,0.0,0.0
24-Oct-2017 16:06:34,0.16,0.2704,-0.0754
27-Oct-2017 15:30:12,0.0,0.0,0.0
24-Oct-2017 11:06:23,0.82,0.4743,0.3356
25-Oct-2017 20:44:53,0.0,0.0,0.0
23-Oct-2017 12:43:27,0.23,0.2876,-0.0372
23-Oct-2017 10:29:47,0.33,0.3131,0.0197
25-Oct-2017 13:10:40,0.24,0.2901,-0.0316
26-Oct-2017 08:44:07,1.8125,-0.0009,1.7947
24-Oct-2017 13:24:50,0.7757,0.4614,0.3101
28-Oct-2017 12:12:28,0.0,0.0,0.0
24-Oct-2017 09:17:06,0.99,0.0091,1.0489
24-Oct-2017 09:17:47,1.1657,0.0092,1.2543
26-Oct-2017 00:35:58,0.0,0.0,0.0
24-Oct-2017 10:34:12,1.5394,0.7096,0.8167
24-Oct-2017 14:01:53,0.2388,0.2898,-0.0323
23-Oct-2017 10:42:21,0.8659,0.488,0.3626
23-Oct-2017 11:57:39,0.6374,0.4224,0.2338
23-Oct-2017 12:51:15,0.24,0.2901,-0.0316
23-Oct-2017 10:40:18,1.9758,0.8589,1.1428
24-Oct-2017 10:33:00,1.5556,0.7152,0.8287
25-Oct-2017 05:33:38,0.0,0.0,0.0
23-Oct-2017 11:02:56,2.1329,0.9094,1.2579
26-Oct-2017 00:26:20,0.0,0.0,0.0
24-Oct-2017 09:19:00,0.8257,0.007,0.842
26-Oct-2017 23:56:36,0.0,0.0,0.0
28-Oct-2017 22:09:52,0.0,0.0,0.0
23-Oct-2017 10:48:15,1.56,0.7168,0.8319
23-Oct-2017 10:48:28,1.6948,0.7635,0.9323
24-Oct-2017 09:18:46,0.9406,0.0087,0.9879
23-Oct-2017 11:02:40,1.1569,0.5796,0.5466
25-Oct-2017 00:58:58,0.0,0.0,0.0
25-Oct-2017 10:37:27,0.29,0.3027,-0.0034
23-Oct-2017 17:59:14,0.0,0.0,0.0
24-Oct-2017 10:33:50,1.5828,0.7247,0.8488
23-Oct-2017 15:32:12,0.24,0.2901,-0.0316
24-Oct-2017 12:19:08,0.8073,0.4706,0.3282
26-Oct-2017 11:22:33,0.5135,0.363,0.1314
