Timestamp, Aggregate_Active_Power, Estimate_0, Estimate_1, Estimate_2, Estimate_3, Estimate_4, Estimate_5
31-Mar-2018 22:40:52, 91869.2, -135.719, 12325.9, 3897.8, 5287.44, 33746.6, 35670.4
21-Feb-2018 08:30:13, 105433, 452.829, 12853.1, 3976.88, 5411.59, 34466.4, 36604.6
28-Mar-2018 18:30:16, 0, 0, 0, 0, 0, 0, 0
12-Dec-2017 21:51:12, 0, 0, 0, 0, 0, 0, 0
16-Jan-2018 18:43:21, 0, 0, 0, 0, 0, 0, 0
26-Dec-2017 09:02:54, 99353.9, 183.929, 12612.4, 3941.21, 5353.77, 34140.6, 36181
01-Nov-2017 21:30:40, 0.411026, 0, 0, 0, 0, 0, 0
29-Dec-2017 03:45:51, 125715, 1410.14, 13707.7, 4098.56, 5630.06, 35591.5, 38076.2
27-Mar-2018 01:15:15, 183935, 4672.47, 16602.1, 4470.64, 6475.8, 39145.7, 42797.4
22-Feb-2018 06:16:28, 34994.7, -2152.72, 10502.2, 3586.18, 4958.48, 31013.3, 32188.7
19-Jan-2018 02:43:51, 187970, 4926.84, 16827, 4497.69, 6546.43, 39409.9, 43151.9
13-Jan-2018 16:26:27, 180767, 4475.33, 16427.8, 4449.53, 6421.43, 38939.9, 42521.5
22-Feb-2018 22:57:05, 222435, 0, 18875.7, 4735.27, 7213.18, 41760.7, 46324.4
12-Dec-2017 14:31:52, 203334, 5928.94, 17712, 4602.13, 6829.62, 40437, 44534.3
13-Dec-2017 01:11:56, 98881.3, 0, 12594, 3938.46, 5349.42, 34115.5, 36148.4
12-Jan-2018 13:15:31, 179357, 4388.31, 16350.8, 4440.16, 6397.55, 38848.8, 42399.5
22-Feb-2018 18:14:14, 1.6441, 0, 0, 0, 0, 0, 0
27-Mar-2018 08:46:32, 79540.5, 0, 0, 3827.51, 0, 33115.1, 0
21-Feb-2018 20:25:45, 0, 0, 0, 0, 0, 0, 0
18-Jan-2018 20:03:16, 2.46615, 0, 0, 0, 0, 0, 0
12-Dec-2017 01:25:51, 180240, 4442.75, 16399, 4446.03, 6412.48, 38905.8, 42475.9
27-Mar-2018 08:12:20, 180144, 4436.82, 16393.7, 4445.39, 6410.86, 38899.6, 42467.6
28-Mar-2018 12:20:43, 175214, 4135.21, 16126.9, 4412.76, 6328.46, 38582.6, 42043.3
12-Dec-2017 10:22:43, 25123.5, 0, 0, 3535.38, 0, 30585.7, 31656.1
13-Dec-2017 01:22:07, 87031.8, 0, 12146.5, 3870.04, 5247.42, 33496.3, 35346.9
30-Dec-2017 15:24:05, 263546, 10368.3, 21619.6, 5034.17, 8157.11, 44785.7, 50446.4
31-Mar-2018 18:27:50, 213029, 6588.62, 18293.9, 4669.26, 7019.94, 41102.4, 45432.9
13-Jan-2018 00:48:34, 247278, 9088.43, 20494.8, 4913.88, 7764.26, 43560, 48771.4
23-Dec-2017 08:21:18, 180241, 4442.81, 16399, 4446.03, 6412.5, 38905.9, 42476
26-Dec-2017 05:43:48, 102403, 0, 12732.3, 3959.06, 5382.33, 34303.4, 36392.4
29-Mar-2018 15:26:03, 249756, 9279.54, 20662.8, 4932.03, 7822.46, 43744.3, 49022.8
26-Dec-2017 13:20:25, 152.079, 0, 0, 3411.21, 0, 0, 0
13-Dec-2017 22:55:44, 247015, 9068.23, 20477, 4911.96, 7758.11, 43540.5, 48744.8
12-Dec-2017 11:45:51, 167081, 3649.61, 15696.9, 4359.45, 6197.62, 38067.3, 41354.9
12-Dec-2017 13:15:45, 1633.01, 0, 0, 3418.4, 0, 0, 0
12-Dec-2017 16:53:15, 2726.33, 0, 0, 3423.73, 0, 0, 0
01-Nov-2017 12:23:14, 212108, 0, 18237.8, 4662.84, 7001.47, 41038.6, 45346.7
23-Dec-2017 18:17:28, 84527.8, -437, 12055.4, 0, 5227.58, 33368, 35181.4
30-Dec-2017 14:41:42, 215497, 6759.94, 18444.9, 4686.49, 7069.82, 41273.9, 45665
04-Jan-2018 23:01:59, 112742, 787.144, 13151.9, 4020.26, 5485.78, 34865.1, 37124.6
13-Jan-2018 16:23:10, 179301, 4384.86, 16347.8, 4439.79, 6396.6, 38845.2, 42394.6
22-Feb-2018 15:52:03, 205147, 0, 17819.4, 4614.62, 6864.52, 40560.4, 44700.8
12-Jan-2018 19:46:40, 0, 0, 0, 0, 0, 0, 0
16-Jan-2018 23:02:51, 122953, 1274.33, 13586.6, 4081.75, 0, 35434.8, 37870.5
22-Feb-2018 02:34:06, 217860, 0, 18590.6, 4703.05, 7118.13, 41439, 45888.4
01-Nov-2017 12:33:43, 229678, 0, 19335.5, 4786.71, 7367.75, 42276.3, 47023.9
11-Jan-2018 12:16:12, 88386.5, 0, 0, 3877.79, 0, 33566.1, 35437
23-Dec-2017 20:29:51, 251095, 9383.38, 20754.1, 4941.87, 7854.16, 43844.2, 49159.2
28-Mar-2018 02:49:40, 185218, 4752.96, 16673.3, 4479.23, 6498.09, 39229.5, 42909.8
28-Mar-2018 07:28:47, 236028, 8238.19, 19746.9, 4832.24, 7507.39, 42734.3, 47646.6
11-Jan-2018 15:00:57, 95137.6, 2.31318, 12449.7, 3916.69, 0, 33917.7, 35891.8
16-Jan-2018 18:20:18, 0, 0, 0, 0, 0, 0, 0
21-Feb-2018 21:47:49, 1.23308, 0, 0, 0, 0, 0, 0
28-Mar-2018 16:21:27, 224310, 0, 18993.8, 4748.54, 7252.71, 41893.5, 46504.4
12-Jan-2018 12:12:48, 149837, 2669.24, 14827.5, 4248.62, 5941.13, 37005.6, 39942.9
12-Dec-2017 21:41:40, 0, 0, 0, 0, 0, 0, 0
03-Jan-2018 20:32:35, 0, 0, 0, 0, 0, 0, 0
21-Feb-2018 21:07:28, 0, 0, 0, 0, 0, 0, 0
30-Dec-2017 00:09:47, 120434, 1151.96, 13477.5, 4066.49, 5569.38, 35292.9, 37684.4
31-Mar-2018 11:06:25, 220673, 7123.67, 18765.4, 4722.84, 7176.33, 41636.5, 46155.9
18-Jan-2018 01:46:24, 187683, 4908.63, 16810.9, 4495.76, 6541.35, 39391, 43126.6
31-Mar-2018 10:38:08, 217479, 6898.5, 18567, 4700.38, 7110.3, 41412.3, 45852.3
12-Jan-2018 19:52:37, 0, 0, 0, 0, 0, 0, 0
17-Jan-2018 14:27:34, 58675.1, 0, 11185.6, 3712.01, 5057.85, 32095.5, 33552.9
01-Nov-2017 12:23:13, 239460, 0, 19972.4, 4857.01, 7584.47, 42984.3, 47986.8
01-Nov-2017 14:17:18, 108110, 0, 12961.3, 3992.71, 5438.17, 34611.6, 36793.7
03-Jan-2018 14:58:14, 100171, 219.589, 12644.4, 3945.99, 5361.33, 34184.1, 36237.4
12-Jan-2018 13:54:44, 172608, 3977.99, 15987.7, 4395.6, 6285.85, 38416.5, 41821.1
22-Feb-2018 15:06:01, 81372, 0, 11942.3, 3837.86, 5203.44, 33207.6, 34974.8
28-Mar-2018 08:00:01, 209157, 6322.62, 18059.3, 4642.34, 6942.85, 40835.1, 45071.6
23-Dec-2017 18:23:45, 232286, 7961.69, 19503.5, 4805.36, 7424.63, 42463.7, 47278.6
27-Mar-2018 13:49:19, 186678, 4844.99, 16754.6, 4489.01, 6523.64, 39325.1, 43038
11-Jan-2018 06:38:04, 176846, 4234.45, 16214.7, 4423.53, 6355.48, 38687.2, 42183.1
03-Jan-2018 11:40:41, 20392.6, 0, 10134.7, 3511.38, 4923.95, 30385.7, 31408.3
13-Dec-2017 04:13:01, 79762, -626.088, 11885.4, 3828.76, 5191.49, 33126.3, 34870.3
12-Dec-2017 23:04:40, 89360.3, -240.046, 12232.3, 3883.37, 0, 33616.4, 35502
21-Feb-2018 13:30:27, 115334, 908.59, 13260.4, 4035.77, 5513.32, 35008.3, 37311.8
28-Mar-2018 22:12:57, 1997.58, 0, 0, 3420.18, 0, 0, 0
12-Jan-2018 22:50:31, 214459, 6687.72, 18381.2, 4679.24, 7048.77, 41201.7, 45567.2
17-Jan-2018 04:40:34, 181526, 4522.36, 16469.4, 4454.58, 6434.37, 38989.1, 42587.4
13-Jan-2018 07:58:48, 182824, 4603.08, 16540.8, 4463.23, 6456.62, 39073.4, 42700.4
19-Jan-2018 11:30:41, 178026, 4306.58, 16278.5, 4431.34, 6375.17, 38763, 42284.6
12-Dec-2017 18:57:40, 0, 0, 0, 0, 0, 0, 0
12-Jan-2018 22:12:07, 77520.3, -713.262, 11806.9, 3816.14, 5175.26, 33013.7, 34725.6
21-Feb-2018 15:08:41, 166197, 3597.72, 15650.9, 4353.7, 6183.78, 38011.8, 41280.9
13-Jan-2018 03:30:45, 182595, 4588.81, 16528.2, 4461.7, 6452.69, 39058.5, 42680.5
27-Mar-2018 23:08:05, 88236.5, -286.316, 12190.8, 0, 5257.18, 33558.3, 35427
26-Dec-2017 19:50:29, 0, 0, 0, 0, 0, 0, 0
30-Dec-2017 19:09:40, 98289.4, 0, 0, 3935.01, 0, 34084.1, 36107.6
12-Dec-2017 21:00:46, 4.52128, 0, 0, 0, 0, 0, 0
12-Dec-2017 03:48:13, 95889.4, 0, 12478.5, 3921.05, 5322.4, 33957.3, 35943.1
28-Mar-2018 07:41:15, 207594, 0, 17965.4, 4631.51, 6912.14, 40727.8, 44926.6
30-Dec-2017 10:21:39, 182581, 4587.94, 16527.4, 4461.61, 6452.45, 39057.6, 42679.2
03-Jan-2018 21:46:58, 3885.01, 0, 0, 3429.38, 0, 29712.7, 30581.9
18-Jan-2018 16:58:47, 0, 0, 0, 0, 0, 0, 0
22-Feb-2018 23:25:32, 239379, 0, 19967.1, 4856.42, 7582.63, 42978.4, 47978.8
12-Dec-2017 21:07:08, 0, 0, 0, 0, 0, 0, 0
22-Feb-2018 23:40:38, 213905, 0, 18347.3, 4675.37, 7037.58, 41163.2, 45515.2
29-Dec-2017 22:45:16, 97622.8, 0, 12545.2, 3931.12, 5337.95, 34048.8, 36061.8
29-Mar-2018 15:26:06, 222405, 7246.73, 18873.9, 4735.06, 7212.55, 41758.6, 46321.5
31-Mar-2018 22:44:35, 97067.4, 84.942, 0, 3927.89, 5332.94, 34019.4, 36023.7
12-Jan-2018 17:39:22, 1.23308, 0, 0, 0, 0, 0, 0
16-Jan-2018 05:20:35, 178589, 4341.1, 16309.1, 4435.07, 6384.62, 38799.3, 42333.2
22-Feb-2018 18:37:35, 0, 0, 0, 0, 0, 0, 0
29-Mar-2018 02:46:59, 70107, -993.49, 11554.3, 3774.75, 5125.02, 32646.5, 34255.1
04-Jan-2018 19:18:04, 0, 0, 0, 0, 0, 0, 0
01-Nov-2017 16:17:08, 220154, 0, 18733.1, 4719.18, 7165.54, 41599.9, 46106.4
29-Mar-2018 03:56:42, 236064, 0, 19749.2, 4832.5, 7508.19, 42737, 47650.2
26-Dec-2017 22:22:48, 98846.3, 0, 12592.7, 3938.25, 5349.1, 34113.6, 36145.9
31-Mar-2018 20:16:39, 183628, 4653.27, 16585.2, 4468.59, 6470.49, 39125.7, 42770.6
12-Dec-2017 20:33:43, 0, 0, 0, 0, 0, 0, 0
13-Jan-2018 23:52:27, 226141, 7514.47, 19109.7, 4761.53, 7291.64, 42023.6, 46680.9
01-Nov-2017 06:17:13, 229897, 0, 19349.5, 4788.27, 7372.5, 42292, 47045.3
01-Nov-2017 10:11:52, 94646.9, -18.564, 12431, 3913.85, 5311.43, 33891.9, 0
11-Jan-2018 01:36:17, 183119, 4621.48, 16557, 4465.2, 6461.7, 39092.6, 42726.1
13-Dec-2017 18:57:56, 0, 0, 0, 0, 0, 0, 0
03-Jan-2018 21:42:50, 3827.88, 0, 0, 3429.1, 0, 29710.5, 30579.1
16-Jan-2018 03:31:08, 182834, 4603.7, 16541.3, 4463.29, 6456.8, 39074, 42701.3
27-Mar-2018 04:59:47, 181746, 4536.01, 16481.5, 4456.04, 6438.13, 39003.4, 42606.6
26-Dec-2017 21:38:09, 0, 0, 0, 0, 0, 0, 0
04-Jan-2018 13:09:52, 205198, 6054.13, 17822.4, 4614.97, 6865.51, 40563.9, 44705.5
31-Mar-2018 15:21:45, 203044, 0, 17694.8, 4600.14, 6824.06, 40417.3, 44507.7
01-Nov-2017 11:31:05, 82138.1, 0, 11969.6, 3842.19, 5209.21, 33246.4, 0
29-Mar-2018 18:02:38, 0, 0, 0, 0, 0, 0, 0
12-Jan-2018 23:13:58, 109880, 654.803, 13033.7, 4003.21, 5456.12, 34708.1, 36919.6
11-Jan-2018 20:14:53, 0, 0, 0, 0, 0, 0, 0
29-Dec-2017 12:16:17, 106615, 0, 12900.7, 3983.86, 5423.24, 34530.4, 36687.9
17-Jan-2018 05:10:47, 92946.1, -90.5049, 12366.5, 3904.01, 0, 33802.8, 35743.1
22-Feb-2018 22:12:33, 210701, 0, 18152.5, 4653.05, 6973.42, 40941.4, 45215.3
04-Jan-2018 09:24:40, 109720, 647.459, 13027.1, 4002.26, 5454.49, 34699.3, 36908.2
31-Mar-2018 18:13:47, 153154, 2852.61, 14990.3, 4269.71, 5988.25, 37206.5, 40209.4
21-Feb-2018 21:57:31, 221.954, 0, 0, 3411.55, 0, 0, 0
28-Mar-2018 10:48:49, 225049, 7435.89, 19040.5, 4753.78, 7268.38, 41945.9, 46575.5
01-Nov-2017 22:30:38, 30503.4, 0, 0, 3562.95, 0, 30817, 31943.7
16-Jan-2018 08:24:40, 178808, 4354.55, 16321, 4436.52, 6388.3, 38813.4, 42352
19-Jan-2018 19:02:45, 0, 0, 0, 0, 0, 0, 0
31-Mar-2018 10:13:19, 235530, 8201.21, 19714.3, 4828.65, 7496.3, 42698.2, 47597.5
23-Dec-2017 02:20:34, 113663, 830.123, 13190.3, 4025.76, 5495.49, 34915.9, 37191
30-Dec-2017 07:15:45, 26268.7, -2397.76, 10277.7, 3541.22, 4935.39, 30634.6, 31716.8
29-Dec-2017 06:00:52, 184625, 4715.71, 16640.4, 4475.26, 6487.76, 39190.7, 42857.8
17-Jan-2018 22:09:13, 4.93231, 0, 0, 0, 0, 0, 0
22-Feb-2018 19:50:37, 2.46615, 0, 0, 0, 0, 0, 0
22-Feb-2018 22:57:04, 223918, 0, 18969, 4745.76, 7244.42, 41865.7, 46466.7
22-Feb-2018 13:44:10, 241159, 0, 20084.9, 4869.32, 7623.04, 43108.7, 48156.2
13-Jan-2018 22:38:09, 207547, 6213.01, 17962.6, 4631.19, 6911.22, 40724.5, 44922.3
22-Feb-2018 21:06:57, 0, 0, 0, 0, 0, 0, 0
31-Mar-2018 07:03:54, 156139, 3019.77, 15138.6, 4288.78, 6031.57, 37388.7, 40451.4
04-Jan-2018 04:55:16, 95784.6, 0, 0, 3920.44, 0, 33951.7, 35936
12-Jan-2018 09:41:35, 217061, 6869.21, 18541.2, 4697.45, 7101.74, 41383.1, 45812.7
11-Jan-2018 22:26:43, 181686, 4532.28, 16478.2, 4455.64, 6437.11, 38999.5, 42601.3
29-Mar-2018 03:54:14, 207441, 6205.81, 17956.2, 4630.45, 6909.14, 40717.3, 44912.5
01-Nov-2017 14:27:13, 166507, 3615.9, 15667, 4355.72, 6188.62, 38031.2, 41306.8
31-Mar-2018 22:43:47, 95166, 0, 12450.8, 3916.85, 5315.99, 33919.2, 35893.8
21-Feb-2018 06:32:09, 249461, 0, 20642.8, 4929.87, 7815.5, 43722.3, 48992.8
26-Dec-2017 02:58:42, 166918, 3640.03, 15688.4, 4358.39, 6195.06, 38057, 41341.2
12-Dec-2017 12:03:45, 203303, 0, 17710.1, 4601.92, 6829.02, 40434.9, 44531.4
01-Nov-2017 11:21:17, 98531.5, 0, 12580.4, 3936.42, 5346.22, 34096.9, 0
31-Mar-2018 10:13:22, 231786, 7924.98, 19471.2, 4801.78, 7413.68, 42427.7, 47229.7
12-Dec-2017 02:51:44, 86647.9, -351.24, 12132.4, 3867.85, 5244.34, 33476.5, 35321.4
29-Dec-2017 01:10:22, 186872, 4857.26, 16765.5, 4490.31, 6527.05, 39337.8, 43055.1
12-Dec-2017 18:39:27, 0, 0, 0, 0, 0, 0, 0
13-Dec-2017 22:43:14, 179391, 4390.4, 16352.7, 4440.39, 6398.12, 38851, 42402.4
22-Feb-2018 21:02:06, 0, 0, 0, 0, 0, 0, 0
12-Jan-2018 14:18:19, 171817, 3930.57, 15945.7, 4390.41, 6273.04, 38366.2, 41754
30-Dec-2017 14:22:41, 172701, 3983.58, 15992.7, 4396.22, 6287.36, 38422.4, 41829
30-Dec-2017 17:51:11, 210127, 6388.94, 18117.8, 4649.07, 6962.03, 40901.8, 45161.8
28-Mar-2018 08:27:18, 178721, 4349.23, 16316.3, 4435.95, 6386.84, 38807.8, 42344.6
28-Mar-2018 16:15:44, 209890, 6372.72, 18103.5, 4647.42, 6957.33, 40885.5, 45139.7
28-Mar-2018 08:01:20, 230356, 7820.31, 19379, 4791.55, 7382.47, 42324.9, 47090
12-Dec-2017 10:26:20, 14993, 0, 10009.3, 0, 4916.34, 30161.3, 31131.5
28-Mar-2018 07:39:15, 211805, 0, 18219.4, 4660.73, 6995.41, 41017.7, 45318.4
23-Dec-2017 08:04:43, 183397, 4638.83, 16572.4, 4467.05, 6466.5, 39110.7, 42750.4
31-Mar-2018 13:30:20, 233636, 8061.08, 19591, 4815.04, 7454.33, 42561.1, 47411
03-Jan-2018 15:21:03, 183198, 4626.41, 16561.4, 4465.72, 6463.06, 39097.7, 42733
18-Jan-2018 06:09:58, 254499, 0, 20987.8, 4966.95, 7935.51, 44099.4, 49507.8
22-Feb-2018 23:25:30, 205524, 0, 17841.8, 4617.21, 6871.82, 40586.2, 44735.5
01-Nov-2017 05:26:59, 257596, 0, 21202.3, 4989.87, 8010.49, 44333, 49827.1
30-Dec-2017 08:38:22, 93786.6, 0, 0, 3908.87, 0, 33846.8, 35800
03-Jan-2018 11:54:08, 22431.7, -2500.09, 10183.6, 3521.7, 4927.55, 30471.5, 31514.5
29-Mar-2018 22:08:11, 0, 0, 0, 0, 0, 0, 0
22-Feb-2018 02:36:46, 106422, 0, 12892.9, 3982.72, 5421.33, 34519.9, 36674.3
19-Jan-2018 21:18:48, 2.05513, 0, 0, 0, 0, 0, 0
28-Mar-2018 21:37:26, 0, 0, 0, 0, 0, 0, 0
28-Mar-2018 23:21:25, 223397, 7317.51, 18936.2, 4742.07, 7233.42, 41828.8, 46416.6
11-Jan-2018 22:08:53, 212.089, 0, 0, 3411.51, 0, 0, 0
22-Feb-2018 18:47:10, 0, 0, 0, 0, 0, 0, 0
12-Jan-2018 23:37:50, 195.648, 0, 0, 3411.43, 0, 0, 0
12-Dec-2017 20:42:09, 0, 0, 0, 0, 0, 0, 0
19-Jan-2018 05:39:03, 183095, 4619.98, 16555.7, 4465.04, 6461.29, 39091, 42724.1
17-Jan-2018 14:02:35, 115861, 933.467, 13282.6, 4038.93, 5519, 35037.5, 37350
01-Nov-2017 15:51:55, 172874, 3993.97, 16001.9, 4397.35, 6290.17, 38433.4, 41843.7
12-Dec-2017 19:08:30, 0.411026, 0, 0, 0, 0, 0, 0
12-Jan-2018 22:12:21, 90271.5, -202.32, 12266.2, 3888.61, 5273.97, 33663.6, 35563
04-Jan-2018 11:49:30, 184058, 4680.17, 16608.9, 4471.47, 6477.93, 39153.7, 42808.2
22-Feb-2018 12:07:35, 262449, 10280.1, 21542.1, 5025.98, 8129.82, 44701.9, 50331.7
12-Dec-2017 03:15:51, 209909, 6374.02, 18104.6, 4647.55, 6957.71, 40886.8, 45141.5
22-Feb-2018 13:44:11, 216889, 0, 18530.6, 4696.24, 7098.21, 41371.1, 45796.4
04-Jan-2018 15:24:21, 110877, 700.696, 13074.7, 4009.14, 5466.36, 34762.6, 36990.8
12-Dec-2017 11:46:53, 161514, 3325.79, 15410, 4323.35, 6111.71, 37719.9, 40892
28-Mar-2018 23:24:50, 268736, 10789.2, 21989.2, 5073.11, 8287.77, 45184.7, 50993
12-Jan-2018 01:49:03, 182781, 4600.4, 16538.4, 4462.94, 6455.88, 39070.6, 42696.7
13-Jan-2018 23:54:58, 147143, 2522.13, 14696.9, 4231.58, 5903.63, 36843.6, 39728.1
31-Mar-2018 11:06:26, 218290, 6955.46, 18617.2, 4706.07, 7126.98, 41469.1, 45929.2
16-Jan-2018 21:06:35, 0.411026, 0, 0, 0, 0, 0, 0
03-Jan-2018 13:46:46, 176422, 4208.61, 16191.8, 4420.73, 6348.44, 38660, 42146.7
29-Mar-2018 12:15:51, 101846, 293.158, 12710.2, 0, 5377.04, 34273.5, 36353.7
12-Jan-2018 03:52:09, 238214, 8401.17, 19890.3, 4848, 7556.35, 42893.4, 47863
13-Dec-2017 13:27:49, 181264, 4506.11, 16455, 4452.83, 6429.9, 38972.1, 42564.7
22-Feb-2018 16:10:15, 203264, 0, 17707.8, 4601.65, 6828.28, 40432.3, 44527.8
19-Jan-2018 01:49:16, 65309.5, -1168.25, 11396.5, 3748.26, 5095.31, 32413, 33956.9
29-Mar-2018 14:01:06, 183863, 4667.97, 16598.1, 4470.16, 6474.55, 39141, 42791.1
01-Nov-2017 10:43:49, 2748.94, 0, 0, 3423.84, 0, 0, 0
18-Jan-2018 06:16:47, 159521, 3211.56, 15308.7, 4310.5, 6081.67, 37596.6, 40727.9
29-Dec-2017 21:43:04, 0, 0, 0, 0, 0, 0, 0
31-Mar-2018 11:06:29, 250368, 9326.95, 20704.5, 4936.53, 7836.93, 43789.9, 49085.1
13-Jan-2018 23:41:12, 183709, 4658.33, 16589.6, 4469.14, 6471.89, 39131, 42777.7
29-Mar-2018 22:32:25, 125731, 1410.93, 13708.4, 4098.66, 5630.25, 35592.4, 38077.4
27-Mar-2018 15:17:26, 184095, 4682.49, 16611, 4471.71, 6478.57, 39156.2, 42811.4
29-Dec-2017 04:54:35, 178093, 4310.68, 16282.1, 4431.78, 6376.3, 38767.3, 42290.4
31-Mar-2018 06:39:10, 0, 0, 0, 0, 0, 0, 0
29-Dec-2017 09:28:58, 108896, 609.728, 12993.4, 3997.37, 5446.1, 34654.4, 36849.5
18-Jan-2018 09:36:38, 181472, 4519.01, 16466.4, 4454.22, 6433.45, 38985.6, 42582.7
28-Mar-2018 14:27:08, 217626, 6908.82, 18576.1, 4701.41, 7113.32, 41422.6, 45866.2
04-Jan-2018 09:46:45, 92485.7, 0, 12349.1, 3901.36, 5292.7, 33778.8, 0
13-Dec-2017 09:35:16, 116211, 950.024, 13297.3, 4041.03, 5522.79, 35057, 37375.5
31-Mar-2018 07:08:38, 172787, 3988.74, 15997.2, 4396.78, 6288.76, 38427.9, 41836.3
01-Nov-2017 08:29:42, 68990.7, -1034.62, 11517.2, 3768.57, 5117.91, 32591.9, 34185.3
01-Nov-2017 06:18:23, 265228, 0, 21738.8, 5046.76, 8199.17, 44914.6, 50622.9
26-Dec-2017 05:53:35, 152287, 2804.45, 14947.5, 4264.19, 5975.84, 37153.9, 40139.5
04-Jan-2018 16:27:01, 218979, 7003.96, 18660, 4710.91, 7141.19, 41517.4, 45994.6
30-Dec-2017 13:40:50, 171197, 3893.51, 15912.9, 4386.35, 6263.05, 38326.9, 41701.5
31-Mar-2018 17:38:25, 154198, 2910.85, 15042, 4276.37, 6003.31, 37270.1, 40293.9
13-Jan-2018 23:11:37, 184983, 4738.19, 16660.2, 4477.65, 6493.99, 39214.1, 42889.2
03-Jan-2018 09:10:05, 12821.1, 0, 9960.43, 0, 4914.07, 30072.2, 31021.9
21-Feb-2018 19:30:15, 0, 0, 0, 0, 0, 0, 0
22-Feb-2018 05:47:48, 14823.6, 0, 0, 3483.41, 0, 30154.3, 31122.9
19-Jan-2018 15:26:57, 250513, 0, 20714.4, 4937.59, 7840.36, 43800.7, 49099.9
27-Mar-2018 10:04:07, 108820, 606.256, 12990.3, 3996.92, 5445.33, 34650.2, 36844.1
29-Dec-2017 01:11:11, 185574, 4775.35, 16693.1, 4481.61, 6504.3, 39252.8, 42941
22-Feb-2018 10:20:59, 18029.6, 0, 10079.2, 3499.47, 4920.28, 30287, 31286.4
21-Feb-2018 07:57:03, 90794.8, 0, 0, 3891.62, 5278.36, 33690.8, 35598.1
28-Mar-2018 22:36:22, 205984, 6107.15, 17869.2, 4620.39, 6880.75, 40617.6, 44777.9
29-Mar-2018 23:19:15, 186080, 4807.24, 16721.3, 4485, 6513.15, 39285.9, 42985.4
13-Dec-2017 12:20:25, 2356.82, 0, 0, 3421.93, 0, 0, 0
26-Dec-2017 15:29:25, 140278, 2154.62, 14370.3, 4188.46, 5811.2, 36435.3, 39188
22-Feb-2018 09:19:52, 209135, 0, 18058, 4642.18, 6942.41, 40833.6, 45069.5
16-Jan-2018 15:53:37, 231336, 0, 19442.1, 4798.56, 7403.84, 42395.3, 47185.7
03-Jan-2018 08:36:03, 117396, 1006.28, 13347.6, 4048.16, 5535.69, 35122.9, 37461.8
23-Dec-2017 02:48:33, 180169, 4438.37, 16395.1, 4445.55, 6411.28, 38901.2, 42469.7
28-Mar-2018 08:01:17, 258889, 9995.83, 21292.4, 4999.47, 8042.06, 44431, 49961
29-Dec-2017 16:09:43, 98103.6, 0, 12563.8, 3933.92, 5342.31, 34074.2, 36094.8
