# Bin Center, Frequency Count, Left Edges, Right Edges
-3.426494399584332768e+02,0.000000000000000000e+00,-3.838173681046112051e+02,-3.014815118122553486e+02
-2.603135836660775340e+02,1.000000000000000000e+00,-3.014815118122553486e+02,-2.191456555198997194e+02
-1.779777273737217911e+02,1.000000000000000000e+00,-2.191456555198997194e+02,-1.368097992275438628e+02
-9.564187108136593451e+01,0.000000000000000000e+00,-1.368097992275438628e+02,-5.447394293518800623e+01
-1.330601478901007795e+01,1.307640000000000000e+05,-5.447394293518800623e+01,2.786191335716785034e+01
6.902984150334577862e+01,3.258000000000000000e+03,2.786191335716785034e+01,1.101977696495237069e+02
1.513656977957016352e+02,2.700000000000000000e+01,1.101977696495237069e+02,1.925336259418795635e+02
2.337015540880574918e+02,1.800000000000000000e+01,1.925336259418795635e+02,2.748694822342354200e+02
3.160374103804133483e+02,5.800000000000000000e+01,2.748694822342354200e+02,3.572053385265912766e+02
3.983732666727692049e+02,1.000000000000000000e+00,3.572053385265912766e+02,4.395411948189471332e+02
4.807091229651250615e+02,0.000000000000000000e+00,4.395411948189471332e+02,5.218770511113029897e+02
5.630449792574809180e+02,0.000000000000000000e+00,5.218770511113029897e+02,6.042129074036588463e+02
6.453808355498367746e+02,0.000000000000000000e+00,6.042129074036588463e+02,6.865487636960147029e+02
7.277166918421926312e+02,1.000000000000000000e+00,6.865487636960147029e+02,7.688846199883705594e+02
8.100525481345484877e+02,0.000000000000000000e+00,7.688846199883705594e+02,8.512204762807264160e+02
8.923884044269043443e+02,0.000000000000000000e+00,8.512204762807264160e+02,9.335563325730822726e+02
9.747242607192602009e+02,0.000000000000000000e+00,9.335563325730822726e+02,1.015892188865438129e+03
1.057060117011616057e+03,0.000000000000000000e+00,1.015892188865438129e+03,1.098228045157793986e+03
1.139395973303971914e+03,0.000000000000000000e+00,1.098228045157793986e+03,1.180563901450149842e+03
1.221731829596327771e+03,0.000000000000000000e+00,1.180563901450149842e+03,1.262899757742505699e+03
1.304067685888683627e+03,1.000000000000000000e+00,1.262899757742505699e+03,1.345235614034861555e+03
1.386403542181039484e+03,1.000000000000000000e+00,1.345235614034861555e+03,1.427571470327217412e+03
1.468739398473395340e+03,0.000000000000000000e+00,1.427571470327217412e+03,1.509907326619573269e+03
1.551075254765751197e+03,0.000000000000000000e+00,1.509907326619573269e+03,1.592243182911929125e+03
1.633411111058107053e+03,1.000000000000000000e+00,1.592243182911929125e+03,1.674579039204284982e+03
1.715746967350462683e+03,0.000000000000000000e+00,1.674579039204284982e+03,1.756914895496640383e+03
1.798082823642818312e+03,0.000000000000000000e+00,1.756914895496640383e+03,1.839250751788996240e+03
1.880418679935174168e+03,0.000000000000000000e+00,1.839250751788996240e+03,1.921586608081352097e+03
1.962754536227530025e+03,0.000000000000000000e+00,1.921586608081352097e+03,2.003922464373707953e+03
2.045090392519885881e+03,0.000000000000000000e+00,2.003922464373707953e+03,2.086258320666063810e+03
2.127426248812241738e+03,0.000000000000000000e+00,2.086258320666063810e+03,2.168594176958419666e+03
2.209762105104597595e+03,0.000000000000000000e+00,2.168594176958419666e+03,2.250930033250775523e+03
2.292097961396953451e+03,1.000000000000000000e+00,2.250930033250775523e+03,2.333265889543131379e+03
2.374433817689309308e+03,0.000000000000000000e+00,2.333265889543131379e+03,2.415601745835487236e+03
2.456769673981665164e+03,1.000000000000000000e+00,2.415601745835487236e+03,2.497937602127843093e+03
2.539105530274021021e+03,1.000000000000000000e+00,2.497937602127843093e+03,2.580273458420198949e+03
2.621441386566376877e+03,2.000000000000000000e+00,2.580273458420198949e+03,2.662609314712554806e+03
2.703777242858732734e+03,2.000000000000000000e+00,2.662609314712554806e+03,2.744945171004910662e+03
2.786113099151088591e+03,6.000000000000000000e+00,2.744945171004910662e+03,2.827281027297266519e+03
2.868448955443444447e+03,8.000000000000000000e+00,2.827281027297266519e+03,2.909616883589622375e+03
2.950784811735800304e+03,5.900000000000000000e+01,2.909616883589622375e+03,2.991952739881978232e+03
3.033120668028156160e+03,4.516000000000000000e+03,2.991952739881978232e+03,3.074288596174334089e+03
3.115456524320512017e+03,4.257500000000000000e+04,3.074288596174334089e+03,3.156624452466689945e+03
3.197792380612867873e+03,9.831100000000000000e+04,3.156624452466689945e+03,3.238960308759045802e+03
3.280128236905223730e+03,1.075160000000000000e+05,3.238960308759045802e+03,3.321296165051401658e+03
3.362464093197579587e+03,6.876000000000000000e+04,3.321296165051401658e+03,3.403632021343757515e+03
3.444799949489935443e+03,2.536200000000000000e+04,3.403632021343757515e+03,3.485967877636113371e+03
3.527135805782291300e+03,9.837000000000000000e+03,3.485967877636113371e+03,3.568303733928469228e+03
3.609471662074647156e+03,5.501000000000000000e+03,3.568303733928469228e+03,3.650639590220825085e+03
3.691807518367003013e+03,3.538000000000000000e+03,3.650639590220825085e+03,3.732975446513180941e+03
3.774143374659358869e+03,2.092000000000000000e+03,3.732975446513180941e+03,3.815311302805536798e+03
3.856479230951714726e+03,8.290000000000000000e+02,3.815311302805536798e+03,3.897647159097892654e+03
3.938815087244070583e+03,2.910000000000000000e+02,3.897647159097892654e+03,3.979983015390248511e+03
4.021150943536426439e+03,6.000000000000000000e+01,3.979983015390248511e+03,4.062318871682604367e+03
4.103486799828782750e+03,6.000000000000000000e+00,4.062318871682604367e+03,4.144654727974960224e+03
4.185822656121137697e+03,3.000000000000000000e+00,4.144654727974960224e+03,4.226990584267316081e+03
4.268158512413494464e+03,3.000000000000000000e+00,4.226990584267316081e+03,4.309326440559671937e+03
4.350494368705849411e+03,3.000000000000000000e+00,4.309326440559671937e+03,4.391662296852027794e+03
4.432830224998206177e+03,2.200000000000000000e+01,4.391662296852027794e+03,4.473998153144383650e+03
4.515166081290561124e+03,2.450000000000000000e+02,4.473998153144383650e+03,4.556334009436739507e+03
4.597501937582917890e+03,7.510000000000000000e+02,4.556334009436739507e+03,4.638669865729095363e+03
4.679837793875272837e+03,1.624000000000000000e+03,4.638669865729095363e+03,4.721005722021451220e+03
4.762173650167629603e+03,1.701000000000000000e+03,4.721005722021451220e+03,4.803341578313807076e+03
4.844509506459984550e+03,1.707000000000000000e+03,4.803341578313807076e+03,4.885677434606162933e+03
4.926845362752341316e+03,7.810000000000000000e+02,4.885677434606162933e+03,4.968013290898518790e+03
5.009181219044696263e+03,4.720000000000000000e+02,4.968013290898518790e+03,5.050349147190874646e+03
5.091517075337053029e+03,4.950000000000000000e+02,5.050349147190874646e+03,5.132685003483230503e+03
5.173852931629407976e+03,5.440000000000000000e+02,5.132685003483230503e+03,5.215020859775586359e+03
5.256188787921764742e+03,6.460000000000000000e+02,5.215020859775586359e+03,5.297356716067942216e+03
5.338524644214119689e+03,5.460000000000000000e+02,5.297356716067942216e+03,5.379692572360298072e+03
5.420860500506476455e+03,2.960000000000000000e+02,5.379692572360298072e+03,5.462028428652653929e+03
5.503196356798831403e+03,5.200000000000000000e+01,5.462028428652653929e+03,5.544364284945009786e+03
5.585532213091188169e+03,3.000000000000000000e+00,5.544364284945009786e+03,5.626700141237365642e+03
5.667868069383543116e+03,0.000000000000000000e+00,5.626700141237365642e+03,5.709035997529720589e+03
5.750203925675898063e+03,0.000000000000000000e+00,5.709035997529720589e+03,5.791371853822076446e+03
5.832539781968254829e+03,0.000000000000000000e+00,5.791371853822076446e+03,5.873707710114432302e+03
5.914875638260609776e+03,0.000000000000000000e+00,5.873707710114432302e+03,5.956043566406788159e+03
5.997211494552966542e+03,0.000000000000000000e+00,5.956043566406788159e+03,6.038379422699144015e+03
6.079547350845322399e+03,0.000000000000000000e+00,6.038379422699144015e+03,6.120715278991500782e+03
6.161883207137678255e+03,0.000000000000000000e+00,6.120715278991500782e+03,6.203051135283855729e+03
6.244219063430034112e+03,0.000000000000000000e+00,6.203051135283855729e+03,6.285386991576212495e+03
6.326554919722389968e+03,0.000000000000000000e+00,6.285386991576212495e+03,6.367722847868567442e+03
6.408890776014745825e+03,0.000000000000000000e+00,6.367722847868567442e+03,6.450058704160924208e+03
6.491226632307101681e+03,0.000000000000000000e+00,6.450058704160924208e+03,6.532394560453279155e+03
6.573562488599457538e+03,0.000000000000000000e+00,6.532394560453279155e+03,6.614730416745635921e+03
6.655898344891813394e+03,2.000000000000000000e+00,6.614730416745635921e+03,6.697066273037990868e+03
6.738234201184169251e+03,0.000000000000000000e+00,6.697066273037990868e+03,6.779402129330347634e+03
6.820570057476525108e+03,0.000000000000000000e+00,6.779402129330347634e+03,6.861737985622702581e+03
6.902905913768880964e+03,0.000000000000000000e+00,6.861737985622702581e+03,6.944073841915059347e+03
6.985241770061236821e+03,1.000000000000000000e+00,6.944073841915059347e+03,7.026409698207414294e+03
7.067577626353592677e+03,0.000000000000000000e+00,7.026409698207414294e+03,7.108745554499771060e+03
7.149913482645948534e+03,1.000000000000000000e+00,7.108745554499771060e+03,7.191081410792126007e+03
7.232249338938304390e+03,0.000000000000000000e+00,7.191081410792126007e+03,7.273417267084482773e+03
7.314585195230660247e+03,0.000000000000000000e+00,7.273417267084482773e+03,7.355753123376837721e+03
7.396921051523016104e+03,0.000000000000000000e+00,7.355753123376837721e+03,7.438088979669194487e+03
7.479256907815371960e+03,0.000000000000000000e+00,7.438088979669194487e+03,7.520424835961549434e+03
7.561592764107727817e+03,0.000000000000000000e+00,7.520424835961549434e+03,7.602760692253906200e+03
7.643928620400083673e+03,0.000000000000000000e+00,7.602760692253906200e+03,7.685096548546261147e+03
7.726264476692439530e+03,0.000000000000000000e+00,7.685096548546261147e+03,7.767432404838617913e+03
7.808600332984795386e+03,1.000000000000000000e+00,7.767432404838617913e+03,7.849768261130972860e+03
7.890936189277151243e+03,0.000000000000000000e+00,7.849768261130972860e+03,7.932104117423329626e+03
7.973272045569507100e+03,0.000000000000000000e+00,7.932104117423329626e+03,8.014439973715684573e+03
8.055607901861862956e+03,0.000000000000000000e+00,8.014439973715684573e+03,8.096775830008041339e+03
8.137943758154218813e+03,0.000000000000000000e+00,8.096775830008041339e+03,8.179111686300396286e+03
8.220279614446573760e+03,0.000000000000000000e+00,8.179111686300396286e+03,8.261447542592752143e+03
8.302615470738930526e+03,0.000000000000000000e+00,8.261447542592752143e+03,8.343783398885108909e+03
8.384951327031285473e+03,1.000000000000000000e+00,8.343783398885108909e+03,8.426119255177462037e+03
8.467287183323640420e+03,0.000000000000000000e+00,8.426119255177462037e+03,8.508455111469818803e+03
8.549623039615997186e+03,0.000000000000000000e+00,8.508455111469818803e+03,8.590790967762175569e+03
8.631958895908353952e+03,0.000000000000000000e+00,8.590790967762175569e+03,8.673126824054532335e+03
8.714294752200708899e+03,0.000000000000000000e+00,8.673126824054532335e+03,8.755462680346885463e+03
8.796630608493063846e+03,0.000000000000000000e+00,8.755462680346885463e+03,8.837798536639242229e+03
8.878966464785420612e+03,0.000000000000000000e+00,8.837798536639242229e+03,8.920134392931598995e+03
8.961302321077777378e+03,0.000000000000000000e+00,8.920134392931598995e+03,9.002470249223955761e+03
9.043638177370132325e+03,0.000000000000000000e+00,9.002470249223955761e+03,9.084806105516308889e+03
9.125974033662487273e+03,0.000000000000000000e+00,9.084806105516308889e+03,9.167141961808665656e+03
9.208309889954844039e+03,0.000000000000000000e+00,9.167141961808665656e+03,9.249477818101022422e+03
9.290645746247200805e+03,0.000000000000000000e+00,9.249477818101022422e+03,9.331813674393379188e+03
9.372981602539555752e+03,0.000000000000000000e+00,9.331813674393379188e+03,9.414149530685732316e+03
9.455317458831910699e+03,0.000000000000000000e+00,9.414149530685732316e+03,9.496485386978089082e+03
9.537653315124267465e+03,0.000000000000000000e+00,9.496485386978089082e+03,9.578821243270445848e+03
9.619989171416624231e+03,0.000000000000000000e+00,9.578821243270445848e+03,9.661157099562802614e+03
9.702325027708979178e+03,0.000000000000000000e+00,9.661157099562802614e+03,9.743492955855155742e+03
9.784660884001334125e+03,0.000000000000000000e+00,9.743492955855155742e+03,9.825828812147512508e+03
9.866996740293690891e+03,0.000000000000000000e+00,9.825828812147512508e+03,9.908164668439869274e+03
9.949332596586047657e+03,0.000000000000000000e+00,9.908164668439869274e+03,9.990500524732226040e+03
1.003166845287840260e+04,0.000000000000000000e+00,9.990500524732226040e+03,1.007283638102457917e+04
1.011400430917075755e+04,0.000000000000000000e+00,1.007283638102457917e+04,1.015517223731693593e+04
1.019634016546311432e+04,0.000000000000000000e+00,1.015517223731693593e+04,1.023750809360929270e+04
1.027867602175547108e+04,0.000000000000000000e+00,1.023750809360929270e+04,1.031984394990164947e+04
1.036101187804782603e+04,0.000000000000000000e+00,1.031984394990164947e+04,1.040217980619400259e+04
1.044334773434018098e+04,0.000000000000000000e+00,1.040217980619400259e+04,1.048451566248635936e+04
1.052568359063253774e+04,0.000000000000000000e+00,1.048451566248635936e+04,1.056685151877871613e+04
1.060801944692489451e+04,0.000000000000000000e+00,1.056685151877871613e+04,1.064918737507107289e+04
1.069035530321724946e+04,0.000000000000000000e+00,1.064918737507107289e+04,1.073152323136342602e+04
1.077269115950960440e+04,0.000000000000000000e+00,1.073152323136342602e+04,1.081385908765578279e+04
1.085502701580196117e+04,0.000000000000000000e+00,1.081385908765578279e+04,1.089619494394813955e+04
1.093736287209431794e+04,0.000000000000000000e+00,1.089619494394813955e+04,1.097853080024049632e+04
1.101969872838667288e+04,0.000000000000000000e+00,1.097853080024049632e+04,1.106086665653284945e+04
1.110203458467902783e+04,0.000000000000000000e+00,1.106086665653284945e+04,1.114320251282520621e+04
1.118437044097138460e+04,0.000000000000000000e+00,1.114320251282520621e+04,1.122553836911756298e+04
1.126670629726374136e+04,0.000000000000000000e+00,1.122553836911756298e+04,1.130787422540991975e+04
1.134904215355609631e+04,0.000000000000000000e+00,1.130787422540991975e+04,1.139021008170227287e+04
1.143137800984845126e+04,0.000000000000000000e+00,1.139021008170227287e+04,1.147254593799462964e+04
1.151371386614080802e+04,0.000000000000000000e+00,1.147254593799462964e+04,1.155488179428698641e+04
1.159604972243316479e+04,0.000000000000000000e+00,1.155488179428698641e+04,1.163721765057934317e+04
1.167838557872551974e+04,0.000000000000000000e+00,1.163721765057934317e+04,1.171955350687169630e+04
1.176072143501787468e+04,0.000000000000000000e+00,1.171955350687169630e+04,1.180188936316405307e+04
1.184305729131023145e+04,0.000000000000000000e+00,1.180188936316405307e+04,1.188422521945640983e+04
1.192539314760258821e+04,0.000000000000000000e+00,1.188422521945640983e+04,1.196656107574876660e+04
1.200772900389494316e+04,0.000000000000000000e+00,1.196656107574876660e+04,1.204889693204111973e+04
1.209006486018729811e+04,0.000000000000000000e+00,1.204889693204111973e+04,1.213123278833347649e+04
1.217240071647965488e+04,0.000000000000000000e+00,1.213123278833347649e+04,1.221356864462583326e+04
1.225473657277201164e+04,0.000000000000000000e+00,1.221356864462583326e+04,1.229590450091819002e+04
1.233707242906436659e+04,0.000000000000000000e+00,1.229590450091819002e+04,1.237824035721054315e+04
1.241940828535672154e+04,0.000000000000000000e+00,1.237824035721054315e+04,1.246057621350289992e+04
1.250174414164907830e+04,0.000000000000000000e+00,1.246057621350289992e+04,1.254291206979525668e+04
1.258407999794143507e+04,0.000000000000000000e+00,1.254291206979525668e+04,1.262524792608761345e+04
1.266641585423379001e+04,0.000000000000000000e+00,1.262524792608761345e+04,1.270758378237996658e+04
1.274875171052614496e+04,0.000000000000000000e+00,1.270758378237996658e+04,1.278991963867232334e+04
1.283108756681850173e+04,0.000000000000000000e+00,1.278991963867232334e+04,1.287225549496468011e+04
1.291342342311085849e+04,0.000000000000000000e+00,1.287225549496468011e+04,1.295459135125703688e+04
1.299575927940321344e+04,0.000000000000000000e+00,1.295459135125703688e+04,1.303692720754939000e+04
1.307809513569556839e+04,0.000000000000000000e+00,1.303692720754939000e+04,1.311926306384174677e+04
1.316043099198792515e+04,0.000000000000000000e+00,1.311926306384174677e+04,1.320159892013410354e+04
1.324276684828028192e+04,0.000000000000000000e+00,1.320159892013410354e+04,1.328393477642646030e+04
1.332510270457263687e+04,0.000000000000000000e+00,1.328393477642646030e+04,1.336627063271881343e+04
1.340743856086499181e+04,0.000000000000000000e+00,1.336627063271881343e+04,1.344860648901117020e+04
1.348977441715734858e+04,0.000000000000000000e+00,1.344860648901117020e+04,1.353094234530352696e+04
1.357211027344970353e+04,0.000000000000000000e+00,1.353094234530352696e+04,1.361327820159588009e+04
1.365444612974205847e+04,0.000000000000000000e+00,1.361327820159588009e+04,1.369561405788823686e+04
1.373678198603441524e+04,0.000000000000000000e+00,1.369561405788823686e+04,1.377794991418059362e+04
1.381911784232677201e+04,0.000000000000000000e+00,1.377794991418059362e+04,1.386028577047295039e+04
1.390145369861912695e+04,0.000000000000000000e+00,1.386028577047295039e+04,1.394262162676530352e+04
1.398378955491148190e+04,0.000000000000000000e+00,1.394262162676530352e+04,1.402495748305766028e+04
1.406612541120383867e+04,0.000000000000000000e+00,1.402495748305766028e+04,1.410729333935001705e+04
1.414846126749619361e+04,0.000000000000000000e+00,1.410729333935001705e+04,1.418962919564237018e+04
1.423079712378854856e+04,0.000000000000000000e+00,1.418962919564237018e+04,1.427196505193472694e+04
1.431313298008090533e+04,0.000000000000000000e+00,1.427196505193472694e+04,1.435430090822708371e+04
1.439546883637326209e+04,0.000000000000000000e+00,1.435430090822708371e+04,1.443663676451944048e+04
1.447780469266561704e+04,0.000000000000000000e+00,1.443663676451944048e+04,1.451897262081179360e+04
1.456014054895797199e+04,0.000000000000000000e+00,1.451897262081179360e+04,1.460130847710415037e+04
1.464247640525032875e+04,0.000000000000000000e+00,1.460130847710415037e+04,1.468364433339650714e+04
1.472481226154268552e+04,0.000000000000000000e+00,1.468364433339650714e+04,1.476598018968886390e+04
1.480714811783504047e+04,0.000000000000000000e+00,1.476598018968886390e+04,1.484831604598121703e+04
1.488948397412739541e+04,0.000000000000000000e+00,1.484831604598121703e+04,1.493065190227357380e+04
1.497181983041975218e+04,0.000000000000000000e+00,1.493065190227357380e+04,1.501298775856593056e+04
1.505415568671210895e+04,0.000000000000000000e+00,1.501298775856593056e+04,1.509532361485828733e+04
1.513649154300446389e+04,0.000000000000000000e+00,1.509532361485828733e+04,1.517765947115064046e+04
1.521882739929681884e+04,0.000000000000000000e+00,1.517765947115064046e+04,1.525999532744299722e+04
1.530116325558917561e+04,0.000000000000000000e+00,1.525999532744299722e+04,1.534233118373535399e+04
1.538349911188153237e+04,0.000000000000000000e+00,1.534233118373535399e+04,1.542466704002771075e+04
1.546583496817388732e+04,0.000000000000000000e+00,1.542466704002771075e+04,1.550700289632006388e+04
1.554817082446624227e+04,0.000000000000000000e+00,1.550700289632006388e+04,1.558933875261242065e+04
1.563050668075859903e+04,0.000000000000000000e+00,1.558933875261242065e+04,1.567167460890477741e+04
1.571284253705095580e+04,0.000000000000000000e+00,1.567167460890477741e+04,1.575401046519713418e+04
1.579517839334331074e+04,0.000000000000000000e+00,1.575401046519713418e+04,1.583634632148948731e+04
1.587751424963566569e+04,0.000000000000000000e+00,1.583634632148948731e+04,1.591868217778184408e+04
1.595985010592802246e+04,0.000000000000000000e+00,1.591868217778184408e+04,1.600101803407420084e+04
1.604218596222037922e+04,0.000000000000000000e+00,1.600101803407420084e+04,1.608335389036655761e+04
1.612452181851273417e+04,0.000000000000000000e+00,1.608335389036655761e+04,1.616568974665891074e+04
1.620685767480508912e+04,0.000000000000000000e+00,1.616568974665891074e+04,1.624802560295126750e+04
1.628919353109744588e+04,0.000000000000000000e+00,1.624802560295126750e+04,1.633036145924362427e+04
1.637152938738980265e+04,0.000000000000000000e+00,1.633036145924362427e+04,1.641269731553598103e+04
1.645386524368215760e+04,0.000000000000000000e+00,1.641269731553598103e+04,1.649503317182833416e+04
1.653620109997451073e+04,0.000000000000000000e+00,1.649503317182833416e+04,1.657736902812069093e+04
1.661853695626687113e+04,0.000000000000000000e+00,1.657736902812069093e+04,1.665970488441304769e+04
1.670087281255922426e+04,0.000000000000000000e+00,1.665970488441304769e+04,1.674204074070540446e+04
1.678320866885158102e+04,0.000000000000000000e+00,1.674204074070540446e+04,1.682437659699775759e+04
1.686554452514393779e+04,0.000000000000000000e+00,1.682437659699775759e+04,1.690671245329011435e+04
1.694788038143629092e+04,0.000000000000000000e+00,1.690671245329011435e+04,1.698904830958247112e+04
1.703021623772865132e+04,0.000000000000000000e+00,1.698904830958247112e+04,1.707138416587482789e+04
1.711255209402100445e+04,0.000000000000000000e+00,1.707138416587482789e+04,1.715372002216718101e+04
1.719488795031335758e+04,0.000000000000000000e+00,1.715372002216718101e+04,1.723605587845953778e+04
1.727722380660571798e+04,0.000000000000000000e+00,1.723605587845953778e+04,1.731839173475189455e+04
1.735955966289807111e+04,0.000000000000000000e+00,1.731839173475189455e+04,1.740072759104425131e+04
1.744189551919042788e+04,0.000000000000000000e+00,1.740072759104425131e+04,1.748306344733660444e+04
1.752423137548278464e+04,0.000000000000000000e+00,1.748306344733660444e+04,1.756539930362896121e+04
1.760656723177513777e+04,0.000000000000000000e+00,1.756539930362896121e+04,1.764773515992131797e+04
1.768890308806749817e+04,0.000000000000000000e+00,1.764773515992131797e+04,1.773007101621367474e+04
1.777123894435985130e+04,0.000000000000000000e+00,1.773007101621367474e+04,1.781240687250602787e+04
1.785357480065220443e+04,0.000000000000000000e+00,1.781240687250602787e+04,1.789474272879838463e+04
1.793591065694456483e+04,0.000000000000000000e+00,1.789474272879838463e+04,1.797707858509074140e+04
1.801824651323691796e+04,0.000000000000000000e+00,1.797707858509074140e+04,1.805941444138309816e+04
1.810058236952927473e+04,0.000000000000000000e+00,1.805941444138309816e+04,1.814175029767545129e+04
1.818291822582163149e+04,0.000000000000000000e+00,1.814175029767545129e+04,1.822408615396780806e+04
1.826525408211398462e+04,0.000000000000000000e+00,1.822408615396780806e+04,1.830642201026016483e+04
1.834758993840634503e+04,0.000000000000000000e+00,1.830642201026016483e+04,1.838875786655252159e+04
1.842992579469869816e+04,0.000000000000000000e+00,1.838875786655252159e+04,1.847109372284487472e+04
1.851226165099105128e+04,0.000000000000000000e+00,1.847109372284487472e+04,1.855342957913723149e+04
1.859459750728341169e+04,0.000000000000000000e+00,1.855342957913723149e+04,1.863576543542958825e+04
1.867693336357576482e+04,0.000000000000000000e+00,1.863576543542958825e+04,1.871810129172194502e+04
1.875926921986812158e+04,0.000000000000000000e+00,1.871810129172194502e+04,1.880043714801429815e+04
1.884160507616047835e+04,0.000000000000000000e+00,1.880043714801429815e+04,1.888277300430665491e+04
1.892394093245283148e+04,0.000000000000000000e+00,1.888277300430665491e+04,1.896510886059901168e+04
1.900627678874518824e+04,0.000000000000000000e+00,1.896510886059901168e+04,1.904744471689136481e+04
1.908861264503754501e+04,0.000000000000000000e+00,1.904744471689136481e+04,1.912978057318372157e+04
1.917094850132989814e+04,0.000000000000000000e+00,1.912978057318372157e+04,1.921211642947607834e+04
1.925328435762225854e+04,0.000000000000000000e+00,1.921211642947607834e+04,1.929445228576843510e+04
1.933562021391461167e+04,0.000000000000000000e+00,1.929445228576843510e+04,1.937678814206078823e+04
1.941795607020696480e+04,0.000000000000000000e+00,1.937678814206078823e+04,1.945912399835314500e+04
1.950029192649932520e+04,0.000000000000000000e+00,1.945912399835314500e+04,1.954145985464550176e+04
1.958262778279167833e+04,0.000000000000000000e+00,1.954145985464550176e+04,1.962379571093785853e+04
1.966496363908403509e+04,0.000000000000000000e+00,1.962379571093785853e+04,1.970613156723021166e+04
1.974729949537639186e+04,0.000000000000000000e+00,1.970613156723021166e+04,1.978846742352256842e+04
1.982963535166874499e+04,0.000000000000000000e+00,1.978846742352256842e+04,1.987080327981492519e+04
1.991197120796110539e+04,0.000000000000000000e+00,1.987080327981492519e+04,1.995313913610728196e+04
1.999430706425345852e+04,0.000000000000000000e+00,1.995313913610728196e+04,2.003547499239963508e+04
2.007664292054581165e+04,0.000000000000000000e+00,2.003547499239963508e+04,2.011781084869199185e+04
2.015897877683817205e+04,0.000000000000000000e+00,2.011781084869199185e+04,2.020014670498434862e+04
2.024131463313052518e+04,0.000000000000000000e+00,2.020014670498434862e+04,2.028248256127670538e+04
2.032365048942288195e+04,0.000000000000000000e+00,2.028248256127670538e+04,2.036481841756905851e+04
2.040598634571523871e+04,0.000000000000000000e+00,2.036481841756905851e+04,2.044715427386141528e+04
2.048832220200759184e+04,0.000000000000000000e+00,2.044715427386141528e+04,2.052949013015377204e+04
2.057065805829995224e+04,0.000000000000000000e+00,2.052949013015377204e+04,2.061182598644612881e+04
2.065299391459230537e+04,0.000000000000000000e+00,2.061182598644612881e+04,2.069416184273848194e+04
2.073532977088465850e+04,0.000000000000000000e+00,2.069416184273848194e+04,2.077649769903083870e+04
2.081766562717701891e+04,0.000000000000000000e+00,2.077649769903083870e+04,2.085883355532319547e+04
2.090000148346937203e+04,0.000000000000000000e+00,2.085883355532319547e+04,2.094116941161555224e+04
2.098233733976172880e+04,0.000000000000000000e+00,2.094116941161555224e+04,2.102350526790790536e+04
2.106467319605408557e+04,0.000000000000000000e+00,2.102350526790790536e+04,2.110584112420026213e+04
2.114700905234643869e+04,0.000000000000000000e+00,2.110584112420026213e+04,2.118817698049261890e+04
2.122934490863879910e+04,0.000000000000000000e+00,2.118817698049261890e+04,2.127051283678497566e+04
2.131168076493115223e+04,0.000000000000000000e+00,2.127051283678497566e+04,2.135284869307732879e+04
2.139401662122350535e+04,0.000000000000000000e+00,2.135284869307732879e+04,2.143518454936968556e+04
2.147635247751586576e+04,0.000000000000000000e+00,2.143518454936968556e+04,2.151752040566204232e+04
