Timestamp, Aggregate_Active_Power, Estimate_0, Estimate_1, Estimate_2, Estimate_3, Estimate_4, Estimate_5
04-Jan-2018 13:09:52, 205198, 202.269, 147.993, 479.944, 1009.46, 94131.8, 120521
31-Mar-2018 15:21:45, 203044, 0, 147.675, 477.928, 1004.63, 93859.6, 119807
01-Nov-2017 11:31:05, 82138.1, 0, 139.257, 382.845, 816.546, 80950.1, 0
29-Mar-2018 18:02:38, 0, 0, 0, 0, 0, 0, 0
12-Jan-2018 23:13:58, 109880, 159.172, 139.552, 401.518, 845.344, 83501.2, 91335.1
11-Jan-2018 20:14:53, 0, 0, 0, 0, 0, 0, 0
29-Dec-2017 12:16:17, 106615, 0, 139.467, 399.223, 841.511, 83188.3, 90422.7
17-Jan-2018 05:10:47, 92946.1, 151.703, 139.256, 389.897, 0, 81914.9, 86666.1
22-Feb-2018 22:12:33, 210701, 0, 148.832, 485.147, 1022.01, 94833.7, 122356
04-Jan-2018 09:24:40, 109720, 159.102, 139.548, 401.405, 845.154, 83485.8, 91290.2
31-Mar-2018 18:13:47, 153154, 178.516, 141.958, 434.383, 907.339, 87969.3, 103974
21-Feb-2018 21:57:31, 221.954, 0, 0, 338.639, 0, 0, 0
28-Mar-2018 10:48:49, 225049, 211.47, 151.198, 499.059, 1056.34, 96709.3, 127219
01-Nov-2017 22:30:38, 30503.4, 0, 0, 353.078, 0, 76853.6, 70795.1
16-Jan-2018 08:24:40, 178808, 190.158, 144.504, 456.018, 953.915, 90899.3, 111946
19-Jan-2018 19:02:45, 0, 0, 0, 0, 0, 0, 0
31-Mar-2018 10:13:19, 235530, 216.359, 153.092, 509.538, 1082.85, 98120.7, 130843
23-Dec-2017 02:20:34, 113663, 160.849, 139.668, 404.209, 849.934, 83868, 92399.4
30-Dec-2017 07:15:45, 26268.7, 122.843, 141.619, 350.924, 784.5, 76555.3, 69795.4
29-Dec-2017 06:00:52, 184625, 192.816, 145.198, 461.146, 965.493, 91592.8, 113804
17-Jan-2018 22:09:13, 4.93231, 0, 0, 0, 0, 0, 0
22-Feb-2018 19:50:37, 2.46615, 0, 0, 0, 0, 0, 0
22-Feb-2018 22:57:04, 223918, 0, 151.002, 497.944, 1053.55, 96559, 126832
22-Feb-2018 13:44:10, 241159, 0, 154.166, 515.277, 1097.6, 98893.1, 132813
13-Jan-2018 22:38:09, 207547, 203.354, 148.346, 482.156, 1014.78, 94430.2, 121302
22-Feb-2018 21:06:57, 0, 0, 0, 0, 0, 0, 0
31-Mar-2018 07:03:54, 156139, 179.864, 142.212, 436.818, 912.383, 88299.5, 104883
04-Jan-2018 04:55:16, 95784.6, 0, 0, 391.796, 0, 82174.4, 87437.9
12-Jan-2018 09:41:35, 217061, 207.758, 149.848, 491.252, 1036.95, 95657, 124498
11-Jan-2018 22:26:43, 181686, 191.472, 144.842, 458.545, 959.596, 91241.1, 112863
29-Mar-2018 03:54:14, 207441, 203.305, 148.33, 482.056, 1014.53, 94416.7, 121267
01-Nov-2017 14:27:13, 166507, 184.56, 143.18, 445.444, 930.67, 89468.3, 108079
31-Mar-2018 22:43:47, 95166, 0, 139.274, 391.381, 829.005, 82117.6, 87269.3
21-Feb-2018 06:32:09, 249461, 0, 155.824, 523.88, 1119.99, 100051, 135751
26-Dec-2017 02:58:42, 166918, 184.746, 143.221, 445.792, 931.419, 89515.3, 108207
12-Dec-2017 12:03:45, 203303, 0, 147.713, 478.17, 1005.21, 93892.3, 119892
01-Nov-2017 11:21:17, 98531.5, 0, 139.314, 393.653, 832.53, 82428, 0
31-Mar-2018 10:13:22, 231786, 214.61, 152.399, 505.764, 1073.24, 97612.5, 129542
12-Dec-2017 02:51:44, 86647.9, 148.94, 139.238, 385.753, 820.646, 81348.2, 84969.3
29-Dec-2017 01:10:22, 186872, 193.844, 145.477, 463.149, 970.066, 91863.6, 114526
12-Dec-2017 18:39:27, 0, 0, 0, 0, 0, 0, 0
13-Dec-2017 22:43:14, 179391, 190.424, 144.572, 456.528, 955.058, 90968.3, 112132
22-Feb-2018 21:02:06, 0, 0, 0, 0, 0, 0, 0
12-Jan-2018 14:18:19, 171817, 186.973, 143.728, 449.963, 940.498, 90080.1, 109738
30-Dec-2017 14:22:41, 172701, 187.375, 143.823, 450.722, 942.164, 90182.8, 110016
30-Dec-2017 17:51:11, 210127, 204.546, 148.742, 484.601, 1020.69, 94760.1, 122164
28-Mar-2018 08:27:18, 178721, 190.118, 144.494, 455.942, 953.745, 90889.1, 111919
28-Mar-2018 16:15:44, 209890, 204.437, 148.706, 484.376, 1020.14, 94729.7, 122085
28-Mar-2018 08:01:20, 230356, 213.943, 152.14, 504.332, 1069.61, 97419.6, 129047
12-Dec-2017 10:26:20, 14993, 0, 142.575, 0, 782.238, 75788.7, 67181.1
28-Mar-2018 07:39:15, 211805, 0, 149.004, 486.2, 1024.57, 94975.7, 122726
23-Dec-2017 08:04:43, 183397, 192.254, 145.048, 460.057, 963.017, 91445.5, 113410
31-Mar-2018 13:30:20, 233636, 215.474, 152.739, 507.625, 1077.97, 97863, 130184
03-Jan-2018 15:21:03, 183198, 192.163, 145.024, 459.881, 962.618, 91421.7, 113347
18-Jan-2018 06:09:58, 254499, 0, 156.873, 529.183, 1133.95, 100764, 137552
22-Feb-2018 23:25:30, 205524, 0, 148.042, 480.251, 1010.19, 94173.1, 120629
01-Nov-2017 05:26:59, 257596, 0, 157.533, 532.474, 1142.67, 101206, 138666
30-Dec-2017 08:38:22, 93786.6, 0, 0, 390.457, 0, 81991.5, 86894.2
03-Jan-2018 11:54:08, 22431.7, 121.209, 141.927, 349.011, 783.571, 76289.9, 68898
29-Mar-2018 22:08:11, 0, 0, 0, 0, 0, 0, 0
22-Feb-2018 02:36:46, 106422, 0, 139.462, 399.088, 841.288, 83169.9, 90369
19-Jan-2018 21:18:48, 2.05513, 0, 0, 0, 0, 0, 0
28-Mar-2018 21:37:26, 0, 0, 0, 0, 0, 0, 0
28-Mar-2018 23:21:25, 223397, 210.701, 150.912, 497.432, 1052.27, 96490, 126654
11-Jan-2018 22:08:53, 212.089, 0, 0, 338.634, 0, 0, 0
22-Feb-2018 18:47:10, 0, 0, 0, 0, 0, 0, 0
12-Jan-2018 23:37:50, 195.648, 0, 0, 338.627, 0, 0, 0
12-Dec-2017 20:42:09, 0, 0, 0, 0, 0, 0, 0
19-Jan-2018 05:39:03, 183095, 192.116, 145.011, 459.789, 962.411, 91409.4, 113314
17-Jan-2018 14:02:35, 115861, 161.824, 139.744, 405.789, 852.674, 84083.3, 93021.3
01-Nov-2017 15:51:55, 172874, 187.454, 143.841, 450.871, 942.491, 90203, 110071
12-Dec-2017 19:08:30, 0.411026, 0, 0, 0, 0, 0, 0
12-Jan-2018 22:12:21, 90271.5, 150.529, 139.242, 388.126, 824.103, 81672.7, 85942.9
04-Jan-2018 11:49:30, 184058, 192.556, 145.128, 460.643, 964.348, 91524.7, 113622
22-Feb-2018 12:07:35, 262449, 229.016, 158.593, 537.677, 1156.55, 101906, 140422
12-Dec-2017 03:15:51, 209909, 204.446, 148.708, 484.394, 1020.19, 94732.1, 122091
22-Feb-2018 13:44:11, 216889, 0, 149.82, 491.086, 1036.54, 95634.6, 124440
04-Jan-2018 15:24:21, 110877, 159.614, 139.581, 402.223, 846.539, 83597.5, 91614.8
12-Dec-2017 11:46:53, 161514, 182.296, 142.697, 441.257, 921.714, 88901.1, 106533
28-Mar-2018 23:24:50, 268736, 231.992, 160.01, 544.503, 1174.92, 102823, 142716
12-Jan-2018 01:49:03, 182781, 191.973, 144.973, 459.512, 961.782, 91371.8, 113213
13-Jan-2018 23:54:58, 147143, 175.807, 141.482, 429.545, 897.483, 87313, 102157
31-Mar-2018 11:06:26, 218290, 208.328, 150.051, 492.443, 1039.88, 95817.6, 124915
16-Jan-2018 21:06:35, 0.411026, 0, 0, 0, 0, 0, 0
03-Jan-2018 13:46:46, 176422, 189.07, 144.232, 453.938, 949.275, 90618, 111190
29-Mar-2018 12:15:51, 101846, 155.622, 139.366, 0, 836.125, 82737.2, 89100.5
12-Jan-2018 03:52:09, 238214, 217.615, 153.599, 512.265, 1089.84, 98487.8, 131780
13-Dec-2017 13:27:49, 181264, 191.279, 144.792, 458.173, 958.757, 91190.8, 112728
22-Feb-2018 16:10:15, 203264, 0, 147.707, 478.133, 1005.12, 93887.4, 119879
19-Jan-2018 01:49:16, 65309.5, 139.635, 139.552, 372.431, 803.243, 79521.9, 79380.6
29-Mar-2018 14:01:06, 183863, 192.467, 145.104, 460.47, 963.955, 91501.3, 113560
01-Nov-2017 10:43:49, 2748.94, 0, 0, 339.758, 0, 0, 0
18-Jan-2018 06:16:47, 159521, 181.393, 142.513, 439.603, 918.216, 88677, 105919
29-Dec-2017 21:43:04, 0, 0, 0, 0, 0, 0, 0
31-Mar-2018 11:06:29, 250368, 223.318, 156.01, 524.831, 1122.48, 100179, 136074
13-Jan-2018 23:41:12, 183709, 192.397, 145.086, 460.333, 963.645, 91482.9, 113510
29-Mar-2018 22:32:25, 125731, 166.215, 140.158, 413.027, 865.638, 85068.7, 95846.5
27-Mar-2018 15:17:26, 184095, 192.573, 145.133, 460.676, 964.422, 91529.2, 113634
29-Dec-2017 04:54:35, 178093, 189.832, 144.422, 455.393, 952.518, 90814.8, 111719
31-Mar-2018 06:39:10, 0, 0, 0, 0, 0, 0, 0
29-Dec-2017 09:28:58, 108896, 158.737, 139.525, 400.823, 844.177, 83406.5, 91059.5
18-Jan-2018 09:36:38, 181472, 191.374, 144.817, 458.356, 959.171, 91215.6, 112795
28-Mar-2018 14:27:08, 217626, 208.02, 149.941, 491.799, 1038.29, 95730.8, 124690
04-Jan-2018 09:46:45, 92485.7, 0, 139.253, 389.591, 826.288, 81873, 0
13-Dec-2017 09:35:16, 116211, 161.979, 139.756, 406.041, 853.115, 84117.7, 93120.6
31-Mar-2018 07:08:38, 172787, 187.414, 143.832, 450.796, 942.327, 90192.8, 110043
01-Nov-2017 08:29:42, 68990.7, 141.234, 139.457, 374.65, 805.884, 79826.6, 80327.1
01-Nov-2017 06:18:23, 265228, 0, 159.213, 540.683, 1164.62, 102310, 141433
26-Dec-2017 05:53:35, 152287, 178.125, 141.887, 433.68, 905.893, 87873.9, 103711
04-Jan-2018 16:27:01, 218979, 208.648, 150.165, 493.113, 1041.54, 95907.8, 125148
30-Dec-2017 13:40:50, 171197, 186.691, 143.662, 449.432, 939.334, 90008.2, 109544
31-Mar-2018 17:38:25, 154198, 178.987, 142.046, 435.232, 909.092, 88084.5, 104291
13-Jan-2018 23:11:37, 184983, 192.98, 145.242, 461.465, 966.218, 91635.8, 113919
03-Jan-2018 09:10:05, 12821.1, 0, 142.778, 0, 781.965, 75645.7, 66685.4
21-Feb-2018 19:30:15, 0, 0, 0, 0, 0, 0, 0
22-Feb-2018 05:47:48, 14823.6, 0, 0, 345.323, 0, 75777.5, 67142.3
19-Jan-2018 15:26:57, 250513, 0, 156.04, 524.983, 1122.88, 100199, 136126
27-Mar-2018 10:04:07, 108820, 158.703, 139.523, 400.77, 844.087, 83399.2, 91038.2
29-Dec-2017 01:11:11, 185574, 193.25, 145.315, 461.991, 967.417, 91706.9, 114109
22-Feb-2018 10:20:59, 18029.6, 0, 142.302, 346.86, 782.708, 75991.2, 67878.3
21-Feb-2018 07:57:03, 90794.8, 0, 0, 388.471, 824.615, 81719.9, 86084.1
28-Mar-2018 22:36:22, 205984, 202.632, 148.11, 480.683, 1011.23, 94231.4, 120782
29-Mar-2018 23:19:15, 186080, 193.482, 145.378, 462.442, 968.448, 91767.9, 114271
13-Dec-2017 12:20:25, 2356.82, 0, 0, 339.584, 0, 0, 0
26-Dec-2017 15:29:25, 140278, 172.722, 140.995, 424.128, 886.719, 86577.6, 100107
22-Feb-2018 09:19:52, 209135, 0, 148.589, 483.659, 1018.41, 94633, 121832
16-Jan-2018 15:53:37, 231336, 0, 152.317, 505.313, 1072.1, 97551.7, 129386
03-Jan-2018 08:36:03, 117396, 162.506, 139.8, 406.899, 854.619, 84234.5, 93457.2
23-Dec-2017 02:48:33, 180169, 190.779, 144.663, 457.21, 956.59, 91060.6, 112379
28-Mar-2018 08:01:17, 258889, 227.334, 157.812, 533.855, 1146.34, 101392, 139132
29-Dec-2017 16:09:43, 98103.6, 0, 139.308, 393.362, 832.075, 82388.4, 88071.6
17-Jan-2018 22:39:06, 185113, 193.039, 145.258, 461.58, 966.481, 91651.5, 113961
16-Jan-2018 13:39:40, 181308, 191.299, 144.797, 458.212, 958.845, 91196, 112742
29-Dec-2017 09:23:58, 226179, 0, 151.396, 500.176, 1059.14, 96859.8, 127607
27-Mar-2018 09:21:47, 94361.2, 0, 0, 390.841, 0, 82044, 0
01-Nov-2017 16:51:05, 191.949, 0, 0, 338.626, 0, 0, 0
17-Jan-2018 21:19:29, 0, 0, 0, 0, 0, 0, 0
11-Jan-2018 13:30:48, 115603, 161.709, 139.734, 405.603, 852.349, 84057.9, 92948.2
21-Feb-2018 21:17:53, 0, 0, 0, 0, 0, 0, 0
19-Jan-2018 13:33:04, 253606, 0, 156.684, 528.239, 1131.45, 100637, 137232
04-Jan-2018 22:11:52, 43603.7, 0, 0, 360.016, 0, 77812.7, 73949.3
29-Mar-2018 03:54:15, 204506, 0, 147.89, 479.295, 1007.9, 94044.2, 120291
01-Nov-2017 16:35:54, 177455, 189.541, 144.349, 454.837, 951.276, 90739.5, 111517
12-Jan-2018 11:58:51, 222130, 210.112, 150.696, 496.188, 1049.17, 96322.4, 126221
17-Jan-2018 16:05:47, 108412, 158.523, 139.512, 400.483, 843.606, 83360.1, 90924.1
31-Mar-2018 15:40:22, 100748, 0, 139.347, 395.164, 834.921, 82634.4, 88797.9
03-Jan-2018 08:56:57, 95691.7, 0, 0, 391.734, 0, 82165.9, 87412.5
27-Mar-2018 08:56:51, 93957.6, 0, 0, 390.572, 0, 82007.1, 0
17-Jan-2018 14:24:03, 36594.4, 127.255, 140.885, 356.252, 787.81, 77292.8, 72250.1
12-Dec-2017 18:42:53, 1.6441, 0, 0, 0, 0, 0, 0
21-Feb-2018 07:13:20, 181084, 191.197, 144.771, 458.015, 958.4, 91169.4, 112671
