timestamp,active_power_1,active_power_2,active_power_3,active_power_4,active_power_5,active_power_6,active_power_7,active_power_8
31-Mar-2018 20:14:21,1218.61,1320.87,3334.32,5444.77,54131.1,43956.2,85291.9,84447.1
29-Mar-2018 06:06:50,1149.06,1245,3173.28,5461.3,4223.29,5467.87,84324,82307.1
28-Mar-2018 13:26:10,907.134,1009.4,3282.53,5674.54,55252.7,46363.7,85496.2,86206.9
21-Feb-2018 20:16:47,0,0.493231,1.31528,0,0,0,2.46615,0
22-Feb-2018 10:06:26,477.612,350.852,3735.07,6605.02,3941.19,4958.61,73214.6,4501.35
21-Feb-2018 04:44:25,1139.03,1202.17,3262.15,5332.32,56639.1,39174,85460.5,82618.6
29-Mar-2018 16:53:16,0,0,0,0.246615,0,0,0,1.6441
22-Feb-2018 18:28:18,0,0,0,0,0,0,2.26064,0
29-Mar-2018 07:35:42,1198.96,1237.68,3358,5572.27,54509.8,48276.8,33618.6,81131.7
27-Mar-2018 17:15:42,0,0,1.06867,0.16441,0,0,0,0
29-Mar-2018 03:24:04,0,11.1799,3249.98,5584.44,4173.01,5517.75,84209.9,3909.27
27-Mar-2018 20:59:42,0,0.575436,0.575436,0,0,0,0,0.822051
28-Mar-2018 00:18:25,1106.15,1123.91,3292.4,5474.53,26259.9,41072.8,88337.2,85404.1
28-Mar-2018 02:28:02,1068.5,1102.54,3118.53,5425.7,55256.8,47982.6,83626.9,83101.2
22-Feb-2018 07:19:42,775.934,882.719,3382.66,5834.92,4129.58,5271.13,63300.4,41382.9
31-Mar-2018 22:31:54,1253.46,1254.61,3459.85,5722.13,54547.9,50744.8,36511.8,77988.2
27-Mar-2018 00:16:46,1058.69182491942,1110.56756628795,3299.26755241375,5383.28384245594,45534.379974229,49479.6333752,82154.3884546284,82155.4365148477
22-Feb-2018 20:31:55,0,0.0822051,0,0.246615,0,0,0,0
31-Mar-2018 03:08:23,0,0,0,0,0,0,0.411026,1.6441
22-Feb-2018 06:55:33,431.001,317.641,3332.51,5898.22,54591.7,50159,5207.49,5752.1
31-Mar-2018 23:34:42,1238.91,1261.6,3297.99,5358.38,4577.59,5618.17,4533.61,81514.8
22-Feb-2018 07:20:31,951.278,991.641,3404.69,5887.61,4099.3,5255.79,58643.9,48031.8
29-Mar-2018 15:15:22,982.516,1014,3170.16,5574.66,4142.18,5256.88,83605.9,82987.7
29-Mar-2018 18:56:12,0.328821,0.822051,0,0.328821,0,0,0,0.411026
28-Mar-2018 06:50:30,1038.33,1127.44,3202.55,5393.64,51471.4,49769.6,88032.9,82348.2
21-Feb-2018 17:53:39,0,0.246615,0,0,0,0,1.84962,0.411026
31-Mar-2018 08:56:22,1084.45,1130.81,3252.03,5368.16,3752.25,5192.21,73170.2,84350.5
21-Feb-2018 09:13:20,694.551,857.153,3195.81,5773.6,32354.7,30058.6,88373.6,49414.5
22-Feb-2018 22:11:12,1237.93,1266.53,3434.86,5689.17,3982.98,5191.25,85112.5,81220.3
22-Feb-2018 07:56:28,471.118,336.877,5.91877,0.0822051,3860.9,5204.68,1890.1,3449.12
27-Mar-2018 16:00:37,452.128,10.6045,3380.44,5728.79,5669.28,6919.21,90819.6,20428.4
29-Mar-2018 09:03:29,1201.59,1228.64,3127.33,5356.4,51951,51873.9,86036.3,84019
28-Mar-2018 20:32:43,0.493231,0,0,0,0,0,0,2.87718
28-Mar-2018 20:40:07,0,0.411026,0,0,0,0,1.84962,0.616539
29-Mar-2018 12:33:18,0,1.97292,5303.14,0,3792.26,5337.03,3072.62,2007.04
28-Mar-2018 19:36:18,0,1.06867,0,0,0,0,0,0
27-Mar-2018 22:12:46,0,0,16.441,0,0,0,2709.69,3187.09
29-Mar-2018 19:13:53,0.328821,0,0,0.493231,0,0,0,1.6441
21-Feb-2018 05:27:06,1132.79,1197.89,3249.32,5351.39,52624.4,47384.1,89363.8,83430.8
22-Feb-2018 20:08:41,0.822051,0.328821,0,0,0,0,1.84962,1.6441
27-Mar-2018 19:24:00,0.575436,0.246615,0,0.0822051,0,0,0,0
21-Feb-2018 16:43:16,1158.11,1160.9,3093.3,5531.75,40255.2,48751.5,83062.7,83010.5
29-Mar-2018 12:09:46,1146.68,1236.69,3334.57,5605.32,3958.45,5223.04,86053,82059.2
28-Mar-2018 15:30:46,990.407,1042.69,3383.56,5776.06,51950.9,34493.4,85630.8,78790.7
28-Mar-2018 06:01:09,1109.28,1166.24,3164.98,5409.18,44895.9,45186.8,87736.1,83649.3
28-Mar-2018 22:24:14,0,11.9197,3561.13,6088.69,4243.29,5821.08,76808.4,8234.08
28-Mar-2018 16:24:51,729.324,811.282,3319.44,5498.62,7240.77,6309.24,78646.7,58435.7
22-Feb-2018 06:39:59,1190.41,1274.67,3239.13,5297.63,53210,46486.9,84158.5,78931.5
21-Feb-2018 15:51:43,0,0.822051,4661.28,0,3852.68,5102.06,86098.4,2113.7
22-Feb-2018 12:17:16,970.76,1036.77,3309.99,5784.04,54135.5,48248.5,78145.8,85645
29-Mar-2018 21:38:04,0,0,0,0.16441,0,0,0,0
27-Mar-2018 00:57:50,1072.04,1133.12,3300.45,5588.55,3911.05,5542.68,86005.5,82757.1
31-Mar-2018 19:32:24,1136.9,1219.51,3259.35,5690.9,60075.4,54298.5,86090.8,87139.5
31-Mar-2018 05:08:12,0,0.986462,0,0.328821,0,0,0.616539,1.84962
31-Mar-2018 17:15:03,1025.92,1039.89,3280.23,5416.91,55913.3,56034.2,82408.2,83007.5
22-Feb-2018 12:06:40,1047.62,1088.81,3342.3,5783.05,53860,48432.4,84446.2,81824.5
22-Feb-2018 20:46:15,0,0.739846,0,0,0,0,0,1.23308
22-Feb-2018 00:55:14,1218.36,1265.05,3223.18,5256.03,40336,48321.6,89888.2,80381.2
21-Feb-2018 03:54:23,0,10.6867,3440.61,5923.46,4300.84,5415.67,89228.1,1921.55
21-Feb-2018 23:40:08,1163.61,1194.03,3204.27,5521.64,55009.2,47606.5,82890.3,81934.5
29-Mar-2018 08:22:40,479.009,352.742,2.13733,0,55832.2,50875.7,2853.34,1422.77
22-Feb-2018 01:45:38,1067.43,1152.93,3286.48,5573.26,18954.6,22076.1,75343.7,72298
31-Mar-2018 02:42:26,0.411026,0,0,0.16441,0,0,1.43859,0
27-Mar-2018 06:51:50,1028.8,1084.61,3121.66,5282.5,50917.5,44984.8,85534.4,83145.6
28-Mar-2018 02:13:58,397.791,280.813,3603.63,6041.09,40957.2,33209.5,4153.62,3521.87
21-Feb-2018 18:56:42,0.411026,0,0.822051,0.986462,0,0,0.205513,0
21-Feb-2018 15:00:49,1000.44,1058.47,3421.79,5917.87,4660.76,6681.09,67490.6,57306.4
29-Mar-2018 15:47:47,1009.31,1055.02,3331.36,5680.79,4278.78,5360.19,83061.9,84765.6
29-Mar-2018 18:53:37,0.411026,0,0,0,0,0,1.23308,0
29-Mar-2018 13:43:36,1046.31,1079.93,3356.52,5737.84,52558.8,50795.8,67604.5,88787.7
21-Feb-2018 14:13:29,421.466,325.615,3486.07,5401.95,4188.9,5434.99,86036.1,16364.2
31-Mar-2018 10:31:09,986.462,1029.37,3294.86,5473.3,4109.98,5172.21,83315.3,84005.6
29-Mar-2018 00:59:19,423.85,301.035,61.4072,0,15382.1,11645.3,3081.25,1469.62
28-Mar-2018 06:02:25,1109.19,1187.12,3203.95,5599.24,48833.6,44064.3,86871.3,84527.8
28-Mar-2018 00:31:14,1091.52,1124.07,3172.87,5407.21,51580.3,50831.5,85402.5,86352.2
27-Mar-2018 09:17:11,0,1.06867,4876.49,0,3903.65,5403.07,82622.5,0
28-Mar-2018 11:13:15,1035.13,1061.35,3142.21,5717.37,52741.9,47501,85395.5,73978.2
27-Mar-2018 22:53:17,0,0.575436,4905.43,0,3969.41,5549.53,84996.2,1017.7
28-Mar-2018 12:38:25,994.024,1017.95,3214.88,5327.96,56135.8,39363.7,87926.4,82670.8
22-Feb-2018 00:00:02,1169.61,1157.12,3286.73,5529.45,44755.8,49412.6,84825.8,84017.6
29-Mar-2018 21:59:47,0,0.246615,0,0,0,0,0,0
22-Feb-2018 15:07:29,0,10.6045,3459.52,5704.95,3730.2,4991.77,72006.4,4642.33
27-Mar-2018 09:07:05,0,0.0822051,4772.67,0,3540.3,5400.74,86941.8,0
22-Feb-2018 07:21:04,943.386,1004.3,3474.15,5863.94,4061.89,5273.87,60712.2,53138.2
28-Mar-2018 05:56:10,1043.92,1105,3134.81,5317.6,41359.7,51678.7,86102.9,87990.3
27-Mar-2018 17:37:10,0.328821,0,0.657641,0.657641,0,0,0.616539,1.23308
31-Mar-2018 09:40:18,0,0.739846,4596.99,0,3697.59,5154.95,81646.3,397.256
22-Feb-2018 15:41:55,0,0.904256,4723.51,0,53686,48540.1,88937.3,0
28-Mar-2018 10:53:36,850.741,929.74,3363.42,5675.2,31371.9,48160.4,86990.7,61518.4
22-Feb-2018 10:20:23,0,11.8375,3697.67,6225.89,53708,45687.8,4257.4,2382.1
28-Mar-2018 02:45:35,1089.96,1123.91,3152.65,5620.04,53620.1,50775.4,84369.2,84500.9
31-Mar-2018 19:15:56,750.615,848.768,3694.71,6506.12,56886.2,51840.5,64004.3,46953.7
22-Feb-2018 03:16:50,1099.16,1176.44,3313.2,5496.07,52581.1,50802.9,85377,88097.6
21-Feb-2018 15:19:52,805.281,893.077,3407.73,5917.62,3690.6,4753.65,8836.23,54989.3
22-Feb-2018 06:15:15,0,0,4932.88,0,55783.4,48817.7,2052.46,2113.7
27-Mar-2018 10:30:04,542.472,513.042,3205.34,6342.87,3639.22,5464.72,85506.7,19894.1
31-Mar-2018 01:19:16,0,0.986462,0,0.0822051,0,0,0,0
21-Feb-2018 05:45:58,445.634,305.885,3676.13,6007.88,53449.4,44224,3247.1,6013.1
27-Mar-2018 04:52:26,1108.21,1147.01,3353.39,5762.66,56100.9,21480.6,84162.2,82606.7
27-Mar-2018 23:14:01,447.771,339.178,3801.99,6020.62,3948.72,5456.91,4552.52,5638.45
22-Feb-2018 10:09:39,1002.82,1018.03,3395.89,6600.74,3851.86,4921.62,79118.1,48097.2
22-Feb-2018 10:47:21,469.885,345.015,3512.87,6674.56,46668,53490.7,42491.2,1026.74
21-Feb-2018 09:30:24,1205.62,1300.65,3387.51,5519.99,35426.7,35891.6,61816.6,84955.1
21-Feb-2018 19:23:21,0.16441,0,0,0,0,0,1.43859,0.616539
21-Feb-2018 14:31:20,0,0.16441,10.7689,0,40164.3,48176.7,0,0
29-Mar-2018 05:05:17,1134.92,1150.87,3319.53,5448.47,3791.44,5224.27,86283.9,82083.3
21-Feb-2018 03:56:47,0,10.1934,3423.19,5807.13,54255.4,42329.3,90813.2,1352.27
27-Mar-2018 02:59:02,1097.27,1151.94,3137.28,5629.24,53945.3,54955.2,83969.5,79234.2
27-Mar-2018 11:16:21,1106.23,1143.64,3322.16,5728.63,3750.2,5545.01,84883.6,84989.8
22-Feb-2018 16:50:42,0,11.4265,3496.68,5917.78,0,0,2580.01,2350.04
27-Mar-2018 15:45:15,1041.21,1068.58,3055.07,5724.11,52230.4,46028,83701.7,85567.3
27-Mar-2018 11:12:01,1052.06,1134.51,3223.92,5415.92,3890.77,5567.75,86208.3,83897.9
28-Mar-2018 10:36:42,919.3,967.719,3325.94,6076.36,4149.3,5672.29,15875.5,65881.5
31-Mar-2018 04:22:24,0,0,0,0,0,0,0,0
22-Feb-2018 04:01:24,564.338,586.698,3220.88,5656.21,4432.77,5673.39,88357.4,41909
27-Mar-2018 08:44:55,0,0.411026,5336.43,0,34745.6,32946.7,32868.7,0
31-Mar-2018 18:09:55,959.745,945.359,3340.08,5854.81,4066.69,5386.77,133835,63879.3
31-Mar-2018 04:21:47,0,0.657641,0,0,0,0,0,0.205513
27-Mar-2018 09:01:18,0,0.986462,4890.88,0,6246.22,7490.53,90537.2,0
22-Feb-2018 10:30:59,0,12.0842,0,6485.66,37348.9,38263.2,2808.74,2169.6
31-Mar-2018 10:02:56,913.217,1004.55,3724.47,6077.59,3785.96,5154.67,9133.2,60858.7
21-Feb-2018 23:34:33,1221.32,1225.27,3233.13,5290.31,34920.9,32180.4,85106.6,81511.5
31-Mar-2018 00:26:41,0,0,0,0,0,0,1.6441,0
28-Mar-2018 11:29:15,970.514,1012.27,3235.35,5618.31,3730.06,5252.36,86394.7,78659.8
21-Feb-2018 20:09:55,0,0,0.493231,0,0,0,0,0.822051
21-Feb-2018 15:59:52,704.251,836.273,0,6235.34,3970.51,4983,2614.95,64824.9
27-Mar-2018 20:33:44,0.493231,0.739846,0.986462,0,0,0,0.822051,0
29-Mar-2018 15:12:55,1007.92,1029.62,3173.53,5703.89,53659.1,50938.7,84414.4,83696.1
22-Feb-2018 23:48:56,1089.71,1106.4,3289.85,5614.53,54895.2,47530.3,87758.9,69350.9
29-Mar-2018 21:49:24,0,0.657641,0,0,0,0,0,2.26064
28-Mar-2018 00:17:27,1083.3,1121.44,3240.36,5619.71,37792,57017.3,85214.2,85771.8
31-Mar-2018 19:13:04,488.463,366.799,3637.33,6520.92,57195.2,49102.1,12134.7,6588.12
28-Mar-2018 02:10:42,405.107,288.869,3541.23,5995.38,58383.3,50454.5,3598.53,2686.87
31-Mar-2018 16:34:33,975.939,1006.03,3200.08,5473.38,55613.7,54690.5,82114.9,80333.7
21-Feb-2018 11:57:32,1165.18,1264.4,3143.44,5278.23,38318,41398.1,85693.9,84608.4
27-Mar-2018 19:12:13,0.328821,0,1.06867,0.16441,0,0,1.84962,0
27-Mar-2018 23:38:41,1092.59,1142.24,3243.49,5441.49,56721.7,49887,87690.3,86801
29-Mar-2018 09:12:11,393.516,281.306,3151.42,5894.6,4133.14,5498.02,87089.8,2113.49
29-Mar-2018 10:03:02,1191.32,1281.66,3169.58,5412.63,55807.4,50430.8,84998.7,73973.9
27-Mar-2018 04:06:28,1139.61,1152.76,3339.09,5529.45,55897.4,52303.8,85817,83665.3
29-Mar-2018 04:15:34,1153.17,1195.76,3227.46,5424.8,4506.76,5706.82,84066.9,83157.9
27-Mar-2018 01:38:48,1070.64,1109.93,3187.34,5450.69,50513.3,42548.6,83043.8,83842.9
29-Mar-2018 21:59:06,0.328821,0,0,0,0,0,2.26064,0
27-Mar-2018 20:05:04,0.986462,0,0.16441,0,0,0,1.23308,1.6441
22-Feb-2018 14:54:50,0,11.5087,3663.23,5894.85,56207.1,48852.2,2430.39,7805.38
29-Mar-2018 19:25:13,0.575436,1.15087,0,0,0,0,1.6441,1.6441
31-Mar-2018 17:27:47,995.34,1007.1,3158.32,5744.08,55253.1,50643.6,84595.9,80192.1
27-Mar-2018 10:20:18,954.895,1007.34,3248.99,6242.58,3706.08,5372.93,84685.1,55066.5
22-Feb-2018 10:24:47,0,10.1934,0,6338.59,54502.3,45587.1,2465.74,3902.07
31-Mar-2018 08:10:01,1108.04,1139.69,3285.99,5681.77,43789.9,42282.2,84050.4,81917.2
27-Mar-2018 03:05:45,1125.39,1158.52,3244.72,5431.29,4009.69,5819.3,82597.9,85784.1
21-Feb-2018 00:50:56,1275.58,1396.83,3405.35,5384.02,30317.3,38059.5,24376.7,85056.2
28-Mar-2018 06:50:42,1055.76,1097.27,3191.86,5593.32,55303.6,50723.7,87555.5,82356
28-Mar-2018 13:37:05,876.718,959.498,3332.84,5827.69,3756.5,5052.33,51952.8,62748
31-Mar-2018 16:33:03,971.665,1030.61,3223.51,5686.05,3824.32,5132.34,91088,80088.8
22-Feb-2018 14:13:46,1210.14,1258.15,3266.09,5923.78,3850.08,4990.54,83302.4,74020.2
21-Feb-2018 22:00:31,0,0,13.235,0.822051,0,0,0,1.43859
22-Feb-2018 05:17:55,1120.04,1200.11,3241.76,5434.58,57236,51251.8,83245.9,80403.4
21-Feb-2018 05:12:38,694.633,787.032,3346.98,5733.15,52064.5,42569,48318.1,51897.9
28-Mar-2018 18:39:00,0.0822051,0,0,0,0,0,2.05513,0
29-Mar-2018 12:10:13,1163.94,1255.44,3209.37,5730.68,3903.78,5221.81,86748.6,80961
31-Mar-2018 20:44:10,1232.09,1312.32,3271.76,5380.33,52880,49139.9,85378.9,85103.7
29-Mar-2018 21:50:04,0,0,0,0,0,0,0,0.205513
31-Mar-2018 22:18:42,507.123,323.724,3265.19,5673.88,3712.93,5015.61,78227.8,18149.7
31-Mar-2018 14:36:24,975.939,1021.56,3132.26,5501.33,51655.1,45237.9,83568.7,80592.5
28-Mar-2018 18:15:09,0.575436,0,0,0,0,0,1.6441,0
29-Mar-2018 13:39:49,1101.96,1143.47,3307.77,5689.01,4413.87,5556.79,8467.95,83098.7
27-Mar-2018 16:12:04,1050.42,1083.55,3143.94,5267.71,56330.2,32555,86277.6,82408.8
29-Mar-2018 13:49:43,1067.35,1098.1,3243.81,5716.96,56348.3,51591.8,77922.9,87716.2
27-Mar-2018 01:12:25,1091.11,1137.06,3152.24,5424.96,52888,50738.5,85524.6,83148.9
31-Mar-2018 22:54:46,1179.56,0,3260.01,5627.27,57691.4,50181,83977.5,76375.1
28-Mar-2018 20:57:37,0,0.328821,0,0,0,0,0.411026,1.84962
29-Mar-2018 04:23:09,1139.36,1206.36,3227.78,5425.7,51875.4,50547.9,81991,84080.6
31-Mar-2018 16:05:58,979.639,1063.65,3191.29,5617.49,55568.1,47765.4,85711.2,79855.7
22-Feb-2018 02:58:57,1149.47,1224.53,3308.84,5367.58,53781.5,46229.8,85195.3,82412.1
31-Mar-2018 09:37:09,0,1.06867,4654.13,0,3697.59,5231.81,88553.4,512.96
22-Feb-2018 13:22:03,1015.64,1110.1,3183.8,5418.3,3902.14,5018.21,86839.9,81564.1
21-Feb-2018 17:57:38,0,0,0,0,0,0,0,0
31-Mar-2018 06:12:48,0,0,0,0,0,0,1.43859,2.05513
27-Mar-2018 09:09:46,0,0.493231,4803.9,0,55873.7,48019.4,86598.6,0
22-Feb-2018 05:43:31,418.013,293.637,15.7012,0,4449.35,5628.72,2851.29,2433.07
31-Mar-2018 01:22:35,0.493231,0,0,0,0,0,0,0
27-Mar-2018 20:19:59,1.15087,0.493231,0.986462,0,0,0,0,1.43859
22-Feb-2018 12:49:40,1022.3,1077.22,3097.08,5744.49,52629.9,47861.2,87421.5,86038.4
27-Mar-2018 14:15:06,0,10.9333,3317.8,5958.89,0,0,88620.6,1807.9
27-Mar-2018 12:51:07,1055.92,1068.67,3102.09,5437.95,43067.3,53531.3,85443.4,80365
22-Feb-2018 22:38:53,1245.08,1249.19,3398.03,5652.67,34242.7,52614.2,86260.5,77704
31-Mar-2018 22:08:03,976.268,997.148,3331.61,5855.55,3887.75,5249.48,56830.1,50375.1
28-Mar-2018 12:38:23,973.555,1033.07,3279,5561.67,56097.7,36871.5,86153.9,80791.6
31-Mar-2018 23:36:28,1193.21,1272.29,3379.04,5616.25,57913.8,47835.7,68993.7,81899.5
28-Mar-2018 15:23:59,1005.94,1057.65,3240.69,5661.96,53450.6,37195.6,84757,81815.9
21-Feb-2018 14:51:57,0,0.493231,19.647,0,27419.9,25906.8,0,1795.36
21-Feb-2018 04:16:06,0,10.9333,3675.88,6713.53,31763.5,25796.7,5070.41,3265.8
28-Mar-2018 15:44:22,993.285,1029.29,3321.25,5976.72,57963.8,49425.2,80465.3,72920.3
28-Mar-2018 04:56:44,602.975,695.62,0,6167.36,54221.6,45787.9,2990.42,45521.7
27-Mar-2018 08:47:01,0,1.72631,5279.46,0,45588.2,53883.1,79302.7,0
21-Feb-2018 20:29:41,0,0,0,0,0,0,0,0
28-Mar-2018 11:35:44,966.075,998.792,3358,5443.21,55095.8,50171.4,82751,82414.6
22-Feb-2018 10:02:11,733.188,844.493,3721.51,6399.5,3747.32,4895.04,22159.6,46648.7
27-Mar-2018 14:54:21,686.413,806.843,3265.52,5731.51,55394.5,48138.2,86392,56518.5
31-Mar-2018 06:04:44,0,0.328821,0,0,0,0,2.05513,0.616539
27-Mar-2018 09:40:09,0,10.8511,3364.33,6557.01,3564,5553.5,77257.4,208.185
21-Feb-2018 21:53:47,0,0.493231,0.0822051,0.328821,0,0,0.616539,0.822051
27-Mar-2018 11:25:44,1072.2,1131.88,3207.15,5706.27,3694.16,5346.62,86126.7,85348
22-Feb-2018 05:58:52,0.411026,0,9.70021,0,54427.7,45977.5,0,0
28-Mar-2018 22:06:19,0.657641,0,4.35687,0,0,0,0,0
27-Mar-2018 20:19:39,0,0.246615,0.246615,0,0,0,0.205513,0
22-Feb-2018 14:44:44,726.365,755.219,3472.59,5921.98,54587,4550.6,4804.68,62716.4
22-Feb-2018 15:37:46,0,9.45359,3469.88,5667.88,3970.37,5133.71,80847.3,0
29-Mar-2018 12:37:01,0,0.986462,5352.79,0,55904.8,51213.4,5640.09,1492.23
29-Mar-2018 12:52:30,1165.92,1167.81,3287.38,6172.87,53952.5,49784.7,84803.6,83787.2
22-Feb-2018 09:54:01,0,0.575436,5326.97,0,3762.12,4917.1,2924.45,4347.21
27-Mar-2018 09:35:55,0,11.8375,3161.45,6890.52,3660.87,5570.36,71937.1,932.823
31-Mar-2018 10:12:28,1020.49,1065.46,3277.68,5470.92,54629,49190.7,78263.4,80217.2
21-Feb-2018 23:29:39,1248.7,1256.09,3200.33,5476.34,8317.38,9225.47,84595.2,85472
21-Feb-2018 20:42:24,0.411026,0,0.246615,0.246615,0,0,0,0
27-Mar-2018 19:30:04,0,0,0,0,0,0,0,0
29-Mar-2018 23:12:24,1199.95,1205.95,3361.12,5742.27,55204.6,51809.5,87688.2,84799.1
22-Feb-2018 15:19:18,0,10.9333,3279.24,6270.28,3824.59,5034.79,90148.4,2067.25
21-Feb-2018 20:09:19,0,0,0,0,0,0,0,0
27-Mar-2018 05:56:31,1092.18,1160.08,3318.95,5785.6,43784.2,20318.9,85524,85363
21-Feb-2018 13:56:19,1237.84,1363.78,3453.36,5647,37567.7,39267.6,2402.65,82332.3
22-Feb-2018 20:35:52,0.328821,1.39749,0,0,0,0,0.822051,0
29-Mar-2018 13:52:11,1077.54,1103.85,3219.07,5677.66,56611.4,27872.6,88341.5,86395.5
29-Mar-2018 03:18:27,1112.24,1193.37,3242.5,5518.92,54928.2,48600.2,84453.9,83544.5
28-Mar-2018 10:45:33,994.189,1037.18,3356.11,5523.28,3950.64,5261.81,76714.2,82386.6
29-Mar-2018 00:58:33,416.533,292.486,52.6935,0,56642.6,51280.8,4542.04,1126.83
22-Feb-2018 05:18:57,1146.43,1211.7,3341.64,5527.23,54678.2,48170,88004.5,84233.8
27-Mar-2018 12:11:01,1132.29,1162.54,3199.51,5727.07,32939.5,42874.6,80577.3,84898.4
28-Mar-2018 21:07:57,0,0,0,0.411026,0,0,2.26064,1.6441
29-Mar-2018 23:33:00,1193.13,1213.1,3321.66,5505.52,53324.7,50196.4,85677.3,85229.7
22-Feb-2018 06:16:30,481.064,360.716,3592.04,5764.14,52856.3,48380.1,19097.5,3140.24
27-Mar-2018 10:10:57,440.126,330.876,3183.72,6467.16,3712.93,5448.97,86241.4,835.204
22-Feb-2018 16:09:12,1198.06,1266.12,3216.77,5618.89,53128.1,46378.8,86470.8,81136.5
29-Mar-2018 07:57:53,1148.16,1252.97,3224.09,5453.65,55865.1,51956,84153.6,82220.3
29-Mar-2018 06:47:52,1088.07,1178.66,3133,5697.23,51102.4,49042.4,82740.5,82530.9
29-Mar-2018 10:21:13,1239,1337.81,3270.53,5337.66,54815.1,52113.9,86896,84281.6
21-Feb-2018 04:16:38,0,11.7553,3669.14,6632.8,36610.6,29652.1,36188.3,3316.98
27-Mar-2018 02:59:29,1080.5,1142.4,3280.89,5614.12,51537.4,50726.6,82746.9,81244.4
27-Mar-2018 20:49:06,0.0822051,0,0.739846,0,0,0,0,0.411026
31-Mar-2018 18:21:10,462.815,353.975,3534.57,5790.04,4032.02,5333.2,77768.9,6886.53
21-Feb-2018 16:36:11,1134.18,1169.7,3233.54,5364.3,48844.8,39489.6,83796.8,83823.1
29-Mar-2018 08:17:53,490.025,336.794,2.71277,0,53314.1,50752.6,2346.96,1418.66
31-Mar-2018 14:25:07,914.696,976.761,3051.45,5359.86,53837.2,48179.5,81322.5,78579.1
31-Mar-2018 19:03:18,0,0,5027.67,0,55135.9,48913.7,11796.6,6899.68
27-Mar-2018 17:05:55,0.411026,0.0822051,0,0,0,0,0,0.205513
22-Feb-2018 05:45:05,401.079,291.582,26.3056,0,55523.1,48472.3,1945.59,2596.45
28-Mar-2018 09:22:46,1003.97,1095.96,3179.94,5928.14,37792.6,33169.4,83111.6,82483.4
21-Feb-2018 05:18:53,1136.65,1144.13,3417.43,5449.46,4393.45,5613.1,75825.2,74103
27-Mar-2018 17:35:43,0,0,0,0,0,0,3.08269,0
27-Mar-2018 15:45:54,1031.26,1068.34,3147.72,5398.41,54371.3,31852.7,84355.8,82036.4
21-Feb-2018 08:02:03,0,0,21.2089,0,35413.3,28505.9,4568.14,3108.59
31-Mar-2018 08:40:12,1032.33,1090.86,3106.2,5581.81,55340.9,49627.8,82435.9,81051.4
27-Mar-2018 12:43:57,1080.5,1116.18,3054.08,5507.74,50445.3,50458.3,82903.5,81702.5
21-Feb-2018 08:09:14,755.465,890.61,0,6540.98,15573.5,13030.9,1546.07,50409.6
31-Mar-2018 15:48:47,978.159,1014.9,3380.69,5549.83,3800.34,5072.88,70050.1,69680.4
29-Mar-2018 12:56:20,1154.08,1154.08,3156.51,5624.48,51747.4,57185.2,85056.4,87255
21-Feb-2018 18:28:59,1.06867,0,0.657641,1.23308,0,0,0,2.26064
29-Mar-2018 23:39:25,1195.18,1231.52,3363.34,5563.07,4914.22,5934.39,86383.2,84026.6
